Index,Score,Classification,Effort,BugCount
0,6.000000,0.000000,25.000000,0.000000
1,10.000000,1.000000,176.000000,0.000000
2,11.000000,1.000000,262.000000,1.000000
3,1.000000,0.000000,5.000000,0.000000
4,6.000000,0.000000,347.000000,1.000000
5,8.000000,0.000000,123.000000,1.000000
6,12.000000,1.000000,512.000000,1.000000
7,2.000000,0.000000,57.000000,0.000000
8,1.000000,0.000000,5.000000,0.000000
9,9.000000,1.000000,75.000000,0.000000
10,12.000000,1.000000,247.000000,1.000000
11,5.000000,0.000000,141.000000,1.000000
12,10.000000,1.000000,210.000000,0.000000
13,4.000000,0.000000,630.000000,1.000000
14,8.000000,0.000000,50.000000,0.000000
15,4.000000,0.000000,155.000000,0.000000
16,12.000000,1.000000,376.000000,1.000000
17,5.000000,0.000000,3.000000,0.000000
18,10.000000,1.000000,515.000000,1.000000
19,4.000000,0.000000,34.000000,0.000000
20,4.000000,0.000000,155.000000,0.000000
21,13.000000,1.000000,99.000000,0.000000
22,6.000000,0.000000,30.000000,0.000000
23,6.000000,0.000000,29.000000,0.000000
24,9.000000,1.000000,68.000000,0.000000
25,11.000000,1.000000,251.000000,0.000000
26,5.000000,0.000000,174.000000,1.000000
