Index,Score,Classification,Effort,BugCount
0,11.000000,1.000000,128.000000,0.000000
1,13.000000,1.000000,573.000000,1.000000
2,15.000000,1.000000,732.000000,1.000000
3,6.000000,0.000000,85.000000,0.000000
4,10.000000,0.000000,337.000000,1.000000
5,5.000000,0.000000,16.000000,0.000000
6,13.000000,1.000000,206.000000,0.000000
7,10.000000,0.000000,143.000000,1.000000
8,7.000000,0.000000,7.000000,0.000000
9,9.000000,0.000000,119.000000,0.000000
10,9.000000,0.000000,347.000000,1.000000
11,9.000000,0.000000,533.000000,0.000000
12,11.000000,1.000000,197.000000,1.000000
13,13.000000,1.000000,4593.000000,1.000000
14,17.000000,1.000000,973.000000,1.000000
15,13.000000,1.000000,541.000000,1.000000
16,9.000000,0.000000,371.000000,1.000000
17,4.000000,0.000000,6.000000,0.000000
18,16.000000,1.000000,9106.000000,1.000000
19,8.000000,0.000000,54.000000,0.000000
20,6.000000,0.000000,36.000000,0.000000
21,13.000000,1.000000,559.000000,0.000000
22,7.000000,0.000000,50.000000,0.000000
23,4.000000,0.000000,54.000000,1.000000
24,8.000000,0.000000,49.000000,1.000000
25,16.000000,1.000000,516.000000,0.000000
26,8.000000,0.000000,110.000000,0.000000
27,17.000000,1.000000,1788.000000,1.000000
28,8.000000,0.000000,87.000000,0.000000
29,7.000000,0.000000,368.000000,0.000000
30,6.000000,0.000000,99.000000,0.000000
31,12.000000,1.000000,1726.000000,1.000000
32,4.000000,0.000000,12.000000,0.000000
33,6.000000,0.000000,54.000000,0.000000
34,12.000000,1.000000,1223.000000,1.000000
35,10.000000,0.000000,181.000000,0.000000
36,17.000000,1.000000,1532.000000,1.000000
37,12.000000,1.000000,504.000000,0.000000
38,7.000000,0.000000,49.000000,0.000000
39,4.000000,0.000000,12.000000,0.000000
40,5.000000,0.000000,20.000000,0.000000
41,5.000000,0.000000,80.000000,0.000000
42,13.000000,1.000000,392.000000,0.000000
43,11.000000,1.000000,5223.000000,0.000000
44,13.000000,1.000000,370.000000,1.000000
45,16.000000,1.000000,864.000000,1.000000
46,4.000000,0.000000,4.000000,0.000000
47,6.000000,0.000000,5.000000,0.000000
48,12.000000,1.000000,300.000000,1.000000
49,6.000000,0.000000,36.000000,0.000000
50,3.000000,0.000000,62.000000,0.000000
51,18.000000,1.000000,618.000000,1.000000
52,3.000000,0.000000,108.000000,0.000000
53,12.000000,1.000000,268.000000,1.000000
54,5.000000,0.000000,155.000000,0.000000
55,12.000000,1.000000,248.000000,0.000000
56,11.000000,1.000000,176.000000,0.000000
57,11.000000,1.000000,957.000000,1.000000
58,9.000000,0.000000,302.000000,0.000000
59,6.000000,0.000000,269.000000,0.000000
60,11.000000,1.000000,437.000000,0.000000
61,12.000000,1.000000,154.000000,1.000000
62,10.000000,0.000000,226.000000,0.000000
63,11.000000,1.000000,185.000000,0.000000
64,14.000000,1.000000,333.000000,0.000000
65,6.000000,0.000000,22.000000,0.000000
66,7.000000,0.000000,88.000000,0.000000
67,8.000000,0.000000,36.000000,0.000000
68,9.000000,0.000000,283.000000,0.000000
69,12.000000,1.000000,747.000000,1.000000
70,3.000000,0.000000,10.000000,0.000000
71,15.000000,1.000000,1115.000000,1.000000
72,4.000000,0.000000,33.000000,0.000000
73,13.000000,1.000000,74.000000,1.000000
74,8.000000,0.000000,140.000000,0.000000
75,13.000000,1.000000,1529.000000,1.000000
76,8.000000,0.000000,179.000000,0.000000
77,6.000000,0.000000,90.000000,1.000000
78,4.000000,0.000000,52.000000,1.000000
79,16.000000,1.000000,1085.000000,1.000000
80,9.000000,0.000000,79.000000,0.000000
81,14.000000,1.000000,205.000000,0.000000
82,12.000000,1.000000,240.000000,0.000000
83,8.000000,0.000000,679.000000,1.000000
84,11.000000,1.000000,230.000000,1.000000
85,10.000000,0.000000,119.000000,0.000000
86,10.000000,0.000000,171.000000,0.000000
87,3.000000,0.000000,8.000000,0.000000
88,12.000000,1.000000,120.000000,0.000000
89,5.000000,0.000000,52.000000,0.000000
90,6.000000,0.000000,65.000000,0.000000
91,7.000000,0.000000,146.000000,0.000000
92,13.000000,1.000000,1598.000000,1.000000
93,6.000000,0.000000,298.000000,0.000000
94,8.000000,0.000000,236.000000,0.000000
95,7.000000,0.000000,71.000000,0.000000
96,6.000000,0.000000,65.000000,0.000000
97,8.000000,0.000000,206.000000,0.000000
98,12.000000,1.000000,1245.000000,0.000000
99,5.000000,0.000000,79.000000,0.000000
100,10.000000,0.000000,386.000000,0.000000
101,5.000000,0.000000,49.000000,0.000000
102,15.000000,1.000000,1013.000000,0.000000
103,5.000000,0.000000,13.000000,0.000000
104,4.000000,0.000000,21.000000,1.000000
105,10.000000,0.000000,213.000000,0.000000
106,15.000000,1.000000,306.000000,0.000000
107,9.000000,0.000000,299.000000,0.000000
108,12.000000,1.000000,397.000000,1.000000
109,8.000000,0.000000,95.000000,0.000000
110,7.000000,0.000000,64.000000,0.000000
111,3.000000,0.000000,62.000000,1.000000
112,15.000000,1.000000,539.000000,1.000000
113,4.000000,0.000000,5.000000,0.000000
114,3.000000,0.000000,2.000000,0.000000
115,13.000000,1.000000,504.000000,0.000000
116,4.000000,0.000000,23.000000,0.000000
117,8.000000,0.000000,686.000000,0.000000
118,4.000000,0.000000,10.000000,0.000000
119,8.000000,0.000000,559.000000,0.000000
120,13.000000,1.000000,528.000000,1.000000
121,7.000000,0.000000,77.000000,0.000000
122,2.000000,0.000000,2.000000,0.000000
123,3.000000,0.000000,59.000000,0.000000
124,11.000000,1.000000,141.000000,0.000000
125,6.000000,0.000000,251.000000,0.000000
126,10.000000,0.000000,269.000000,0.000000
127,8.000000,0.000000,89.000000,0.000000
128,5.000000,0.000000,34.000000,0.000000
129,5.000000,0.000000,19.000000,0.000000
130,7.000000,0.000000,563.000000,1.000000
131,3.000000,0.000000,96.000000,0.000000
132,7.000000,0.000000,36.000000,0.000000
133,9.000000,0.000000,273.000000,0.000000
134,7.000000,0.000000,180.000000,0.000000
135,6.000000,0.000000,112.000000,1.000000
136,6.000000,0.000000,103.000000,1.000000
137,15.000000,1.000000,214.000000,0.000000
138,14.000000,1.000000,5109.000000,1.000000
139,9.000000,0.000000,138.000000,0.000000
140,10.000000,0.000000,52.000000,0.000000
141,9.000000,0.000000,150.000000,1.000000
142,10.000000,0.000000,201.000000,0.000000
143,14.000000,1.000000,352.000000,0.000000
144,5.000000,0.000000,176.000000,0.000000
145,5.000000,0.000000,63.000000,0.000000
146,14.000000,1.000000,466.000000,0.000000
147,5.000000,0.000000,118.000000,0.000000
148,10.000000,0.000000,23683.000000,0.000000
149,8.000000,0.000000,456.000000,0.000000
150,6.000000,0.000000,83.000000,0.000000
151,12.000000,1.000000,488.000000,1.000000
152,6.000000,0.000000,30.000000,0.000000
153,9.000000,0.000000,196.000000,0.000000
154,13.000000,1.000000,362.000000,0.000000
155,8.000000,0.000000,107.000000,0.000000
156,10.000000,0.000000,232.000000,0.000000
157,11.000000,1.000000,215.000000,0.000000
158,2.000000,0.000000,2.000000,0.000000
159,7.000000,0.000000,239.000000,0.000000
160,3.000000,0.000000,6.000000,0.000000
161,13.000000,1.000000,1578.000000,1.000000
162,8.000000,0.000000,106.000000,0.000000
163,17.000000,1.000000,981.000000,1.000000
164,12.000000,1.000000,279.000000,0.000000
165,9.000000,0.000000,163.000000,0.000000
166,9.000000,0.000000,186.000000,0.000000
