Index,Score,Classification,Effort,BugCount
0,19.000000,1.000000,128.000000,0.000000
1,17.000000,1.000000,35.000000,0.000000
2,4.000000,0.000000,23.000000,0.000000
3,17.000000,1.000000,52.000000,0.000000
4,16.000000,1.000000,22.000000,0.000000
5,17.000000,1.000000,44.000000,0.000000
6,16.000000,1.000000,22.000000,0.000000
7,7.000000,0.000000,17.000000,0.000000
8,2.000000,0.000000,12.000000,0.000000
9,16.000000,1.000000,28.000000,0.000000
10,6.000000,0.000000,15.000000,0.000000
11,12.000000,1.000000,21.000000,0.000000
12,16.000000,1.000000,21.000000,0.000000
13,18.000000,1.000000,103.000000,0.000000
14,1.000000,0.000000,12.000000,0.000000
15,1.000000,0.000000,8.000000,0.000000
16,14.000000,1.000000,25.000000,0.000000
17,1.000000,0.000000,8.000000,0.000000
18,1.000000,0.000000,4.000000,0.000000
19,16.000000,1.000000,22.000000,0.000000
20,1.000000,0.000000,11.000000,0.000000
21,18.000000,1.000000,76.000000,0.000000
22,19.000000,1.000000,64.000000,0.000000
23,17.000000,1.000000,71.000000,0.000000
24,17.000000,1.000000,39.000000,0.000000
25,10.000000,1.000000,17.000000,0.000000
26,16.000000,1.000000,54.000000,0.000000
27,18.000000,1.000000,88.000000,0.000000
28,18.000000,1.000000,30.000000,0.000000
29,2.000000,0.000000,8.000000,0.000000
30,3.000000,0.000000,20.000000,0.000000
31,2.000000,0.000000,19.000000,0.000000
32,19.000000,1.000000,241.000000,0.000000
33,17.000000,1.000000,61.000000,0.000000
34,1.000000,0.000000,8.000000,0.000000
35,10.000000,1.000000,19.000000,0.000000
36,1.000000,0.000000,8.000000,0.000000
37,19.000000,1.000000,102.000000,0.000000
38,17.000000,1.000000,36.000000,0.000000
39,2.000000,0.000000,13.000000,0.000000
40,15.000000,1.000000,18.000000,0.000000
41,2.000000,0.000000,13.000000,0.000000
42,1.000000,0.000000,13.000000,0.000000
43,2.000000,0.000000,16.000000,0.000000
44,8.000000,0.000000,23.000000,0.000000
45,6.000000,0.000000,18.000000,0.000000
46,2.000000,0.000000,9.000000,0.000000
47,2.000000,0.000000,9.000000,0.000000
48,2.000000,0.000000,9.000000,0.000000
49,18.000000,1.000000,33.000000,0.000000
50,17.000000,1.000000,51.000000,0.000000
51,1.000000,0.000000,10.000000,0.000000
52,9.000000,0.000000,24.000000,0.000000
53,1.000000,0.000000,13.000000,0.000000
54,1.000000,0.000000,4.000000,0.000000
55,13.000000,1.000000,21.000000,0.000000
56,14.000000,1.000000,37.000000,0.000000
57,18.000000,1.000000,66.000000,0.000000
58,17.000000,1.000000,33.000000,0.000000
59,11.000000,1.000000,31.000000,0.000000
60,2.000000,0.000000,14.000000,0.000000
61,10.000000,1.000000,19.000000,0.000000
62,2.000000,0.000000,14.000000,0.000000
63,2.000000,0.000000,14.000000,0.000000
64,2.000000,0.000000,11.000000,0.000000
65,18.000000,1.000000,24.000000,0.000000
66,1.000000,0.000000,9.000000,0.000000
67,14.000000,1.000000,21.000000,0.000000
68,1.000000,0.000000,11.000000,0.000000
69,17.000000,1.000000,35.000000,0.000000
70,19.000000,1.000000,117.000000,0.000000
71,1.000000,0.000000,6.000000,0.000000
72,1.000000,0.000000,6.000000,0.000000
73,10.000000,1.000000,21.000000,0.000000
74,1.000000,0.000000,4.000000,0.000000
75,16.000000,1.000000,36.000000,0.000000
76,18.000000,1.000000,47.000000,0.000000
77,2.000000,0.000000,16.000000,0.000000
78,17.000000,1.000000,73.000000,0.000000
79,3.000000,0.000000,16.000000,0.000000
80,3.000000,0.000000,18.000000,0.000000
81,1.000000,0.000000,19.000000,0.000000
82,1.000000,0.000000,10.000000,0.000000
83,1.000000,0.000000,9.000000,0.000000
84,2.000000,0.000000,14.000000,0.000000
85,1.000000,0.000000,4.000000,0.000000
86,1.000000,0.000000,9.000000,0.000000
87,2.000000,0.000000,17.000000,0.000000
88,1.000000,0.000000,11.000000,0.000000
89,5.000000,0.000000,18.000000,0.000000
90,2.000000,0.000000,16.000000,0.000000
91,2.000000,0.000000,12.000000,0.000000
92,1.000000,0.000000,9.000000,0.000000
93,3.000000,0.000000,22.000000,0.000000
94,3.000000,0.000000,18.000000,0.000000
95,0.000000,0.000000,13.000000,0.000000
96,1.000000,0.000000,11.000000,0.000000
97,1.000000,0.000000,4.000000,0.000000
98,1.000000,0.000000,7.000000,0.000000
99,1.000000,0.000000,6.000000,0.000000
100,14.000000,1.000000,37.000000,0.000000
101,13.000000,1.000000,23.000000,0.000000
102,2.000000,0.000000,9.000000,0.000000
103,1.000000,0.000000,7.000000,0.000000
104,1.000000,0.000000,9.000000,0.000000
105,0.000000,0.000000,8.000000,0.000000
106,1.000000,0.000000,8.000000,0.000000
107,2.000000,0.000000,9.000000,0.000000
108,0.000000,0.000000,12.000000,0.000000
109,2.000000,0.000000,7.000000,0.000000
110,17.000000,1.000000,57.000000,0.000000
111,14.000000,1.000000,25.000000,0.000000
112,5.000000,0.000000,22.000000,0.000000
113,1.000000,0.000000,9.000000,0.000000
114,1.000000,0.000000,8.000000,0.000000
115,1.000000,0.000000,12.000000,0.000000
116,1.000000,0.000000,4.000000,0.000000
117,16.000000,1.000000,20.000000,0.000000
118,18.000000,1.000000,23.000000,0.000000
119,10.000000,1.000000,21.000000,0.000000
120,18.000000,1.000000,50.000000,0.000000
121,2.000000,0.000000,16.000000,0.000000
122,17.000000,1.000000,54.000000,0.000000
123,17.000000,1.000000,27.000000,0.000000
124,1.000000,0.000000,8.000000,0.000000
125,17.000000,1.000000,28.000000,0.000000
126,17.000000,1.000000,67.000000,0.000000
127,7.000000,0.000000,15.000000,0.000000
128,17.000000,1.000000,41.000000,0.000000
129,6.000000,0.000000,15.000000,0.000000
130,13.000000,1.000000,28.000000,0.000000
131,19.000000,1.000000,81.000000,0.000000
132,1.000000,0.000000,8.000000,0.000000
133,16.000000,1.000000,58.000000,0.000000
134,17.000000,1.000000,44.000000,0.000000
135,18.000000,1.000000,58.000000,0.000000
136,1.000000,0.000000,8.000000,0.000000
137,3.000000,0.000000,11.000000,0.000000
138,2.000000,0.000000,9.000000,0.000000
139,3.000000,0.000000,10.000000,0.000000
140,17.000000,1.000000,34.000000,0.000000
