Index,Score,Classification,Effort,BugCount
0,19.000000,1.000000,152.000000,1.000000
1,18.000000,1.000000,107.000000,1.000000
2,17.000000,1.000000,15.000000,1.000000
3,17.000000,1.000000,37.000000,1.000000
4,18.000000,1.000000,183.000000,1.000000
5,18.000000,1.000000,311.000000,1.000000
6,16.000000,1.000000,929.000000,1.000000
7,13.000000,1.000000,14.000000,1.000000
8,19.000000,1.000000,723.000000,1.000000
9,19.000000,1.000000,478.000000,1.000000
10,17.000000,1.000000,50.000000,1.000000
11,19.000000,1.000000,53.000000,1.000000
12,19.000000,1.000000,121.000000,1.000000
13,19.000000,1.000000,39.000000,1.000000
14,19.000000,1.000000,34.000000,1.000000
15,19.000000,1.000000,835.000000,1.000000
16,16.000000,1.000000,13.000000,1.000000
17,14.000000,1.000000,43.000000,1.000000
18,19.000000,1.000000,703.000000,1.000000
19,19.000000,1.000000,167.000000,1.000000
20,14.000000,1.000000,30.000000,1.000000
21,18.000000,1.000000,55.000000,1.000000
22,18.000000,1.000000,84.000000,1.000000
23,18.000000,1.000000,40.000000,1.000000
24,18.000000,1.000000,23.000000,1.000000
25,17.000000,1.000000,9.000000,1.000000
26,19.000000,1.000000,77.000000,1.000000
27,19.000000,1.000000,34.000000,1.000000
28,18.000000,1.000000,307.000000,1.000000
29,19.000000,1.000000,483.000000,1.000000
30,14.000000,1.000000,10.000000,1.000000
31,18.000000,1.000000,449.000000,1.000000
32,18.000000,1.000000,39.000000,1.000000
33,19.000000,1.000000,153.000000,1.000000
34,18.000000,1.000000,306.000000,1.000000
35,19.000000,1.000000,156.000000,1.000000
36,18.000000,1.000000,127.000000,1.000000
37,2.000000,0.000000,2.000000,1.000000
38,11.000000,1.000000,18.000000,1.000000
39,18.000000,1.000000,32.000000,1.000000
40,18.000000,1.000000,54.000000,1.000000
41,18.000000,1.000000,47.000000,1.000000
42,2.000000,0.000000,2.000000,1.000000
43,17.000000,1.000000,21.000000,1.000000
44,17.000000,1.000000,14.000000,1.000000
45,19.000000,1.000000,522.000000,1.000000
46,17.000000,1.000000,23.000000,1.000000
47,19.000000,1.000000,35.000000,1.000000
48,19.000000,1.000000,339.000000,1.000000
49,13.000000,1.000000,5.000000,1.000000
50,16.000000,1.000000,9.000000,1.000000
51,14.000000,1.000000,28.000000,1.000000
52,19.000000,1.000000,254.000000,1.000000
53,17.000000,1.000000,316.000000,1.000000
54,17.000000,1.000000,114.000000,1.000000
55,19.000000,1.000000,19.000000,1.000000
56,19.000000,1.000000,19.000000,1.000000
57,19.000000,1.000000,16.000000,1.000000
58,18.000000,1.000000,11.000000,1.000000
59,19.000000,1.000000,18.000000,1.000000
60,19.000000,1.000000,222.000000,1.000000
61,19.000000,1.000000,217.000000,1.000000
62,19.000000,1.000000,217.000000,1.000000
63,19.000000,1.000000,277.000000,1.000000
64,19.000000,1.000000,277.000000,1.000000
65,19.000000,1.000000,260.000000,1.000000
66,19.000000,1.000000,260.000000,1.000000
67,19.000000,1.000000,145.000000,1.000000
68,18.000000,1.000000,18.000000,1.000000
69,19.000000,1.000000,13.000000,1.000000
70,18.000000,1.000000,11.000000,1.000000
71,18.000000,1.000000,26.000000,1.000000
72,19.000000,1.000000,22.000000,1.000000
73,18.000000,1.000000,22.000000,1.000000
74,18.000000,1.000000,22.000000,1.000000
75,18.000000,1.000000,19.000000,1.000000
76,19.000000,1.000000,243.000000,1.000000
77,19.000000,1.000000,536.000000,1.000000
78,19.000000,1.000000,200.000000,1.000000
79,19.000000,1.000000,399.000000,1.000000
80,19.000000,1.000000,91.000000,1.000000
81,19.000000,1.000000,249.000000,1.000000
82,17.000000,1.000000,52.000000,1.000000
83,19.000000,1.000000,134.000000,1.000000
84,19.000000,1.000000,1603.000000,1.000000
85,16.000000,1.000000,8.000000,1.000000
86,19.000000,1.000000,83.000000,1.000000
87,18.000000,1.000000,73.000000,1.000000
88,19.000000,1.000000,574.000000,1.000000
89,17.000000,1.000000,45.000000,1.000000
90,14.000000,1.000000,32.000000,1.000000
91,19.000000,1.000000,67.000000,1.000000
92,18.000000,1.000000,65.000000,1.000000
93,18.000000,1.000000,64.000000,1.000000
94,18.000000,1.000000,64.000000,1.000000
95,17.000000,1.000000,40.000000,1.000000
96,14.000000,1.000000,42.000000,1.000000
97,18.000000,1.000000,978.000000,1.000000
98,18.000000,1.000000,157.000000,1.000000
99,19.000000,1.000000,103.000000,1.000000
100,19.000000,1.000000,561.000000,1.000000
101,19.000000,1.000000,115.000000,1.000000
102,19.000000,1.000000,715.000000,1.000000
103,18.000000,1.000000,7.000000,1.000000
104,19.000000,1.000000,219.000000,1.000000
105,8.000000,0.000000,11.000000,1.000000
106,19.000000,1.000000,93.000000,1.000000
107,17.000000,1.000000,10.000000,1.000000
108,19.000000,1.000000,971.000000,1.000000
109,18.000000,1.000000,61.000000,1.000000
110,19.000000,1.000000,447.000000,1.000000
111,17.000000,1.000000,58.000000,1.000000
112,14.000000,1.000000,13.000000,1.000000
113,19.000000,1.000000,32.000000,1.000000
114,19.000000,1.000000,709.000000,1.000000
115,18.000000,1.000000,28.000000,1.000000
116,19.000000,1.000000,1268.000000,1.000000
117,18.000000,1.000000,31.000000,1.000000
118,18.000000,1.000000,44.000000,1.000000
119,17.000000,1.000000,10.000000,1.000000
120,19.000000,1.000000,807.000000,1.000000
121,14.000000,1.000000,11.000000,1.000000
122,16.000000,1.000000,35.000000,1.000000
123,19.000000,1.000000,66.000000,1.000000
124,18.000000,1.000000,159.000000,1.000000
125,15.000000,1.000000,13.000000,1.000000
126,19.000000,1.000000,517.000000,1.000000
127,19.000000,1.000000,578.000000,1.000000
128,19.000000,1.000000,308.000000,1.000000
129,17.000000,1.000000,22.000000,1.000000
130,19.000000,1.000000,190.000000,1.000000
131,13.000000,1.000000,25.000000,1.000000
132,18.000000,1.000000,41.000000,1.000000
133,19.000000,1.000000,281.000000,1.000000
134,19.000000,1.000000,130.000000,1.000000
135,14.000000,1.000000,17.000000,1.000000
136,18.000000,1.000000,46.000000,1.000000
137,17.000000,1.000000,50.000000,1.000000
138,18.000000,1.000000,55.000000,1.000000
139,18.000000,1.000000,34.000000,1.000000
140,19.000000,1.000000,255.000000,1.000000
141,18.000000,1.000000,135.000000,1.000000
142,17.000000,1.000000,23.000000,1.000000
143,19.000000,1.000000,283.000000,1.000000
144,17.000000,1.000000,37.000000,1.000000
145,18.000000,1.000000,17.000000,1.000000
146,18.000000,1.000000,32.000000,1.000000
147,17.000000,1.000000,32.000000,1.000000
148,19.000000,1.000000,173.000000,1.000000
149,19.000000,1.000000,68.000000,1.000000
150,19.000000,1.000000,87.000000,1.000000
151,19.000000,1.000000,30.000000,1.000000
152,16.000000,1.000000,20.000000,1.000000
153,17.000000,1.000000,12.000000,1.000000
154,17.000000,1.000000,32.000000,1.000000
155,17.000000,1.000000,27.000000,1.000000
156,19.000000,1.000000,1317.000000,1.000000
157,14.000000,1.000000,25.000000,1.000000
158,18.000000,1.000000,58.000000,1.000000
159,19.000000,1.000000,212.000000,1.000000
160,17.000000,1.000000,75.000000,1.000000
161,19.000000,1.000000,2067.000000,1.000000
162,18.000000,1.000000,43.000000,1.000000
163,17.000000,1.000000,31.000000,1.000000
164,19.000000,1.000000,1163.000000,1.000000
165,14.000000,1.000000,23.000000,1.000000
166,19.000000,1.000000,71.000000,1.000000
167,19.000000,1.000000,62.000000,1.000000
168,18.000000,1.000000,14.000000,1.000000
169,17.000000,1.000000,17.000000,1.000000
170,15.000000,1.000000,5.000000,1.000000
171,18.000000,1.000000,121.000000,1.000000
172,14.000000,1.000000,69.000000,1.000000
173,19.000000,1.000000,1584.000000,1.000000
174,18.000000,1.000000,20.000000,1.000000
175,18.000000,1.000000,18.000000,1.000000
176,19.000000,1.000000,469.000000,1.000000
177,19.000000,1.000000,244.000000,1.000000
178,19.000000,1.000000,63.000000,1.000000
179,19.000000,1.000000,287.000000,1.000000
180,19.000000,1.000000,230.000000,1.000000
181,17.000000,1.000000,36.000000,1.000000
182,18.000000,1.000000,36.000000,1.000000
183,19.000000,1.000000,82.000000,1.000000
184,19.000000,1.000000,51.000000,1.000000
185,19.000000,1.000000,66.000000,1.000000
186,18.000000,1.000000,59.000000,1.000000
187,18.000000,1.000000,82.000000,1.000000
188,18.000000,1.000000,88.000000,1.000000
189,14.000000,1.000000,32.000000,1.000000
190,19.000000,1.000000,975.000000,1.000000
191,17.000000,1.000000,15.000000,1.000000
192,17.000000,1.000000,11.000000,1.000000
193,18.000000,1.000000,311.000000,1.000000
194,19.000000,1.000000,143.000000,1.000000
195,19.000000,1.000000,94.000000,1.000000
196,19.000000,1.000000,483.000000,1.000000
197,14.000000,1.000000,12.000000,1.000000
198,14.000000,1.000000,9.000000,1.000000
199,18.000000,1.000000,195.000000,1.000000
200,14.000000,1.000000,12.000000,1.000000
201,14.000000,1.000000,6.000000,1.000000
202,19.000000,1.000000,85.000000,1.000000
203,19.000000,1.000000,1121.000000,1.000000
204,8.000000,0.000000,16.000000,1.000000
205,18.000000,1.000000,37.000000,1.000000
206,19.000000,1.000000,73.000000,1.000000
207,14.000000,1.000000,13.000000,1.000000
208,19.000000,1.000000,1409.000000,1.000000
209,17.000000,1.000000,10.000000,1.000000
210,19.000000,1.000000,173.000000,1.000000
211,19.000000,1.000000,61.000000,1.000000
212,19.000000,1.000000,80.000000,1.000000
213,19.000000,1.000000,69.000000,1.000000
214,19.000000,1.000000,58.000000,1.000000
215,19.000000,1.000000,111.000000,1.000000
216,17.000000,1.000000,27.000000,1.000000
