sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
4908,74,5,45,281,2097,32,5,0.866728581,0.86440678,6,0.864814815,0.198198198,64.52702703,16,2.2973,1
261,6,6,10,34,11,6,2,0.988888889,0.111111111,1,0.990825688,0.5,39.5,1,0.6667,1
5924,84,5,44,313,3022,34,5,0.880120482,0.95,5,0.849090909,0.201058201,68.57142857,49,2.5119,1
510,10,1,9,57,0,4,9,0.111111111,1,0,0,0.425,49.9,3,1.1,1
839,19,6,13,89,113,9,1,0.744444444,0.6,4,0.966442953,0.175438596,42.10526316,7,1.4211,1
965,20,6,14,92,110,9,1,0.694736842,0.6,4,0.966442953,0.176923077,46.25,8,1.4,1
4327,69,5,45,262,1916,33,2,0.835294118,0.890909091,7,0.872897196,0.201288245,60.91304348,37,2.4638,1
829,11,5,9,80,41,5,1,0.813043478,1,1,0.979035639,0.381818182,72.27272727,7,2,1
584,24,1,12,51,130,9,23,0.77173913,0.875,0,0,0.242236025,23,28,2.4167,1
1347,43,1,13,91,447,8,40,0.795918367,0.928571429,0,0,0.214285714,30,62,3.2326,1
4020,57,5,34,246,1180,22,3,0.823376623,0.909090909,6,0.89292543,0.189083821,68.56140351,72,2.9474,1
473,10,1,6,49,0,1,9,0.111111111,1,0,0,0.425,46.2,3,1.1,1
800,28,1,19,83,172,12,24,0.782407407,1,0,0,0.178571429,27.28571429,23,2.5357,1
774,36,1,11,45,214,11,34,0.747252747,0.923076923,0,0,0.331428571,20.13888889,52,2.9444,1
1176,60,1,22,135,676,7,56,0.858243451,1,6,0,0.148809524,18.41666667,4,1.1667,1
796,24,1,16,70,102,10,23,0.739130435,1,0,0,0.191666667,31.91666667,25,2.5,1
89,7,2,2,14,3,1,7,0.583333333,1,0,0.727272727,0.571428571,11.42857143,2,1.2857,0
162,8,2,2,17,2,1,8,0.571428571,1,0,0.695652174,0.583333333,19,8,2.375,0
38,38,1,14,38,703,8,38,2,0,0,0,0.242105263,0,1,1,0
88,7,1,5,13,21,5,7,2,0,0,0,0.428571429,11.57142857,4,2,0
37,2,5,4,8,1,2,1,1.5,1,0,1,1,16.5,0,0,0
246,8,2,3,18,2,2,8,0.666666667,0.666666667,0,0.695652174,0.583333333,29.375,7,2,0
205,8,2,3,17,2,2,8,0.571428571,1,0,0.695652174,0.583333333,24.375,7,2,0
90,6,1,9,22,11,1,5,0.8,1,0,0,0.666666667,13.66666667,1,0.6667,0
21,4,3,2,8,6,2,4,1.333333333,1,0,1,0.666666667,4,0,0,0
100,3,2,6,20,3,1,2,1.4,1,0,0.666666667,0.666666667,30.66666667,1,0.3333,0
4,4,1,4,4,6,2,4,2,0,0,0,1,0,1,1,0
17,3,1,2,6,3,0,1,1.5,1,0,0,0.666666667,4,1,0.6667,0
74,15,1,3,16,91,3,15,0.928571429,1,0,0,0.366666667,3.466666667,1,0.9333,0
247,8,2,3,19,2,2,8,0.571428571,1,0,0.695652174,0.583333333,29.625,8,2.125,0
207,9,2,2,18,10,1,9,0.625,1,0,0.666666667,0.592592593,21.77777778,7,1.8889,0
84,12,1,11,18,16,10,10,0.636363636,1,0,0,0.181818182,5.666666667,2,0.9167,0
322,19,1,5,26,37,5,18,0.763888889,1,0,0,0.333333333,15.52631579,18,2.3158,0
431,10,1,8,56,0,3,10,0.111111111,1,0,0,0.425,42,3,1.1,0
519,12,1,11,52,0,4,10,0.090909091,1,0,0,0.285714286,42.16666667,3,1.3333,0
60,6,6,2,19,15,1,2,2,0,0,0.986772487,0.5,9,1,0.8333,0
234,8,2,2,21,2,1,8,0.714285714,0.666666667,1,0.695652174,0.583333333,27.875,8,2.375,0
40,1,1,0,2,0,0,1,2,0,0,0,1,3,0,0,0
63,6,3,4,10,13,4,6,1.166666667,0.055555556,0,1,0.625,6.5,0,0,0
70,2,1,2,10,1,1,2,2,0,0,0,0.5,34,4,2,0
181,10,1,6,26,0,4,9,0.666666667,0.666666667,0,0,0.333333333,16.8,1,0.8,0
83,3,1,4,17,0,1,3,0,1,0,0,0.555555556,26.33333333,1,0.6667,0
75,8,1,6,18,16,3,7,0.571428571,1,0,0,0.166666667,8.25,2,1.375,0
