@relation ALLJURECZKO-systemdata 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
5,5,1,0,7,5,10,6,1,5,2,0,0,0,0.6,0,0,0,1,1,0
43,6,1,0,3,14,0,0,3,6,0.2,0,0,0,0.555555556,0,0,6,1,0.8333,0
1962,43,5,0,7,86,683,2,6,1,0.906692407,1,3,0.917485265,0.5,0,0,43.76744186,14,1.7209,1
154,26,1,0,16,30,301,14,3,26,0.95,1,3,0,0.208791209,0,0,4.461538462,2,1,0
4,4,1,0,8,4,6,7,1,4,2,0,0,0,0.875,0,0,0,1,1,0
91,17,1,0,10,19,122,9,1,17,0.919642857,1,1,0,0.169934641,0,0,3.941176471,2,1,0
489,5,5,0,10,43,0,3,9,2,0.5,1,1,0.993617021,0.44,0,0,94.8,6,1.8,0
24,5,1,0,1,6,6,1,0,5,0.75,1,0,0,0.466666667,0,0,3.4,1,0.8,0
24,5,1,0,1,6,6,1,0,5,0.75,1,0,0,0.466666667,0,0,3.4,1,0.8,0
844,8,5,0,12,39,6,5,9,3,0.782312925,1,2,0.985232068,0.3125,0,0,101.875,2,1.25,0
43,5,2,0,3,9,0,2,1,5,0.75,1,1,0.636363636,0.4,0,0,7,1,0.8,0
57,4,2,0,5,7,4,5,0,2,0.888888889,0.333333333,3,0.846153846,0.444444444,1,1,12.5,1,0.5,0
454,7,5,0,1,22,9,1,0,1,0.783333333,1,0,0.987315011,1,0,0,62.42857143,2,1.5714,0
37,4,1,0,7,12,0,0,7,4,0.333333333,0,0,0,0.4375,0,0,8,1,0.75,0
51,5,1,0,7,15,0,0,7,5,0.25,0,0,0,0.4,0,0,9,3,1.2,0
34,7,1,0,1,8,15,1,1,7,0.833333333,1,1,0,0.357142857,0,0,3.428571429,1,0.8571,0
91,17,1,0,14,19,122,11,3,17,0.919642857,1,3,0,0.169934641,0,0,3.941176471,2,1,0
214,6,5,0,8,25,9,1,8,2,0.7,1,5,0.98940678,0.444444444,0,0,33.66666667,3,1.5,0
22,4,1,0,3,7,0,0,3,4,0.333333333,0,0,0,0.5,0,0,4.25,1,0.75,0
197,6,5,0,5,19,1,2,4,1,0.666666667,1,2,0.98940678,0.361111111,0,0,30.83333333,5,1.8333,0
69,10,1,0,21,12,0,13,8,9,0.611111111,1,1,0,0.5,0,0,5.7,2,1,0
28,2,1,0,4,10,1,0,4,2,2,0,0,0,0.5,0,0,13,1,0.5,0
94,19,1,0,16,20,153,12,4,19,0.944444444,1,4,0,0.184210526,0,0,3.473684211,1,0.9474,0
183,10,5,0,6,31,17,4,4,2,0.793650794,1,2,0.983157895,0.28,0,0,16.6,2,1,0
6,1,3,0,3,2,0,3,0,1,2,1,0,1,1,0,0,4,0,0,0
64,13,1,0,6,14,66,6,0,13,0.916666667,1,0,0,0.487179487,0,0,3.461538462,1,0.9231,0
236,3,5,0,13,20,1,12,12,1,1,1,1,0.995951417,0.444444444,0,0,77,1,0.6667,1
64,5,2,0,4,13,0,1,3,5,0.75,1,0,0.8,0.533333333,1,1,11.2,2,1,0
2,2,1,0,7,2,1,6,1,2,2,0,0,0,0.75,0,0,0,1,1,0
622,4,5,0,1,17,0,1,0,1,0.666666667,1,0,0.993617021,1,0,0,151,2,1.25,0
2,2,1,0,8,2,1,7,1,2,2,0,0,0,0.666666667,0,0,0,1,1,0
148,8,5,0,4,28,6,2,3,2,0.714285714,1,1,0.987315011,0.3125,0,0,16.875,2,1,0
256,5,5,0,6,22,0,3,3,3,0.678571429,1,1,0.991507431,0.6,0,0,48.8,2,1,0
70,5,2,0,4,14,0,1,3,5,0.75,1,0,0.8,0.533333333,1,1,12.4,3,1.2,0
234,18,1,0,23,29,105,21,3,18,0.865546218,1,3,0,0.180555556,1,1,11.61111111,16,2,1
326,6,5,0,1,19,5,1,0,1,0.75,1,0,0.98940678,1,0,0,52,2,1.5,0
616,18,5,0,7,52,101,4,7,2,0.88627451,1,3,0.964876033,0.277777778,0,0,32.38888889,4,1.5,0
57,4,2,0,3,7,4,3,0,2,0.888888889,0.333333333,3,0.846153846,0.444444444,1,1,12.5,1,0.5,0
194,6,5,0,7,22,1,1,7,2,0.52,1,4,0.991507431,0.583333333,0,0,30.5,3,1.3333,0
4,1,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0
870,12,5,0,2,35,38,2,1,1,0.79144385,1,0,0.976987448,0.5,0,0,70.08333333,5,1.9167,1
177,4,5,0,8,26,0,1,8,1,0.6,1,4,0.993617021,0.625,0,0,42,2,1.25,0
1132,27,5,0,13,82,191,5,13,1,0.881410256,1,4,0.947261663,0.191358025,0,0,40.03703704,6,1.9259,0
79,4,2,0,6,7,4,6,0,2,0.933333333,0.2,5,0.846153846,0.444444444,1,1,17.5,1,0.5,0
54,11,1,0,0,12,45,0,0,11,0.9,1,0,0,0.363636364,0,0,3.454545455,1,0.9091,0
3,3,1,0,8,3,3,7,1,3,2,0,0,0,0.555555556,0,0,0,1,1,0
176,15,7,0,8,38,93,0,8,4,0.928571429,1,0,0.871287129,0.428571429,1,1,10.6,1,0.8667,0
54,11,1,0,1,12,45,1,1,11,0.9,1,1,0,0.290909091,0,0,3.454545455,1,0.9091,0
2,2,1,0,5,2,1,4,1,2,2,0,0,0,0.75,0,0,0,1,1,0
41,7,1,0,3,13,0,0,3,7,0.166666667,0,0,0,0.428571429,0,0,4.714285714,1,0.8571,0
37,5,2,0,3,8,0,2,1,5,0.75,1,1,0.636363636,0.4,0,0,5.8,1,0.8,0
204,16,6,0,47,46,120,36,20,15,1.066666667,1,0,0.966442953,0.2625,0,0,11.6875,1,0.9375,1
18,2,5,0,1,6,1,1,0,1,2,1,0,0.997863248,1,0,0,7.5,1,0.5,0
68,14,1,0,13,15,75,12,1,14,0.91025641,1,1,0,0.285714286,0,0,3.428571429,1,0.9286,1
12,2,7,0,1,3,1,0,1,1,2,0,0,0.988764045,1,1,1,5,1,0.5,0
130,7,1,0,8,28,1,0,8,7,0.333333333,0,0,0,0.428571429,0,0,17.42857143,3,1.1429,1
23,4,1,0,3,8,0,0,3,4,0.333333333,0,0,0,0.5,0,0,4.5,1,0.75,0
