@relation ALLJURECZKO-synapse-1.1 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
230,7,1,1,10,38,13,1,9,5,0.75,1,0,0,0.375,0,0,31.57142857,20,3.4286,0
9,9,1,0,25,9,36,22,4,9,2,0,0,0,0.296296296,0,0,0,1,1,1
142,3,2,0,11,31,3,0,11,3,2,0,0,0.75,0.555555556,0,0,46.33333333,10,3.6667,0
20,2,2,0,7,9,1,0,7,2,2,0,0,0.875,0.75,0,0,9,1,0.5,0
390,12,2,0,10,37,14,2,8,12,0.831168831,0.714285714,0,0.541666667,0.3,0,0,30.91666667,30,3.3333,0
77,2,1,0,12,14,0,1,12,2,0,1,0,0,0.75,0,0,37,4,2,1
552,8,1,0,14,65,20,1,13,3,0.571428571,1,1,0,0.244897959,0,0,67.75,26,5.875,1
46,3,3,0,7,15,3,0,7,3,2,0,0,0.777777778,0.555555556,0,0,14.33333333,3,1.3333,0
156,2,3,0,5,28,1,3,3,1,2,0,0,0.962962963,0.666666667,2,5,77,5,2.5,0
104,7,1,0,1,8,0,1,0,7,0.722222222,1,0,0,0.428571429,0,0,13,5,1.4286,0
173,10,2,7,14,35,0,7,7,10,0,1,0,0.590909091,0.283333333,0,0,16.2,3,1.5,0
126,5,1,0,11,18,10,2,9,4,1,1,0,0,0.583333333,0,0,24,1,0.6,0
2,2,1,0,9,2,1,8,1,2,2,0,0,0,0.75,0,0,0,1,1,0
4,4,1,0,7,4,6,6,1,4,2,0,0,0,0.7,0,0,0,1,1,0
145,6,1,0,10,35,3,1,9,3,0.4,1,0,0,0.25,0,0,23,3,1,0
4,1,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0
193,26,1,0,16,31,245,12,4,24,0.943333333,0.666666667,1,0,0.194285714,0,0,5.961538462,4,1.3462,0
188,4,3,0,11,24,4,3,8,4,2,0,0,0.7,0.5,0,0,46,10,4.25,0
22,22,1,0,2,22,231,2,0,22,2,0,0,0,0.204545455,0,0,0,1,1,0
166,3,1,0,11,27,1,2,9,2,0.5,1,0,0,0.5,0,0,54,11,3.6667,0
124,5,1,0,8,17,0,2,6,5,0.25,1,0,0,0.6,0,0,23.6,5,3,0
219,8,2,0,9,32,0,2,7,8,0.571428571,1,1,0.65,0.375,0,0,26,15,2.625,0
20,3,1,0,2,4,0,2,0,3,0,1,0,0,1,0,0,5.333333333,1,0.6667,0
125,8,1,0,10,29,20,1,10,3,0.714285714,1,1,0,0.244897959,0,0,14.375,3,1.25,1
199,16,1,0,4,29,58,1,3,15,0.858333333,1,0,0,0.277777778,0,0,10.9375,9,1.5625,1
57,6,1,0,4,18,13,1,4,3,0.8,1,0,0,0.2,0,0,8.333333333,1,0.6667,0
122,5,1,0,11,28,8,1,10,3,0.25,1,0,0,0.3125,0,0,23.2,6,1.8,0
157,10,1,0,8,19,9,7,1,10,0.666666667,1,0,0,0.475,0,0,14.4,2,1.2,0
2,2,1,0,8,2,1,6,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
1,1,1,0,15,1,0,12,3,1,2,0,0,0,1,0,0,0,1,1,1
6,6,1,0,11,6,15,10,1,6,2,0,0,0,0.458333333,0,0,0,1,1,0
159,5,3,0,12,19,6,4,8,4,0.75,1,0,0.571428571,0.75,0,0,30.6,9,3.2,0
154,6,1,0,6,22,0,4,3,5,0,1,0,0,0.5,0,0,24.5,7,3,0
318,5,2,0,9,38,4,0,9,3,0.8125,1,0,0.5,0.5,0,0,60.2,22,5.4,0
151,3,3,0,12,29,3,0,12,3,2,0,0,0.777777778,0.555555556,0,0,49.33333333,9,3.3333,0
60,3,3,0,2,8,3,1,1,3,1.5,0,0,1,0.555555556,0,0,15,0,0,0
1164,53,1,0,37,144,1172,9,30,47,0.941568047,0.961538462,4,0,0.134615385,0,0,20.47169811,39,1.8302,1
212,3,2,0,10,32,3,0,10,3,1.5,1,0,0.75,0.555555556,0,0,69,12,4.3333,1
142,5,1,17,24,18,10,17,7,0,1,1,0,0,0.45,0,0,24.8,5,1.4,0
159,14,1,0,15,26,29,8,7,14,0.769230769,1,2,0,0.3,0,0,9.928571429,10,1.5714,0
152,8,1,0,13,35,20,1,13,3,0.714285714,1,1,0,0.244897959,0,0,17.75,5,1.5,1
80,2,1,0,6,4,1,6,0,1,1.692307692,0,0,0,1,0,0,26,0,0,0
179,4,1,0,4,31,0,4,0,2,0.5,1,0,0,0.333333333,0,0,42.75,4,2,0
377,2,2,2,14,30,1,2,12,1,2,0,0,0.857142857,0.666666667,0,0,187.5,25,12.5,0
242,5,1,1,21,47,0,2,19,2,0.25,1,0,0,0.5,0,0,47,4,1.6,0
208,8,3,0,3,30,26,0,3,4,0.857142857,1,0,0.806451613,0.464285714,3,4,24.875,8,1.625,0
30,4,3,0,5,9,4,0,5,3,0.666666667,1,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
244,6,1,0,17,32,11,1,16,2,1.044444444,0.777777778,1,0,0.333333333,0,0,38.16666667,13,2.8333,1
48,48,1,0,71,48,1128,65,10,48,2,0,0,0,0.138257576,0,0,0,1,1,0
468,8,1,0,11,56,20,1,10,4,0.714285714,1,1,0,0.261904762,0,0,57,31,5.125,1
35,3,4,0,4,13,1,0,4,3,2,0,0,0.964285714,0.555555556,1,6,10.66666667,1,0.6667,1
226,4,3,0,10,30,2,0,10,3,0.666666667,1,0,0.666666667,0.666666667,0,0,54.75,16,4.25,0
132,5,1,0,12,31,0,0,12,2,1,0.25,0,0,0.5,0,0,24.6,1,0.6,0
940,61,1,0,55,154,540,26,30,58,0.893939394,1,2,0,0.097916667,0,0,14.2295082,10,1.5574,0
231,15,2,0,16,50,59,2,15,14,0.875,0.875,0,0.133333333,0.238095238,0,0,13.86666667,3,1.0667,0
394,12,1,0,29,64,38,1,28,11,0.818181818,1,2,0,0.238636364,0,0,31.33333333,11,2.0833,1
112,4,1,0,22,21,4,13,9,3,0.666666667,1,0,0,0.4,0,0,26.75,5,2.25,0
169,4,2,0,12,29,2,0,12,3,0.666666667,1,0,0.6,0.666666667,0,0,40,8,2.25,0
1,1,1,0,5,1,0,3,2,1,2,0,0,0,1,0,0,0,1,1,0
288,5,1,0,6,26,0,4,3,5,0.25,1,0,0,0.6,0,0,56.2,9,4.2,0
503,4,1,0,17,57,2,1,16,2,0.583333333,1,0,0,0.333333333,0,0,123.75,30,7.75,1
211,7,1,3,19,32,9,16,4,5,0.5,1,0,0,0.333333333,0,0,28.85714286,9,2.8571,0
187,4,2,0,14,30,0,2,12,4,0,1,1,0.8125,0.5,0,0,45.5,17,4.75,0
106,6,2,0,10,20,0,4,7,4,0.533333333,1,1,0.555555556,0.4,1,2,16.16666667,2,0.8333,0
386,4,2,0,10,36,2,0,10,3,0.814814815,1,0,0.6,0.666666667,0,0,93.25,17,4.5,1
7,1,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0
70,3,3,0,7,16,3,2,5,3,2,0,0,0.916666667,0.833333333,1,2,22.33333333,8,3,0
114,7,1,0,9,22,5,0,9,7,0.7,1,1,0,0.392857143,0,0,14.57142857,5,1.4286,0
125,3,2,0,9,22,3,0,9,3,2,0,0,0.75,0.555555556,0,0,40.66666667,11,4,0
537,10,1,0,15,53,25,8,7,7,0.222222222,1,0,0,0.222222222,0,0,52.6,10,2.9,1
69,7,1,0,9,17,13,1,8,3,0.666666667,1,1,0,0.25,0,0,8.571428571,2,0.8571,1
933,47,1,0,42,105,589,23,20,45,0.860869565,0.9,1,0,0.144927536,0,0,18.63829787,8,2.0426,1
30,4,3,0,5,9,4,0,5,3,0.666666667,1,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
46,2,2,7,14,15,1,7,7,1,2,0,0,0.75,0.5,0,0,22,3,1.5,0
77,2,3,0,5,15,1,2,3,1,2,0,0,0.962962963,0.666666667,2,5,37.5,2,1,0
148,4,2,0,10,27,4,0,10,3,0.666666667,1,0,0.6,0.666666667,0,0,35.75,10,2.75,0
128,5,1,0,7,14,0,2,5,5,0.25,0,0,0,0.6,0,0,24.4,5,3,0
101,4,1,0,11,23,2,1,10,2,0.583333333,1,0,0,0.333333333,0,0,23.25,4,1.25,0
174,4,1,0,20,25,2,1,20,2,0.5,1,0,0,0.555555556,0,0,42,8,2.25,1
1,1,1,0,13,1,0,11,2,1,2,0,0,0,1,0,0,0,1,1,1
445,15,1,0,26,77,99,0,26,6,0.357142857,1,0,0,0.314285714,0,0,28.6,19,2.6,1
63,2,1,0,19,15,1,7,15,2,2,0,0,0,0.5,0,0,30.5,7,3.5,1
46,3,3,0,7,15,3,0,7,3,2,0,0,0.777777778,0.555555556,0,0,14.33333333,3,1.3333,0
32,4,1,0,8,8,4,1,7,2,0.666666667,1,1,0,0.5,0,0,6.75,2,0.75,1
389,14,3,0,31,48,37,21,11,14,0.794871795,1,0,0.628571429,0.3,1,4,26.35714286,29,2.9286,0
137,3,2,0,12,28,3,0,12,3,2,0,0,0.75,0.555555556,0,0,44.66666667,8,3,0
97,4,2,0,6,16,2,0,6,3,1.047619048,1,0,0.6,0.666666667,0,0,21.5,7,2,0
595,24,2,0,28,87,150,2,26,18,0.873517787,0.727272727,0,0.361111111,0.2,0,0,23.33333333,16,2.9167,1
18,3,5,0,6,6,3,2,5,3,2,0,0,0.99047619,0.5,0,0,5,1,0.3333,1
93,3,1,0,14,19,1,2,12,2,0.5,1,0,0,0.5,0,0,29,7,2.3333,1
147,4,1,0,13,26,2,2,11,2,0.5,1,0,0,0.333333333,0,0,35.25,12,3.5,1
17,3,4,0,82,6,3,82,0,3,1.5,1,0,1,0.777777778,0,0,4.333333333,0,0,0
35,6,1,0,11,13,15,0,11,6,2,0,0,0,0.361111111,0,0,4.833333333,1,0.8333,0
148,3,1,0,11,28,1,0,11,2,0.625,1,0,0,0.666666667,0,0,47,8,2.6667,0
46,2,2,0,8,14,1,0,8,2,2,0,0,0.875,0.75,0,0,22,1,0.5,0
