@relation ALLJURECZKO-pdftranslator 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
379,10,6,0,6,50,33,4,5,9,0.916666667,0.25,1,0.983539095,0.444444444,0,0,36.1,1,0.8,1
660,21,5,0,12,77,68,8,5,13,0.834090909,0.409090909,2,0.962886598,0.214285714,0,0,29.38095238,6,1.7143,1
6,2,2,0,3,3,1,1,2,1,2,0,0,0.75,0.75,0,0,2,1,0.5,0
10,4,1,0,2,5,6,0,2,4,2,0,0,0,0.875,0,0,1.5,1,0.75,0
26,12,5,5,8,13,64,7,1,11,0.909090909,1,1,0.976987448,0.416666667,0,0,1.083333333,1,0.9167,1
207,9,6,0,5,37,28,2,3,8,0.975,0.2,0,0.98556701,0.458333333,0,0,21.44444444,1,0.7778,1
3,3,1,0,4,3,3,4,1,3,2,0,0,0,1,0,0,0,1,1,0
45,5,1,0,6,15,10,1,5,4,2,0,0,0,0.7,0,0,8,5,1.6,1
24,3,1,0,2,7,0,2,0,3,0,1,0,0,0.833333333,0,0,6.666666667,1,0.6667,0
58,2,2,0,5,15,1,1,4,1,2,0,0,0.75,0.75,1,1,28,5,2.5,0
87,3,2,0,6,25,3,1,5,1,2,0,0,0.6,0.666666667,1,1,28,2,1.3333,1
29,8,6,0,2,11,28,1,1,8,2,0,0,0.98556701,0.625,0,0,2.625,1,0.875,1
4,1,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0
239,10,6,0,5,43,33,4,3,9,0.888888889,0.4,1,0.983539095,0.444444444,0,0,22.4,3,1,1
16,2,2,0,4,7,1,1,3,1,2,0,0,0.75,0.75,0,0,7,2,1,0
26,5,1,6,8,6,0,6,2,5,0.25,1,1,0,0.8,0,0,4,1,0.6,0
404,25,2,0,22,57,242,9,14,25,0.93452381,0.857142857,0,0.368421053,0.195,1,2,14.6,2,1,1
100,2,1,0,6,9,0,1,5,1,0.875,1,0,0,1,0,0,45,0,0,0
249,10,2,0,1,34,23,1,0,7,0.388888889,1,0,0.68,0.34,1,2,23.7,3,1,0
308,20,6,0,10,57,146,4,8,17,0.907894737,0.5,1,0.963709677,0.180451128,0,0,14,1,0.9,1
172,7,6,0,1,34,1,1,0,5,0.333333333,1,0,0.990543735,0.285714286,0,0,23.42857143,3,1,0
109,5,1,0,4,26,0,0,4,4,0.666666667,0.666666667,0,0,0.583333333,0,0,20.2,2,0.8,0
10,6,1,0,1,7,15,1,0,5,2,0,0,0,0.6,0,0,0.666666667,1,0.6667,0
1815,43,2,0,27,150,685,1,26,26,0.897959184,0.785714286,0,0.378787879,0.11627907,2,3,40.55813953,22,1.4884,1
220,9,2,0,0,33,22,0,0,6,0.375,1,0,0.68,0.355555556,1,2,23.22222222,2,1,0
28,2,2,0,3,8,1,1,2,1,2,0,0,0.75,0.75,0,0,13,3,1.5,0
159,4,1,0,4,23,6,2,4,4,1.333333333,0,0,0,0.583333333,0,0,38.25,8,4.5,1
114,3,2,0,8,19,3,1,7,3,2,0,0,0.6,0.555555556,1,1,37,2,1,1
1,1,1,0,3,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,0
644,6,1,0,17,73,15,1,16,6,2,0,0,0,0.833333333,0,0,106.3333333,1,0.8333,1
47,2,2,0,2,10,0,1,1,2,0,1,0,0.979166667,0.666666667,0,0,21,1,0.5,0
73,7,1,0,11,24,15,5,6,6,0.791666667,0.5,2,0,0.142857143,0,0,8.857142857,1,0.8571,1
46,2,1,0,10,15,1,1,9,2,2,0,0,0,0.5,0,0,22,2,1,0
