@relation ALLJURECZKO-poi-1.5 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
429,25,2,0,6,44,128,1,5,23,0.948863636,0.363636364,3,0.333333333,0.352,1,6,15.28,2,0.92,1
336,20,2,0,4,36,138,1,4,20,0.846889952,0.909090909,7,0.28,0.225,1,2,15.25,1,0.9,1
379,23,2,0,8,48,235,2,6,21,0.924242424,0.444444444,0,0.35483871,0.289855072,1,5,15.08695652,6,1.4783,1
325,22,2,0,5,41,159,2,3,18,0.702380952,0.75,0,0.366666667,0.266233766,2,6,13.59090909,6,1.4545,1
20,4,4,0,3,8,6,2,1,4,2,0,0,1,0.666666667,0,0,4,0,0,1
173,7,1,0,6,20,9,2,4,7,0.833333333,1,5,0,0.571428571,0,0,22.85714286,2,1,1
151,14,2,0,4,24,37,2,3,14,0.833333333,0.833333333,2,0.368421053,0.375,1,2,9.357142857,1,0.8571,0
107,11,2,0,5,21,49,2,3,9,0.933333333,0.333333333,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182,0
117,11,2,0,5,22,43,1,4,9,0.85,0.5,0,0.578947368,0.522727273,1,6,9.454545455,2,0.8182,1
492,4,1,0,10,49,0,0,10,4,0,1,2,0,0.5625,0,0,121,8,2,1
105,16,3,0,4,27,120,1,3,16,2,0,0,0.625,0.53125,0,0,5.5625,1,0.9375,1
346,14,2,0,6,34,43,3,4,12,0.717948718,0.666666667,0,0.5,0.517857143,1,6,23.5,2,1.1429,1
117,11,2,0,5,21,43,2,3,9,0.85,0.5,0,0.578947368,0.418181818,1,6,9.454545455,2,1,0
18,5,2,0,1,6,10,0,1,5,1,1,0,0.7,0.6,1,2,2.4,1,0.6,1
106,11,2,0,5,21,49,2,3,9,0.933333333,0.333333333,0,0.578947368,0.522727273,1,6,8.363636364,2,0.8182,0
1079,9,1,0,93,123,32,0,93,5,0.75,0.5,0,0,0.253968254,0,0,118.6666667,89,11.1111,1
319,12,1,0,8,25,24,6,2,8,0.863636364,1,0,0,0.214285714,0,0,25.25,3,1.25,0
50,5,2,0,8,16,10,4,4,5,2,0,0,0.555555556,0.5,0,0,9,1,0.8,0
382,23,2,0,6,39,39,1,5,21,0.772727273,0.875,4,0.35483871,0.356521739,1,6,15.26086957,2,0.913,1
1,1,1,0,6,1,0,5,1,1,2,0,0,0,1,0,0,0,1,1,0
134,8,1,0,7,17,0,2,5,7,0.571428571,1,2,0,0.458333333,0,0,15.375,3,1.375,0
