@relation ALLJURECZKO-ivy-2.0 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
926,28,1,0,32,82,374,26,7,24,1.012345679,0.166666667,0,0,0.226337449,0,0,31.64285714,23,2.6786,1
36,6,1,2,3,7,3,2,1,4,0.6,1,0,0,0.444444444,0,0,4.666666667,1,0.6667,0
21,4,2,0,5,6,4,1,4,2,0.666666667,1,1,0.5,0.5,0,0,4,1,0.5,0
4,4,1,0,9,4,6,9,0,4,2,0,0,0,0.666666667,0,0,0,1,1,0
1,1,1,0,8,1,0,6,2,1,2,0,0,0,1,0,0,0,1,1,0
653,23,2,0,150,67,235,147,5,20,0.852272727,0.75,1,0.28,0.28030303,1,1,26.86956522,9,1.8696,1
127,5,1,0,8,26,0,1,7,4,0.625,1,2,0,0.314285714,0,0,23.6,4,1.6,0
666,25,4,0,18,73,200,1,0,18,0.854166667,1,0,0.736263736,0.38,0,0,25.32,13,1.92,1
86,7,1,0,2,13,0,1,1,7,0.694444444,1,0,0,0.571428571,0,0,10.42857143,1,0.8571,0
141,21,1,0,7,22,154,5,2,21,0.905,1,2,0,0.18452381,0,0,5.238095238,1,0.9524,0
11,2,2,0,2,4,1,1,1,2,2,0,0,0.666666667,0.666666667,1,1,4.5,1,0.5,0
130,8,1,0,10,21,28,5,5,7,2,0,0,0,0.3125,0,0,15.25,5,2.625,0
504,32,4,0,16,81,406,2,0,27,0.925558313,1,0,0.683673469,0.3,1,3,14.34375,1,0.9688,0
208,13,1,2,4,44,70,2,2,9,0.833333333,1,0,0,0.5625,0,0,14.84615385,1,0.8462,0
329,19,1,0,8,42,99,2,7,3,0.788888889,1,1,0,0.263157895,0,0,16.05263158,5,1.5789,1
144,2,1,0,6,21,1,3,3,1,2,0,0,0,0.5,0,0,71,10,5,0
1,1,1,0,4,1,0,2,2,1,2,0,0,0,1,0,0,0,1,1,0
257,25,1,0,10,58,234,6,4,23,0.591666667,1,1,0,0.32,0,0,9.08,2,1.16,0
126,8,1,0,12,29,0,7,5,8,0,1,1,0,0.416666667,0,0,14.625,1,0.875,0
41,5,1,1,26,11,0,24,2,5,0.375,1,1,0,0.466666667,0,0,6.8,1,0.8,0
34,3,1,2,7,8,3,7,0,3,2,0,0,0,0.777777778,0,0,10.33333333,1,0.6667,0
27,4,3,0,6,10,4,1,5,1,0.666666667,1,1,0.714285714,0.5,1,1,5.5,1,0.5,0
32,5,1,1,6,6,0,5,1,5,0.5,1,1,0,0.466666667,0,0,5,1,0.8,0
8,2,1,0,4,3,1,4,1,1,1,0,1,0,1,0,0,2.5,1,0.5,0
1,1,1,0,4,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,0
138,10,1,0,27,19,15,25,2,10,0.755555556,1,1,0,0.233333333,1,1,12.3,6,1.9,0
67,12,5,0,3,25,66,0,0,12,2,0,0,0.938888889,0.472222222,1,1,4.583333333,1,0.9167,0
75,5,1,0,14,21,0,11,3,5,0,1,0,0,0.4,0,0,13.8,2,1,0
1589,54,2,0,17,137,1241,7,0,16,0.943951165,1,1,0.277777778,0.205450734,0,0,27.7962963,5,1.2037,0
