@relation ALLJURECZKO-poi-2.5 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
786,40,2,0,6,60,90,1,5,38,0.838141026,0.9375,9,0.229166667,0.275,1,6,18.25,2,0.95,1
141,20,1,14,32,36,164,31,4,18,0.842105263,1,0,0,0.2375,0,0,5.95,2,1.05,0
451,24,1,0,9,52,86,4,5,16,0.673913043,0.833333333,3,0,0.183333333,0,0,17.54166667,5,1.7083,1
254,16,2,0,5,28,72,1,4,14,0.933333333,0.333333333,0,0.458333333,0.46875,1,6,14.3125,2,0.875,1
148,8,2,0,5,20,4,2,4,7,0.8,0.6,0,0.583333333,0.375,1,2,16.875,1,0.625,1
106,11,2,0,5,21,49,2,3,9,0.85,0.5,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182,1
24,3,3,0,6,4,1,5,1,3,2,0,0,0.875,0.555555556,0,0,7,2,1.3333,0
267,8,2,0,20,59,20,2,19,4,0.821428571,1,4,0.416666667,0.666666667,1,1,31.875,1,0.875,0
156,12,1,0,10,24,6,2,9,11,0.787878788,0,1,0,0.375,0,0,11.5,2,1,1
278,8,2,1,11,37,0,7,5,6,0.357142857,1,0,0.823529412,0.375,1,1,33.5,6,1.625,1
250,16,1,0,2,30,88,1,1,14,0.683333333,0,1,0,0.21875,0,0,14.375,4,1.125,1
417,22,2,0,9,51,89,3,7,22,0.721088435,0.857142857,2,0.269230769,0.233766234,1,2,17.63636364,5,1.0455,1
390,25,2,0,8,40,258,4,4,23,0.758333333,0.8,0,0.333333333,0.3,1,6,14.4,7,1.76,1
1390,62,2,0,6,85,611,1,5,60,0.953972257,0.5,14,0.157142857,0.266129032,1,6,20.58064516,2,0.9677,1
251,15,2,0,7,32,79,4,3,13,0.785714286,0.666666667,0,0.47826087,0.483333333,1,6,15.53333333,3,1.2,1
321,20,2,0,6,37,0,1,5,18,0.684210526,0.833333333,4,0.392857143,0.36,1,6,14.75,2,0.9,1
4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
53,10,2,2,5,20,0,2,3,10,0,1,1,0.64,0.55,1,2,4.2,1,0.9,1
117,12,2,0,5,22,54,2,3,10,0.818181818,0.5,0,0.55,0.5,1,6,8.583333333,2,0.8333,1
1441,93,1,0,33,244,0,6,28,79,0.925951087,0.4375,3,0,0.144927536,0,0,14.32258065,18,1.6559,1
1,1,1,0,7,1,0,6,1,1,2,0,0,0,1,0,0,0,1,1,0
1170,20,3,0,34,126,130,3,32,10,1.047117794,0.019047619,2,0.558139535,0.161538462,2,7,47,11,2.4,1
1831,54,1,0,34,183,89,4,30,45,0.878216123,0.727272727,4,0,0.140161725,0,0,32.7037037,32,2.2963,1
536,38,2,0,6,52,479,2,4,35,0.898648649,0.9375,6,0.244444444,0.335135135,1,6,12.68421053,2,0.9211,1
372,27,2,0,7,42,209,3,4,24,0.846153846,0.9,3,0.323529412,0.346153846,1,6,12.40740741,2,0.8889,1
324,8,2,0,8,19,0,2,6,6,0.821428571,1,6,0.3,0.583333333,1,2,38.5,4,1.375,0
4,4,1,0,5,4,6,4,1,4,2,0,0,0,0.583333333,0,0,0,1,1,0
127,12,2,0,7,22,46,4,3,10,0.818181818,0.5,0,0.55,0.4,1,6,9.416666667,2,1,1
