@relation ALLJURECZKO-poi-2.0 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
668,23,1,0,5,46,123,1,4,4,0.659090909,1,1,0,0.267080745,0,0,27.60869565,8,2.3043,0
122,12,2,0,6,23,46,2,4,10,0.818181818,0.5,0,0.55,0.4,1,6,9,2,0.8333,0
363,15,2,0,6,35,41,3,4,13,0.69047619,0.666666667,0,0.47826087,0.516666667,1,6,23,2,1.1333,0
117,11,2,0,5,21,43,2,3,9,0.85,0.5,0,0.578947368,0.418181818,1,6,9.454545455,2,1,0
116,4,1,0,8,17,0,3,5,3,0,1,0,0,0.5,0,0,27.75,2,1.25,1
60,9,2,0,4,13,36,2,2,9,1.125,0.333333333,0,0.3,0.333333333,0,0,5.333333333,1,0.7778,0
348,20,2,0,6,37,88,1,5,18,0.763157895,0.833333333,1,0.392857143,0.36,1,6,16.1,2,0.9,0
1151,30,1,0,20,104,87,5,16,22,0.748275862,0.6,4,0,0.146153846,0,0,36.7,20,2.9,1
229,14,2,0,6,33,65,2,4,12,0.743589744,0.666666667,0,0.5,0.4,1,6,15.14285714,2,1.0714,0
767,30,1,0,3,53,331,3,0,24,0.873563218,0,0,0,0.391666667,0,0,24.36666667,6,2.6333,0
212,14,2,0,6,25,77,3,3,11,0.861538462,0.8,0,0.5,0.517857143,1,5,13.78571429,2,1,0
494,12,1,0,14,37,66,14,0,10,1.090909091,1,0,0,0.273809524,0,0,40.08333333,10,2.5833,1
128,12,2,0,6,22,46,3,3,10,0.818181818,0.5,0,0.55,0.4,1,6,9.5,2,1,0
4,4,1,0,3,4,6,1,2,4,2,0,0,0,0.583333333,0,0,0,1,1,0
345,23,2,0,7,37,219,2,5,21,0.850649351,0.857142857,0,0.35483871,0.347826087,1,5,13.69565217,6,1.5652,0
187,14,2,0,8,26,69,4,4,12,0.743589744,0.666666667,0,0.5,0.321428571,1,6,12.14285714,3,1.1429,0
556,29,2,0,7,53,100,2,6,28,0.75,0.888888889,3,0.212121212,0.221674877,1,2,17.86206897,5,1.0345,1
4,4,1,0,1,4,6,1,0,4,2,0,0,0,0.5,0,0,0,1,1,0
7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
195,14,2,0,7,26,57,3,4,12,0.769230769,0.666666667,0,0.5,0.482142857,1,6,12.71428571,2,0.8571,0
389,25,2,0,11,41,258,7,4,23,0.758333333,0.8,0,0.333333333,0.257142857,1,6,14.36,7,1.76,0
1,1,1,0,4,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,0
14,2,1,0,3,4,0,1,3,2,0,0,1,0,0.666666667,0,0,5.5,1,0.5,0
96,11,2,0,4,16,55,2,3,11,1.1,0.333333333,0,0.25,0.272727273,0,0,7.454545455,1,0.8182,0
230,15,2,0,8,34,87,3,5,12,0.871428571,0.8,0,0.47826087,0.516666667,1,5,14,2,1,0
319,17,2,0,8,41,66,4,4,15,0.85,0.4,0,0.44,0.31372549,1,6,17.47058824,3,1.2353,0
350,23,2,0,9,36,221,5,4,21,0.727272727,0.75,0,0.35483871,0.304347826,1,6,14.04347826,7,1.8261,0
9849,16,2,2,6,31,102,3,3,11,0.933333333,0.75,1,0.176470588,0.19047619,0,0,614.0625,5,1.1875,1
360,20,2,0,5,35,114,1,4,18,0.877192982,0.555555556,0,0.392857143,0.45,1,6,16.55,2,0.9,0
143,13,2,0,3,24,64,1,2,11,0.883333333,0.6,0,0.523809524,0.5,1,6,9.615384615,1,0.7692,0
4,4,1,0,3,4,6,3,0,4,2,0,0,0,0.75,0,0,0,1,1,0
122,12,2,0,6,23,46,2,4,10,0.818181818,0.5,0,0.55,0.4,1,6,9,2,0.8333,0
5,1,4,0,124,2,0,124,0,1,2,0,0,1,1,0,0,4,0,0,0
69,7,2,0,3,10,9,2,2,7,0.944444444,0.666666667,0,0.583333333,0.428571429,1,2,8.428571429,2,1,0
6,1,1,0,1,2,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0
173,14,2,0,3,30,35,1,2,12,0.673076923,0,0,0.458333333,0.328571429,1,5,11.07142857,5,1.3571,0
693,26,1,3,9,42,325,8,1,22,1.04,0,0,0,0.544871795,0,0,25.46153846,10,1.9615,1
202,9,2,0,5,22,2,2,4,8,0.666666667,0.166666667,1,0.538461538,0.333333333,1,2,20.77777778,2,0.8889,0
43,3,1,0,3,5,3,3,0,2,2,0,0,0,0.5,0,0,13.33333333,1,0.6667,0
78,3,1,0,7,10,0,5,2,3,0.25,1,0,0,0.666666667,0,0,24.33333333,1,0.6667,0
127,12,2,0,5,22,46,2,3,10,0.818181818,0.5,0,0.55,0.4,1,6,9.416666667,2,1,0
108,4,2,0,5,11,4,1,4,2,0.833333333,1,1,0.5,0.4,1,1,25.5,3,1.25,0
1,1,1,0,9,1,0,9,0,1,2,0,0,0,1,0,0,0,1,1,0
406,31,2,0,7,44,171,3,4,28,0.863888889,0.916666667,9,0.289473684,0.283333333,1,6,11.70967742,2,0.9032,0
744,36,2,0,6,57,196,1,5,34,0.90931677,0.565217391,6,0.25,0.277777778,1,6,19.02777778,2,0.9444,0
85,11,1,0,7,17,9,4,3,11,0.25,1,0,0,0.522727273,0,0,6.545454545,1,0.6364,0
86,3,1,0,1,9,0,1,0,3,0,0,0,0,0.5,0,0,26.66666667,1,0.6667,0
140,13,2,0,5,23,66,2,3,11,0.805555556,0.666666667,0,0.523809524,0.5,1,6,9.538461538,2,0.8462,0
461,17,1,0,36,95,106,9,28,13,0.354166667,1,2,0,0.14479638,0,0,25.94117647,2,1.1176,0
1284,62,2,0,14,108,1491,5,10,56,0.957965532,0.487179487,0,0.15942029,0.203629032,1,6,19.08064516,6,1.4032,0
265,19,2,0,5,35,109,1,4,17,0.817460317,0.857142857,1,0.407407407,0.368421053,1,6,12.57894737,2,0.8947,0
55,9,2,0,9,17,30,3,7,6,0.75,1,1,0.529411765,0.407407407,1,1,5,1,0.8889,0
28,2,1,0,6,8,1,0,6,2,2,0,0,0,0.5,0,0,13,1,0.5,1
359,20,2,0,5,35,114,1,4,18,0.855263158,0.625,0,0.392857143,0.45,1,6,16.55,2,0.9,0
58,9,2,0,4,13,36,2,2,9,1.125,0,0,0.3,0.333333333,0,0,5.333333333,1,0.7778,0
111,6,1,0,7,22,3,1,6,6,0.75,1,2,0,0.333333333,0,0,16.83333333,1,0.8333,1
487,25,2,0,6,39,106,2,4,25,0.753787879,0.909090909,7,0.115384615,0.18,0,0,18.04,8,1.32,0
129,8,1,0,2,12,8,0,2,7,0.821428571,0.083333333,0,0,0.642857143,0,0,13.625,1,0.625,0
419,25,2,0,9,51,228,6,3,20,0.770833333,0.833333333,0,0.333333333,0.251428571,2,6,15.52,6,1.64,0
422,22,2,0,7,46,105,1,6,20,0.920634921,0.4,2,0.366666667,0.253246753,1,6,17.5,2,0.9091,0
92,11,1,0,5,21,9,2,3,11,0.25,1,0,0,0.454545455,0,0,7.181818182,1,0.6364,0
4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
104,16,3,0,4,28,120,1,3,16,1.066666667,0,0,0.625,0.53125,0,0,5.4375,1,0.9375,0
67,10,2,0,4,14,45,2,2,10,1.111111111,0.333333333,0,0.272727273,0.32,0,0,5.4,1,0.8,1
322,12,1,0,7,30,48,2,5,9,0.818181818,1,2,0,0.5,0,0,25.25,4,1.4167,1
0,0,1,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
143,15,2,0,4,25,87,2,2,13,0.803571429,0.75,0,0.47826087,0.483333333,1,6,8.266666667,1,0.8,0
36,5,1,0,5,6,2,3,2,4,0.75,1,2,0,0.36,0,0,5.4,1,0.8,0
145,12,2,0,5,24,46,1,4,10,1,0.166666667,0,0.55,0.5,1,6,10.58333333,2,0.8333,0
223,10,2,0,5,19,5,2,3,8,0.740740741,1,0,0.3,0.228571429,1,2,21,3,1.2,0
282,7,1,0,17,51,3,0,17,6,0.083333333,1,1,0,0.303571429,0,0,39,6,1.8571,0
62,9,2,0,4,13,36,2,2,9,1.125,0,0,0.3,0.333333333,0,0,5.666666667,1,0.7778,0
146,4,1,0,2,24,4,1,1,2,0.333333333,1,0,0,0.466666667,0,0,35.25,3,1.25,0
122,12,2,0,6,23,46,2,4,10,0.818181818,0.5,0,0.55,0.4,1,6,9,2,0.8333,0
490,25,2,0,13,74,94,3,10,20,0.897435897,0.384615385,2,0.333333333,0.262857143,2,7,18.08,6,1.52,0
247,6,1,0,17,45,5,1,17,6,0.55,0,2,0,0.375,0,0,39.5,10,2.6667,1
48,7,2,0,6,14,9,5,2,5,0.5,1,1,0.848484848,0.342857143,0,0,5.714285714,1,0.7143,0
44,4,2,0,1,12,4,0,1,4,0.666666667,1,0,0.888888889,0.5,1,1,9.75,2,1.25,0
222,12,2,0,6,18,54,4,2,8,0.924242424,1,1,0.230769231,0.3125,1,2,17,5,1.3333,0
5,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
891,48,2,0,7,64,162,3,4,46,0.861702128,0.95,12,0.196428571,0.325,1,6,17.14583333,3,1,0
188,14,2,0,8,26,69,4,4,12,0.743589744,0.666666667,0,0.5,0.321428571,1,6,12.21428571,3,1.1429,0
224,17,2,0,9,32,74,5,4,13,0.75,0.75,0,0.44,0.294117647,1,6,11.94117647,2,1.1176,0
13,5,2,18,21,6,10,20,1,5,1.25,0,0,0.636363636,0.6,0,0,1,1,0.8,0
92,11,1,0,5,21,9,2,3,11,0.25,1,0,0,0.454545455,0,0,7.181818182,1,0.6364,0
357,20,2,0,5,32,114,1,4,18,0.789473684,0.833333333,0,0.392857143,0.45,1,6,16.55,2,0.9,0
423,24,2,0,6,42,0,1,5,22,0.818181818,0.636363636,5,0.34375,0.291666667,1,6,16.16666667,2,0.9167,0
316,22,2,0,8,35,169,5,3,20,0.946778711,0.352941176,0,0.366666667,0.443181818,1,6,12.59090909,2,0.9091,1
43,5,1,0,2,6,0,1,1,5,0.583333333,1,2,0,0.4,0,0,7,1,0.8,0
234,9,1,0,4,17,0,1,3,7,0.5,1,1,0,0.511111111,0,0,24.55555556,2,1.1111,0
807,38,2,0,6,61,367,1,5,36,0.854054054,0.933333333,4,0.239130435,0.276315789,1,6,19.84210526,2,0.9474,0
15,4,1,4,5,6,6,4,1,1,2,0,0,0,0.666666667,0,0,2.75,1,0.75,0
154,11,2,0,7,29,43,2,5,9,0.85,0.5,0,0.578947368,0.418181818,1,6,12.81818182,2,0.9091,0
117,11,2,0,5,21,43,2,3,9,0.85,0,0,0.578947368,0.418181818,1,6,9.454545455,2,1,0
138,5,2,0,3,20,0,0,3,4,0.5,1,0,0.888888889,0.5,1,1,26.2,12,4.8,1
1,1,1,0,2,1,0,1,1,1,2,0,0,0,1,0,0,0,1,1,0
1,1,1,0,13,1,0,13,0,1,2,0,0,0,1,0,0,0,1,1,0
156,10,2,0,8,21,0,5,3,7,0.388888889,1,0,0.578947368,0.5,1,6,14.4,3,1.1,0
148,8,2,0,5,20,4,2,4,7,0.8,0.6,0,0.583333333,0.375,1,2,16.875,1,0.625,0
128,19,3,0,4,29,171,1,3,19,1.055555556,0,0,0.581395349,0.526315789,0,0,5.684210526,1,0.9474,1
1,1,1,0,4,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,0
128,12,2,0,6,22,46,3,3,10,0.818181818,0.5,0,0.55,0.4,1,6,9.5,2,1,0
278,8,2,1,11,37,0,7,5,6,0.357142857,1,0,0.823529412,0.375,1,1,33.5,6,1.625,0
417,22,2,0,9,51,89,3,7,22,0.721088435,0.857142857,2,0.269230769,0.233766234,1,2,17.63636364,5,1.0455,0
141,12,2,0,5,24,46,1,4,10,0.818181818,0.5,0,0.55,0.5,1,6,10.58333333,2,0.8333,0
170,18,1,0,32,19,107,32,0,18,0.382352941,1,0,0,0.433333333,0,0,8.333333333,2,1.2222,0
86,10,2,0,0,19,0,0,0,10,0,1,0,0.5,0.32,1,2,7.5,1,0.9,0
501,26,2,0,6,46,153,1,5,24,0.8,0.888888889,2,0.323529412,0.346153846,1,6,17.92307692,2,0.9231,0
108,11,2,0,5,21,49,2,3,9,0.975,0.25,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182,0
