@relation ALLJURECZKO-sklebagd 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
465,20,1,0,8,65,28,6,4,16,0.706766917,1,2,0,0.305263158,0,0,21.9,1,0.8,1
78,4,2,0,2,7,4,2,0,2,0.944444444,0.166666667,6,0.846153846,0.444444444,1,1,17,1,0.5,0
417,29,1,1,12,57,250,6,8,27,0.889880952,1,3,0,0.183673469,0,0,12.96551724,6,1.2414,0
78,9,4,0,0,13,18,0,0,9,0.75,1,0,0.901234568,0.518518519,2,5,7.222222222,2,1,0
82,1,1,0,3,18,0,2,2,1,2,0,0,0,1,0,0,81,0,0,0
684,16,1,0,8,82,0,1,8,14,0.066666667,1,1,0,0.395833333,0,0,41.6875,3,1.6875,1
603,25,1,0,10,33,170,10,0,25,0.85,1,0,0,0.506666667,0,0,22.72,22,3.36,1
410,16,1,0,5,59,0,4,3,13,0.56,1,2,0,0.375,0,0,24.3125,2,0.875,1
69,5,1,0,4,18,0,3,2,5,0.5,1,1,0,0.6,0,0,12.4,3,1,1
283,6,2,0,5,40,0,1,5,5,0.2,1,1,0.862068966,0.444444444,1,1,46,1,0.6667,1
442,6,2,0,0,31,15,0,0,3,2,0,0,0.583333333,0.566666667,0,0,72.66666667,11,2.5,0
162,8,1,0,5,13,0,4,1,6,0.5,1,1,0,0.5,0,0,19,5,1.75,0
729,59,1,0,16,92,1541,13,14,59,0.948275862,1,12,0,0.107344633,0,0,10.83050847,12,1.4576,1
137,8,1,1,5,28,0,4,3,8,0.5,0,1,0,0.416666667,0,0,15.875,4,1.5,0
2509,36,1,0,7,49,238,4,4,36,0.853571429,0.125,1,0,0.513888889,0,0,68.47222222,38,10.4722,1
33,5,1,0,4,10,0,4,1,4,0,1,0,0,0.7,0,0,5.4,1,0.8,0
350,6,1,0,5,33,5,4,4,5,0.466666667,1,3,0,0.416666667,0,0,56.83333333,1,0.6667,1
456,8,2,0,8,53,0,1,8,5,0.428571429,0,1,0.5,0.285714286,1,4,55.875,3,1.5,1
1232,49,1,0,9,87,650,8,3,44,0.851851852,1,1,0,0.243055556,0,0,23.7755102,19,1.8776,1
383,14,1,0,10,57,0,1,10,14,0.076923077,1,1,0,0.535714286,0,0,26.28571429,3,1.2857,1
