@relation ALLJURECZKO-lucene-2.0 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
10,2,2,0,3,4,1,0,3,2,2,0,0,0.666666667,0.666666667,0,0,4,1,0.5,0
278,10,1,0,4,37,0,0,4,9,0.388888889,1,0,0,0.34,0,0,26.6,5,1.6,0
1174,27,1,0,1,43,13,1,0,13,0.600961538,1,0,0,0.25308642,0,0,42.18518519,26,5.7407,0
1,1,1,0,21,1,0,20,1,1,2,0,0,0,1,0,0,0,1,1,1
7,3,1,2,19,4,3,18,1,3,2,0,0,0,1,0,0,1.333333333,1,0.6667,1
61,2,3,0,8,8,1,2,6,0,2,0,0,0.952380952,0.583333333,1,1,29.5,1,0.5,1
373,7,2,0,6,30,1,1,5,7,0,1,0,0.142857143,0.314285714,1,1,51.57142857,12,3.5714,0
16,1,1,0,5,2,0,4,1,1,2,0,1,0,1,0,0,12,0,0,1
204,9,2,3,4,14,0,3,1,6,0.575,0.8,0,0.619047619,0.416666667,1,4,21.11111111,2,1,1
383,6,1,0,8,29,0,2,6,0,0.436363636,0.727272727,5,0,0.479166667,0,0,61,1,0.6667,1
557,15,2,1,19,50,0,2,18,13,0.476190476,1,1,0.611111111,0.251851852,1,5,35.93333333,6,1.2667,1
380,5,4,0,2,18,0,1,1,4,0.55,0.4,1,0.866666667,0.4,1,1,74,14,4.8,1
404,17,2,0,12,55,12,3,10,13,0.625,1,0,0.428571429,0.158823529,2,4,22.52941176,7,2.0588,1
189,14,1,1,18,17,91,18,0,14,2,0,0,0,0.297619048,0,0,12.5,1,0.9286,1
39,2,2,0,6,4,1,4,2,0,2,0,0,0.916666667,0.666666667,1,3,18.5,4,2,0
31,6,2,0,4,10,15,1,3,6,2,0,0,0.615384615,0.666666667,1,3,4.166666667,1,0.8333,0
11,1,2,0,14,2,0,11,3,0,2,0,1,1,1,0,0,9,0,0,0
343,12,3,0,7,46,0,1,7,12,0.613636364,1,0,0.592592593,0.208333333,2,2,27.25,7,1.75,1
341,14,1,0,23,35,0,22,1,14,0.5,0.5,0,0,0.428571429,0,0,23.21428571,5,2.5714,1
87,1,1,0,3,1,0,3,0,0,2,0,0,0,0,0,0,68,0,0,0
2855,36,1,0,5,52,282,1,4,7,0.720300752,0.210526316,1,0,0.405714286,0,0,77.77777778,102,7.0556,1
106,2,3,0,8,11,0,2,6,0,0,1,0,0.952380952,0.571428571,1,1,51.5,1,0.5,1
21,6,1,5,25,8,15,24,1,6,2,0,0,0,0.583333333,0,0,2.5,1,0.8333,0
173,6,2,0,12,12,1,1,11,6,0.64,1,6,0.921568627,0.35,0,0,26.16666667,6,1.5,0
675,15,1,0,13,54,41,2,11,10,0.804761905,0.533333333,5,0,0.237037037,0,0,43,3,1.2,0
319,5,1,0,10,36,2,1,9,0,0.625,1,3,0,0.333333333,0,0,62,1,0.8,1
125,8,3,0,3,19,12,2,2,4,0.666666667,0.666666667,1,0.75,0.3,2,8,14.25,1,0.875,0
249,13,1,13,45,39,72,42,7,12,0.833333333,1,0,0,0.230769231,0,0,18.07692308,9,1.8462,0
340,9,2,0,9,32,0,1,8,9,0.291666667,1,2,0.6,0.259259259,2,3,36.44444444,11,3,0
147,6,2,0,9,28,0,1,8,6,0,1,1,0.705882353,0.333333333,2,3,23.33333333,4,1.5,0
523,15,3,0,9,29,15,1,8,11,0.6,0.7,3,0.214285714,0.285714286,1,1,33.2,10,1.7333,0
25,3,1,1,14,4,0,13,1,2,0.666666667,0.333333333,1,0,0.583333333,0,0,6.333333333,1,0.6667,0
17,3,2,3,4,5,1,3,1,1,0.5,1,0,0.666666667,0.666666667,0,0,4.333333333,1,0.3333,0
27,3,1,0,0,8,3,0,0,1,1,0,0,0,0.333333333,0,0,7.666666667,2,1,0
1224,9,1,0,5,18,0,2,3,8,0.5,1,0,0,0.5,0,0,134.5555556,3,1,1
88,6,1,5,5,18,5,5,0,1,0.6,0.5,0,0,0.7,0,0,13.33333333,1,0.5,0
257,16,2,0,10,41,10,2,9,15,0.133333333,0,0,0.5,0.375,0,0,15,2,0.875,1
14,5,2,5,15,7,10,10,6,4,2,0,0,0.75,0.466666667,1,1,1.8,1,0.8,0
178,10,1,0,8,33,25,1,7,10,0.722222222,1,2,0,0.228571429,0,0,16.4,1,0.9,1
141,5,2,0,6,20,0,1,5,5,0.5,1,2,0.555555556,0.4,1,2,26.6,1,0.8,0
2830,52,1,1,30,129,888,1,29,32,0.873873874,0.648648649,11,0,0.132730015,0,0,52.71153846,23,2.6731,1
10,2,2,0,4,4,1,1,3,2,2,0,0,0.666666667,0.666666667,0,0,4,1,0.5,0
274,5,2,0,6,21,0,3,3,0,0.375,0,1,0.733333333,0.5,1,3,53.4,18,5,0
5,2,1,6,21,3,1,21,0,2,2,0,0,0,0.666666667,0,0,1.5,1,0.5,0
13,2,4,0,2,4,1,1,1,1,2,0,0,0.857142857,0.666666667,1,1,5.5,2,1,0
218,13,3,0,6,31,0,1,6,11,0.375,1,2,0.571428571,0.208791209,2,2,15.61538462,6,1.3077,0
98,3,3,0,5,17,1,1,4,2,0.5,1,0,0.75,0.75,0,0,31,1,0.3333,0
100,8,2,0,14,22,0,9,6,6,0.142857143,1,1,0.631578947,0.232142857,2,2,11.375,4,1.375,1
122,4,3,2,4,8,4,2,2,2,0.857142857,1,0,0.5,0.583333333,0,0,27.75,1,0.75,0
330,8,1,0,1,29,16,0,1,6,0.142857143,1,0,0,0.314285714,0,0,40.125,8,2.5,0
15,4,1,0,11,6,6,10,3,3,1,0,2,0,0.833333333,0,0,2.25,1,0.75,0
15,12,1,3,35,13,66,32,3,12,2,0,0,0,0.875,0,0,0.25,1,0.9167,1
285,11,3,0,8,42,0,3,6,10,0.45,1,0,0.615384615,0.220779221,2,2,24.72727273,7,1.7273,1
23,3,3,0,6,7,3,1,5,2,2,0,0,0.9,0.5,1,1,6.666666667,2,1,1
133,8,1,1,3,15,0,2,1,7,0.571428571,1,0,0,0.35,0,0,15.25,4,1.75,0
126,8,1,0,1,25,22,1,0,6,0.428571429,1,0,0,0.178571429,0,0,14.625,5,1.375,0
16,2,2,0,4,3,1,3,1,2,1,0,0,0,0.875,0,0,6.5,0,0,0
184,6,3,0,2,19,15,2,0,4,1.12,0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
1039,18,1,0,21,93,0,1,21,0,0.701960784,1,8,0,0.188888889,0,0,55.88888889,1,0.8889,1
231,11,1,1,6,20,15,2,4,9,0.514285714,1,4,0,0.246753247,0,0,19.36363636,1,0.9091,0
1,1,1,0,5,1,0,3,2,1,2,0,0,0,1,0,0,0,1,1,0
113,6,2,0,4,15,0,1,3,6,0.466666667,1,2,0.615384615,0.5,1,3,17.33333333,1,0.8333,0
434,11,2,0,4,25,0,1,3,7,0.65,1,0,0.444444444,0.287878788,1,3,38.09090909,6,1.5455,1
130,4,1,0,0,18,0,0,0,3,1.166666667,0.5,0,0,0.333333333,0,0,30,6,2.5,0
47,7,2,1,2,14,0,1,1,7,0,1,1,0.7,0.428571429,1,2,5.571428571,1,0.8571,0
23,3,1,0,3,4,3,3,0,3,1.4375,0,2,0,0.5,0,0,4,2,1,0
102,5,2,0,2,16,0,0,2,5,0.5,1,1,0.2,0.4,1,1,19,2,1,1
2,2,1,0,4,2,1,2,2,2,2,0,0,0,1,0,0,0,1,1,0
15,1,1,0,3,4,0,3,0,0,2,0,0,0,1,0,0,11,0,0,1
106,7,3,0,5,13,15,2,3,7,0.333333333,1,0,0.5,0.514285714,0,0,13.85714286,3,0.7143,0
38,1,1,0,3,2,0,1,2,0,2,0,2,0,1,0,0,33,0,0,0
1211,48,1,0,21,119,742,8,20,32,0.89106383,0.64,6,0,0.115277778,0,0,23.70833333,2,0.9792,1
461,16,1,0,8,34,62,2,6,3,0.686666667,1,6,0,0.28125,0,0,27.1875,4,1.1875,1
656,13,3,0,11,23,58,0,11,11,0.960526316,0.578947368,0,0.476190476,0.21969697,0,0,48,1,0.8462,0
342,13,2,2,9,34,0,2,7,6,0.675925926,1,4,0.4,0.21978022,1,3,24.61538462,3,1.1538,1
67,7,2,0,8,15,0,0,8,6,0.5,0.5,0,0.666666667,0.333333333,0,0,8.285714286,1,0.1429,0
188,8,3,0,5,21,4,2,3,7,0.357142857,1,1,0.777777778,0.270833333,1,2,22.25,5,1.25,1
5,5,1,0,15,5,10,15,0,5,2,0,0,0,0.6,0,0,0,1,1,0
32,1,1,0,6,2,0,6,0,0,2,0,0,0,1,0,0,24,0,0,1
60,5,1,0,2,10,0,1,2,4,0.375,1,1,0,0.6,0,0,10.6,2,1.2,0
449,20,2,0,15,52,86,5,14,9,0.669172932,1,3,0.32,0.223684211,1,3,21.1,6,1.75,1
152,9,1,0,13,16,0,13,0,9,0.6,0.2,0,0,0.518518519,1,1,15.33333333,3,1.1111,1
990,10,1,0,18,87,0,1,18,0,0.700854701,1,5,0,0.254545455,0,0,96.7,10,2.4,1
44,2,1,0,0,5,1,0,0,0,1,0,0,0,1,0,0,17,0,0,0
134,7,2,2,10,27,1,2,8,6,0.333333333,1,1,0.666666667,0.342857143,2,3,18,5,1.5714,0
440,11,2,0,8,28,15,2,7,7,0.644444444,1,3,0.444444444,0.287878788,1,3,38.18181818,2,1.1818,1
118,5,2,0,6,20,0,1,6,5,0.375,1,1,0.2,0.4,1,1,22.2,2,1,1
297,6,3,0,16,33,3,1,16,6,0.4,1,1,0.87804878,0.351851852,2,3,48.16666667,1,0.8333,0
237,12,2,1,7,33,0,4,4,6,0.545454545,1,0,0.421052632,0.283333333,1,3,18.41666667,2,1,1
155,7,1,0,1,10,21,1,0,7,2,0,0,0,0.321428571,0,0,21.14285714,4,2.5714,0
63,3,3,0,3,10,1,1,2,3,0.5,1,0,0.75,0.666666667,0,0,19,1,0.3333,0
169,1,1,0,2,1,0,2,0,0,2,0,0,0,0,0,0,132,0,0,1
6,6,1,0,11,6,15,11,0,6,2,0,0,0,0.375,0,0,0,1,1,0
112,2,1,0,3,3,1,3,0,0,1.4,0,0,0,1,0,0,52.5,0,0,1
216,6,4,0,13,30,3,9,4,5,0.6,0.333333333,0,0.94047619,0.5,0,0,34.5,1,0.8333,1
110,5,2,1,7,13,0,2,5,4,0.4375,0.5,1,0.25,0.5,0,0,20.2,4,1.6,0
9,2,4,1,2,4,1,1,1,1,2,0,0,0.857142857,0.666666667,1,1,3.5,1,0.5,0
57,6,2,0,6,14,15,2,5,5,2,0,0,0.705882353,0.333333333,2,3,8.5,3,1.1667,1
280,10,3,0,13,42,7,1,12,9,0.638888889,0.5,0,0.72,0.285714286,3,4,26.6,6,1.4,1
184,6,3,0,1,19,15,1,0,4,1.12,0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
5,2,1,3,20,3,1,19,1,2,2,0,0,0,0.75,0,0,1.5,1,0.5,0
16,9,1,0,7,10,36,3,6,8,1.0625,0,1,0,0.5625,0,0,0.555555556,1,0.8889,0
224,14,1,3,24,17,89,24,0,14,0.923076923,1,0,0,0.271428571,0,0,14.92857143,1,0.9286,0
10,10,1,0,3,10,45,3,0,10,2,0,0,0,0.6,0,0,0,1,1,1
