@relation ALLJURECZKO-log4j-1.1 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
188,14,2,0,9,33,53,1,9,11,0.876923077,0.4,1,0.796610169,0.442307692,1,3,12.07142857,3,1.6429,1
199,11,2,0,6,27,19,0,6,11,0.911111111,0.555555556,0,0.444444444,0.303030303,0,0,16.27272727,7,2,1
308,8,1,0,7,42,14,0,7,2,0.75,0,2,0,0.238095238,0,0,37,4,1.5,0
66,6,3,0,2,15,0,1,1,5,0,1,0,0.919354839,0.375,0,0,9.833333333,2,1,0
516,13,1,0,4,40,8,0,4,2,0.697916667,0,4,0,0.15,0,0,38.07692308,7,2.7692,1
45,5,1,0,1,14,8,0,1,2,0.875,0,1,0,0.333333333,0,0,7.6,1,0.6,0
161,4,3,0,0,13,0,0,0,2,0,0,0,0.975206612,0.583333333,0,0,39,3,1.25,0
13,5,1,0,4,6,10,2,2,5,1.25,0,1,0,0.466666667,0,0,0.8,1,0.8,0
49,3,1,0,9,10,0,8,1,1,0,0,0,0,1,0,0,14.33333333,1,0.6667,0
1,1,1,0,4,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,1
8,2,1,0,2,4,1,1,1,1,2,0,0,0,0.75,0,0,3,1,0.5,0
314,9,2,0,4,37,8,0,4,7,0.822916667,0,1,0.897058824,0.21875,0,0,32.55555556,7,2,0
61,4,1,0,1,11,2,1,0,2,0.777777778,0,0,0,0.5,1,1,13.5,6,2,0
229,19,2,0,8,36,141,1,7,15,0.864197531,0.888888889,0,0.6,0.355555556,1,1,10.57894737,4,0.9474,1
324,8,1,0,6,31,22,0,6,2,0.942857143,0,7,0,0.285714286,0,0,38.25,5,2,1
34,6,2,0,3,8,15,0,3,6,1,0,0,0.818181818,0.5,1,1,4.333333333,2,0.8333,0
90,7,1,0,2,21,17,0,2,2,0.666666667,0,1,0,0.277777778,0,0,11.57142857,2,1,0
328,8,1,0,5,39,24,0,5,2,0.714285714,0,1,0,0.214285714,0,0,39.75,2,1.125,1
7,1,4,0,2,3,0,1,1,0,2,0,0,1,1,0,0,6,0,0,0
714,18,2,0,28,78,135,14,15,9,0.93627451,0.25,1,0.413793103,0.277777778,1,1,38,10,2.5,1
69,4,1,0,3,20,6,0,3,2,0.666666667,0,0,0,0.333333333,0,0,16,2,1.25,0
174,11,1,0,31,14,15,31,0,9,0.792307692,0,5,0,0.35,0,0,13.63636364,7,2,1
2,2,1,0,14,2,1,13,1,2,2,0,0,0,0.75,0,0,0,1,1,0
286,6,1,0,9,21,0,7,2,5,0.88,0.2,0,0,0.466666667,0,0,45,6,3,0
