@relation ALLJURECZKO-log4j-1.2 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
273,8,2,0,4,22,4,1,3,4,0.767857143,1,2,0.708333333,0.291666667,1,2,31.125,6,2.375,1
2,1,1,0,7,1,0,6,1,1,2,0,0,0,1,0,0,0,1,1,1
144,7,1,0,6,30,17,0,6,2,0.75,0,1,0,0.277777778,0,0,19.28571429,2,0.8571,1
8,2,1,0,2,4,1,1,1,1,2,0,0,0,0.75,0,0,3,1,0.5,1
157,8,1,0,6,22,22,0,6,8,0.714285714,0,2,0,0.339285714,0,0,18.25,2,1.125,1
94,10,1,0,9,16,29,6,3,0,0.777777778,1,1,0,0.25,0,0,7.6,1,0.8,1
200,17,2,0,8,30,114,1,7,13,0.828125,1,0,0.642857143,0.3625,1,1,10.29411765,4,0.8235,1
128,2,1,0,3,22,1,1,2,2,2,0,0,0,0.75,0,0,63,5,2.5,1
34,6,2,0,3,8,15,0,3,6,1,0,0,0.818181818,0.5,1,1,4.333333333,2,0.8333,1
268,5,1,0,0,16,0,0,0,2,0.208333333,0,0,0,0.333333333,0,0,51.4,4,2,1
198,19,1,0,4,40,159,0,4,14,0.819444444,0.5,2,0,0.203947368,0,0,9.210526316,2,1.1053,1
174,6,1,6,10,10,7,8,2,2,0.72,0,1,0,0.44,0,0,27.16666667,6,1.8333,1
58,5,1,0,1,17,10,0,1,4,2,0,0,0,0.666666667,0,0,10.6,1,0.8,1
12,2,1,0,3,4,1,0,3,2,1,0,1,0,0.666666667,0,0,4.5,1,0.5,1
435,10,3,0,8,42,0,0,8,5,0.866666667,0.2,1,0.825,0.311111111,1,1,41,6,1.6,1
151,5,1,0,9,31,10,0,9,2,0.875,0,0,0,0.3,0,0,28.8,4,1.6,1
125,4,7,0,5,25,0,4,4,3,0.666666667,0.5,0,0.996865204,0.45,0,0,29.75,3,1,1
249,10,1,0,3,17,0,2,1,9,0.555555556,0,1,0,0.466666667,0,0,23.4,5,2.1,1
395,18,1,0,62,55,99,52,11,12,0.885154062,0.476190476,4,0,0.209150327,0,0,19.77777778,5,1.5556,1
59,3,6,0,4,13,1,1,3,2,0.75,1,0,0.996992481,0.444444444,1,1,18,2,1,1
77,2,1,0,4,15,0,1,3,2,0.25,0,1,0,0.666666667,0,0,35.5,2,1,0
30,4,3,0,6,7,6,2,4,4,2,0,0,0.945454545,0.875,1,1,6.5,2,1,1
56,1,7,0,4,14,0,3,2,1,2,0,0,1,1,0,0,55,0,0,1
121,5,2,0,4,20,8,1,3,3,0.75,1,1,0.870967742,0.333333333,1,3,22.8,2,1.4,1
59,2,1,0,2,9,1,2,0,2,2,0,0,0,0.5,0,0,28.5,6,3,1
246,7,1,0,2,13,0,1,1,7,0.333333333,0,1,0,0.523809524,0,0,33.42857143,7,2.7143,1
296,20,2,2,10,40,112,4,6,13,0.684210526,1,1,0.514285714,0.19375,1,3,13.65,5,1.85,1
41,4,4,0,3,10,0,1,2,4,0.5,0,0,0.875,0.5,2,2,8.75,1,0.75,1
80,5,1,0,0,14,4,0,0,2,0.25,0,0,0,0.25,0,0,14.8,2,1,1
88,5,2,0,2,18,8,1,1,5,0.75,0.5,0,0.764705882,0.45,1,2,15.8,1,0.8,1
94,6,2,0,5,25,5,2,4,1,0.8,0.75,2,0.938461538,0.24,1,1,14,1,0.6667,1
7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
107,7,1,0,6,22,11,0,6,3,0.666666667,0,1,0,0.375,0,0,13.85714286,2,0.8571,1
19,2,1,0,2,5,0,1,1,1,0,1,1,0,0.75,0,0,8,1,0.5,1
208,9,1,0,6,23,0,3,3,9,0.125,1,0,0,0.416666667,0,0,22,5,3.3333,1
479,5,1,0,0,15,8,0,0,1,0.833333333,0,0,0,0.3125,0,0,94.2,7,2,0
49,7,1,0,3,11,15,3,1,7,0.666666667,1,0,0,0.642857143,0,0,5.857142857,2,0.8571,1
170,5,3,0,1,15,0,1,0,2,0,0,0,0.975206612,0.4,0,0,32.8,3,1,0
236,28,1,2,17,46,306,16,1,26,0.912457912,1,1,0,0.259259259,0,0,7.035714286,4,1.1429,1
10,2,1,0,3,4,1,1,3,2,2,0,0,0,0.75,0,0,4,1,0.5,0
148,5,3,2,4,17,8,4,0,4,1.1,0.4,0,0.951219512,0.357142857,1,3,27.6,7,1.6,1
15,2,3,0,1,4,1,1,0,2,2,0,0,0.933333333,0.75,0,0,6.5,2,1,1
344,17,1,0,1,51,84,1,0,11,0.864583333,0.666666667,0,0,0.305882353,0,0,18.88235294,4,1.5294,1
1,1,1,0,8,1,0,8,0,1,2,0,0,0,1,0,0,0,1,1,1
126,4,1,0,9,25,0,3,6,2,0.733333333,0,2,0,0.416666667,0,0,29.25,2,0.75,1
163,5,1,0,1,17,0,0,1,2,0.5,0,1,0,0.25,0,0,30.8,3,1.4,1
1,1,1,0,3,1,0,2,1,1,2,0,0,0,1,0,0,0,1,1,1
85,2,1,0,3,20,1,0,3,2,2,0,0,0,0.5,0,0,41.5,6,3,1
311,10,5,0,20,41,25,16,5,8,0.930555556,1,2,0.989130435,0.28,3,3,28.5,3,1.5,1
175,20,1,12,27,31,140,18,9,19,0.879699248,1,5,0,0.2,0,0,7.4,4,1.35,1
146,6,2,0,24,9,0,24,1,4,0.2,0,7,0.666666667,0.45,0,0,22.16666667,9,3.3333,1
57,4,3,2,6,12,0,5,1,4,0,1,1,0.857142857,0.5,2,2,13,2,1,1
12,2,1,0,3,3,0,1,2,2,0,0,1,0,0.75,0,0,4.5,1,0.5,1
325,23,1,0,2,32,9,2,0,22,0.420454545,1,0,0,0.326086957,0,0,12.95652174,2,0.8261,1
325,8,1,0,6,31,22,0,6,2,0.942857143,0,7,0,0.285714286,0,0,38.375,5,2,0
90,7,1,0,2,21,17,0,2,2,0.666666667,0,1,0,0.277777778,0,0,11.57142857,2,1,1
155,7,1,0,4,32,17,0,4,2,0.666666667,0,1,0,0.277777778,0,0,20.85714286,2,1,1
87,8,2,0,3,13,0,0,3,8,0.821428571,0,0,0.363636364,0.375,0,0,9.375,5,1.625,1
47,7,2,2,25,15,21,25,3,4,1,0.5,0,0.903846154,0.291666667,1,1,5.428571429,1,0.7143,1
962,28,1,0,10,105,268,1,10,4,1.002178649,1,2,0,0.173076923,0,0,32.75,5,1.7857,1
15,2,1,0,1,5,1,0,1,2,2,0,0,0,0.5,0,0,6.5,1,0.5,1
14,2,3,0,4,6,1,1,4,1,2,0,0,0.984848485,0.75,1,1,6,1,0.5,0
150,12,1,1,35,17,44,35,1,10,0.981818182,0,5,0,0.290909091,0,0,10.25,3,1.0833,1
6,6,1,0,20,6,15,17,4,6,2,0,0,0,0.404761905,0,0,0,1,1,1
