"","community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3","cutoff"
"1","AEEEM","AEEEM-eclipse","AEEEM-eclipse_wholeProject.csv","63","36","755","143","0.413114754098361","0.463228527047228","0.04551201011378","0.499341679498337","0.0992978936810431","0.305825242718447","0.35242144830979","0","0","0.588799214248838","0","0","0","0",0.612456871266372,1.02173413325887,1.37342327226713,0.1
"2","AEEEM","AEEEM-equinox","AEEEM-equinox_wholeProject.csv","26","6","189","103","0.322981366459627","0.333706835082001","0.0307692307692308","0.324252542115647","0.0987654320987654","0.201550387596899","0.280211333554599","3","0.000157154928996888","1.87106064226278","0.0131159957954616","0.00925925925925926","0.0169727323316639","0.0125361449017187",0.621584602797083,0.952916423805389,1.12626207135925,0.1
"3","AEEEM","AEEEM-lucene","AEEEM-lucene_wholeProject.csv","17","52","575","47","0.255639097744361","0.411934511894477","0.0829346092503987","0.20212068211631","0.0998552821997106","0.265625","0.1766524741306","1","5.24024610252247e-06","1.31281523807098","0.00253409402986869","0.00144717800289436","0.00362101005684303","0.00228915838301382",1.31419010275824,1.75924597576263,1.86972634794276,0.1
"4","AEEEM","AEEEM-mylyn","AEEEM-mylyn_wholeProject.csv","68","118","1499","177","0.31554524361949","0.427198870101486","0.0729746444032158","0.385126391718236","0.0998925886143931","0.277551020408163","0.230621638767304","2","7.64462014639386e-06","1.04465104360827","0.00409562760618071","0.00107411385606874","0.00711714135629268","0.00276489062105427",0.720675150746935,1.14449550084748,1.41505902058987,0.1
"5","AEEEM","AEEEM-pde","AEEEM-pde_wholeProject.csv","53","96","1192","156","0.29608938547486","0.398094469929929","0.0745341614906832","0.364166530567804","0.0995323981295925","0.253588516746411","0.207289776538598","0","0","1.00603471322119","0","0","0","0",0.696353166643345,1.09376365159515,1.33197886919961,0.1
"6","ALLJURECZKO","ALLJURECZKO-ant-1.3","ALLJURECZKO-ant-1.3_wholeProject.csv","6","6","99","14","0.375","0.455172413793103","0.0571428571428571","0.216955356906019","0.096","0.3","0.302225207177281","1","8.38218520385156e-05","0.736044501580348","0.00923886575240723","0.008","0.0104777315048145","0.00915542746345115",1.38277295512899,1.91720635790293,2.07874132223759,0.1
"7","ALLJURECZKO","ALLJURECZKO-ant-1.4","ALLJURECZKO-ant-1.4_wholeProject.csv","3","14","124","37","0.105263157894737","0.138444361741719","0.101449275362319","0.229781345142541","0.0955056179775281","0.075","-0.0375617586827978","4","0.00124726461145821","0.119683990102521","0.0389875926611249","0.0224719101123595","0.0555032752098902","0.0353166336371151",0.326397253673813,0.461131299457065,0.506278424709369,0.1
"8","ALLJURECZKO","ALLJURECZKO-ant-1.5","ALLJURECZKO-ant-1.5_wholeProject.csv","6","23","238","26","0.19672131147541","0.311043345676323","0.0881226053639847","0.251323997380725","0.0989761092150171","0.1875","0.103796303479331","11","0.00302119944539004","0.11003604351563","0.0590082145807151","0.037542662116041","0.0804737670453893","0.0549654386445705",0.746048932669014,1.07051066482478,1.18882821528834,0.1
"9","ALLJURECZKO","ALLJURECZKO-ant-1.6","ALLJURECZKO-ant-1.6_wholeProject.csv","21","14","245","71","0.330708661417323","0.367775831873905","0.0540540540540541","0.224979248715186","0.0997150997150997","0.228260869565217","0.255700380437285","2","4.46296651019114e-05","0.707551010916909","0.00676525596169557","0.0056980056980057","0.00783250622538544","0.00668054377292084",1.01458632682246,1.40600457426333,1.52398177136197,0.1
"10","ALLJURECZKO","ALLJURECZKO-ant-1.7","ALLJURECZKO-ant-1.7_wholeProject.csv","35","39","540","131","0.291666666666667","0.343933397024703","0.0673575129533679","0.277077252663513","0.0993288590604027","0.210843373493976","0.199629772864952","5","0.000146770768087808","0.425431465426262","0.0142901269205283","0.00671140939597315","0.0218688444450835","0.0121148985999805",0.760955190175888,1.12029729022373,1.27093048342625,0.1
