"","community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi2","roi3","cutoff","roi"
"1","Amasaki15","Amasaki15-NB","AEEEM-eclipse.csv",70,29,762,136,0.459016393442623,0.502397076414463,0.0366624525916561,0.41246122603825,0.0992978936810431,0.339805825242718,0.410406437530009,0,0,0.553848273338516,0,0,0,0,1.32799128398183,1.67907168245967,0.1,0.823849137303408
"2","Amasaki15","Amasaki15-NB","AEEEM-equinox.csv",23,9,186,106,0.285714285714286,0.300431897187401,0.0461538461538462,0.393762331157991,0.0987654320987654,0.178294573643411,0.216811562554816,0,0,1.3479241456972,0,0,0,0,0.723998064452117,0.904104348148862,0.1,0.45279743524241
"3","Amasaki15","Amasaki15-NB","AEEEM-lucene.csv",14,55,572,50,0.210526315789474,0.35288414929714,0.087719298245614,0.407589090511587,0.0998552821997106,0.21875,0.126700137631796,0,0,0.356362685520536,0,0,0,0,0.862163467617974,1.0843045106236,0.1,0.536692480472024
"4","Amasaki15","Amasaki15-NB","AEEEM-mylyn.csv",56,130,1487,189,0.259860788863109,0.366137794124436,0.080395794681509,0.344326145725231,0.0998925886143931,0.228571428571429,0.167040340533996,7,9.31288131155424e-05,0.876077089784714,0.0142658313924874,0.0037593984962406,0.0247722642887343,0.00965032709888854,1.02909405165554,1.23245283520212,0.1,0.663822458471762
"5","Amasaki15","Amasaki15-NB","AEEEM-pde.csv",48,101,1187,161,0.268156424581006,0.367697405995992,0.078416149068323,0.28535848440307,0.0995323981295925,0.229665071770335,0.175099652526328,1,1.88647387503699e-06,0.960908033670226,0.00174602703147053,0.000668002672010688,0.00282405139093037,0.00137348967052431,1.19340354470904,1.36275355102896,0.1,0.804830009700823
"6","Amasaki15","Amasaki15-NB","ALLJURECZKO-ant-1.3.csv",7,5,100,13,0.4375,0.511882998171846,0.0476190476190476,0.2288654871482,0.096,0.35,0.376300012857987,1,0.000219422265842595,0.619380577720807,0.0177138916151622,0.008,0.0274277832303244,0.0148129087569793,2.15473796907416,2.36125165196189,0.1,1.52928256838201
"7","Amasaki15","Amasaki15-NB","ALLJURECZKO-ant-1.4.csv",8,9,129,32,0.280701754385965,0.329501915708812,0.0652173913043478,0.260282313866593,0.0955056179775281,0.2,0.191410605890422,2,0.000501518134161802,0.364550948674179,0.0279355344982901,0.0112359550561798,0.0446351139404004,0.0223946005582105,1.12426522711639,1.26850798887008,0.1,0.768396427052318
"8","Amasaki15","Amasaki15-NB","ALLJURECZKO-ant-1.5.csv",10,19,242,22,0.327868852459016,0.467452192389415,0.0727969348659004,0.308006019736464,0.0989761092150171,0.3125,0.25036168622364,1,5.36762317920831e-05,0.308312524821079,0.0095700525991784,0.00341296928327645,0.0157271359150804,0.00732640647193992,1.5356939667356,1.7898029956683,0.1,1.01459055984484
"9","Amasaki15","Amasaki15-NB","ALLJURECZKO-ant-1.6.csv",22,13,246,70,0.346456692913386,0.382068478644546,0.0501930501930502,0.301856136199071,0.0997150997150997,0.239130434782609,0.277321877313576,0,0,0.585522830770075,0,0,0,0,1.19097392141761,1.37833373324941,0.1,0.792200012210138
"10","Amasaki15","Amasaki15-NB","ALLJURECZKO-ant-1.7.csv",47,27,552,119,0.391666666666667,0.436602297109681,0.0466321243523316,0.313415095876886,0.0993288590604027,0.283132530120482,0.329039545137641,1,8.06708495209782e-06,0.615576995703267,0.00367613008425375,0.00134228187919463,0.00600997828931288,0.00284026142319643,1.37195240164572,1.6046934910085,0.1,0.903378726312853
"11","Amasaki15","Amasaki15-NB","ALLJURECZKO-arc.csv",8,15,192,19,0.32,0.449122807017544,0.072463768115942,0.37878884563844,0.0982905982905983,0.296296296296296,0.240206695780187,0,0,0.716050232320293,0,0,0,0,1.24212560430656,1.5355771559444,0.1,0.782220225616452
"12","Amasaki15","Amasaki15-NB","ALLJURECZKO-berek.csv",4,0,27,12,0.4,0.4,0,0.451794554455446,0.0930232558139535,0.25,0.416025147168922,0,0,0.230145288039415,0,0,0,0,0.917737986121933,1.21947736812244,0.1,0.553348856321051
"13","Amasaki15","Amasaki15-NB","ALLJURECZKO-camel-1.0.csv",3,30,296,10,0.130434782608696,0.368006630750104,0.0920245398773006,0.270039441297708,0.0973451327433628,0.230769230769231,0.0898833326719794,6,0.00117675679633473,0.276065222199606,0.0420929370185801,0.0176991150442478,0.0664867589929124,0.0343038889389342,1.25628154841054,1.42333517153686,0.1,0.854576019192755
"14","Amasaki15","Amasaki15-NB","ALLJURECZKO-camel-1.2.csv",26,34,358,190,0.188405797101449,0.212705667276051,0.086734693877551,0.284425809176194,0.0986842105263158,0.12037037037037,0.0539764318025218,0,0,1.20135720944533,0,0,0,0,0.6283853941687,0.718474336698361,0.1,0.423204809433464
"15","Amasaki15","Amasaki15-NB","ALLJURECZKO-camel-1.4.csv",32,55,672,113,0.275862068965517,0.356309650053022,0.0756533700137552,0.297063621533442,0.0997706422018349,0.220689655172414,0.180191134409264,0,0,1.03916089802024,0,0,0,0,1.11225100925072,1.28190504463475,0.1,0.742903671722624
"16","Amasaki15","Amasaki15-NB","ALLJURECZKO-camel-1.6.csv",29,67,710,159,0.204225352112676,0.263952362944114,0.0862290862290862,0.304524346556986,0.0994818652849741,0.154255319148936,0.0900161327683547,0,0,0.817188736154,0,0,0,0,0.763628452372796,0.886251899072763,0.1,0.50654511172252
"17","Amasaki15","Amasaki15-NB","ALLJURECZKO-ckjm.csv",1,0,5,4,0.333333333333333,0.333333333333333,0,0.285228046289993,0.1,0.2,0.333333333333333,0,0,2.38663484486874,0,0,0,0,1.03834599752607,1.18422406445945,0.1,0.701193317422435
"18","Amasaki15","Amasaki15-NB","ALLJURECZKO-e-learning.csv",2,4,55,3,0.363636363636364,0.559796437659033,0.0677966101694915,0.275350370981039,0.09375,0.4,0.305861944870698,2,0.0035208848584776,1.43656845225935,0.0719591577356417,0.03125,0.112668315471283,0.0593370445714783,2.16743212116982,2.48961114888544,0.1,1.45269461077844
"19","Amasaki15","Amasaki15-NB","ALLJURECZKO-forrest-0.7.csv",2,0,24,3,0.571428571428572,0.571428571428572,0,0.142799188640974,0.0689655172413793,0.4,0.596284793999944,0,0,2.79408091908092,0,0,0,0,3.77777777777777,4.03070600628362,0.1,2.80113636363636
"20","Amasaki15","Amasaki15-NB","ALLJURECZKO-ivy-1.1.csv",8,3,45,55,0.216216216216216,0.223671947809879,0.0625,0.400630221310274,0.0990990990990991,0.126984126984127,0.106917150430962,0,0,0.602195074060433,0,0,0,0,0.508211632970036,0.637298257271985,0.1,0.316960928630949
"21","Amasaki15","Amasaki15-NB","ALLJURECZKO-ivy-1.4.csv",6,18,207,10,0.3,0.532818532818533,0.08,0.388371622305435,0.0995850622406639,0.375,0.245266242997109,3,0.00116196010533649,0.18689731804494,0.0528961306210572,0.012448132780083,0.0933441284620315,0.0340875359235086,1.53702167375298,1.90682318370341,0.1,0.965570032573289
"22","Amasaki15","Amasaki15-NB","ALLJURECZKO-ivy-2.0.csv",14,21,291,26,0.373333333333333,0.508995502248876,0.0673076923076923,0.379792409620709,0.0994318181818182,0.35,0.299817950101568,1,5.14327899993682e-05,0.360801338170342,0.0104726255853433,0.00284090909090909,0.0181043420797776,0.00717166577577122,1.46069409555906,1.80107672308893,0.1,0.921556068878622
"23","Amasaki15","Amasaki15-NB","ALLJURECZKO-jedit-3.2.csv",18,9,173,72,0.307692307692308,0.330468003820439,0.0494505494505494,0.446893694280859,0.0992647058823529,0.2,0.236903348501788,0,0,0.170709574001144,0,0,0,0,0.73238825930438,0.949577580137407,0.1,0.447533725714881
"24","Amasaki15","Amasaki15-NB","ALLJURECZKO-jedit-4.0.csv",19,11,220,56,0.361904761904762,0.400210637177462,0.0476190476190476,0.456813740046822,0.0980392156862745,0.253333333333333,0.297567780263475,0,0,0.184769089671696,0,0,0,0,0.91315484838183,1.19707908874975,0.1,0.554565922880006
"25","Amasaki15","Amasaki15-NB","ALLJURECZKO-jedit-4.1.csv",22,9,224,57,0.4,0.431863990885987,0.0386266094420601,0.455675530907262,0.0993589743589744,0.278481012658228,0.348662463911984,0,0,0.222343348033365,0,0,0,0,1.00347279319021,1.30877257382408,0.1,0.611138834037818
"26","Amasaki15","Amasaki15-NB","ALLJURECZKO-jedit-4.2.csv",18,18,301,30,0.428571428571429,0.536701337295691,0.0564263322884013,0.399489111393636,0.0980926430517711,0.375,0.361127522542284,0,0,0.201219894343518,0,0,0,0,1.50728999465813,1.89435154366036,0.1,0.938698926465844
"27","Amasaki15","Amasaki15-NB","ALLJURECZKO-jedit-4.3.csv",4,45,436,7,0.133333333333333,0.519047619047619,0.0935550935550936,0.357392408691312,0.0995934959349594,0.363636363636364,0.133340919274749,0,0,0.0797443825691897,0,0,0,0,1.59145549109988,1.92743240276544,0.1,1.01747086617736
"28","Amasaki15","Amasaki15-NB","ALLJURECZKO-kalkulator.csv",0,2,19,6,0,0,0.0952380952380952,0.1730482347091,0.0740740740740741,0,-0.151185789203691,4,0.0439803304049948,0,0.222507689190931,0.148148148148148,0.296867230233715,0.209714878835515,0,0,0.1,0
