"","Recall.CamargoCruz09.NB","Recall.Amasaki15.NB","Recall.Peters15.NB","Recall.EASC_E","Recall.EASC_NE","Recall.SC","Recall.CLA","Recall.FCM","Recall.ManualDown","Recall.ManualUp","Recall.Bellwether","Recall_one","IFAP.CamargoCruz09.NB","IFAP.Amasaki15.NB","IFAP.Peters15.NB","IFAP.EASC_E","IFAP.EASC_NE","IFAP.SC","IFAP.CLA","IFAP.FCM","IFAP.ManualDown","IFAP.ManualUp","IFAP.Bellwether","IFAP_one","ROI.CamargoCruz09.NB","ROI.Amasaki15.NB","ROI.Peters15.NB","ROI.EASC_E","ROI.EASC_NE","ROI.SC","ROI.CLA","ROI.FCM","ROI.ManualDown","ROI.ManualUp","ROI.Bellwether","ROI_one","MDD.CamargoCruz09.NB","MDD.Amasaki15.NB","MDD.Peters15.NB","MDD.EASC_E","MDD.EASC_NE","MDD.SC","MDD.CLA","MDD.FCM","MDD.ManualDown","MDD.ManualUp","MDD.Bellwether","MDD_one","IFAP3.CamargoCruz09.NB","IFAP3.Amasaki15.NB","IFAP3.Peters15.NB","IFAP3.EASC_E","IFAP3.EASC_NE","IFAP3.SC","IFAP3.CLA","IFAP3.FCM","IFAP3.ManualDown","IFAP3.ManualUp","IFAP3.Bellwether","IFAP3_one","IFAP2.CamargoCruz09.NB","IFAP2.Amasaki15.NB","IFAP2.Peters15.NB","IFAP2.EASC_E","IFAP2.EASC_NE","IFAP2.SC","IFAP2.CLA","IFAP2.FCM","IFAP2.ManualDown","IFAP2.ManualUp","IFAP2.Bellwether","IFAP2_one","ROI2.CamargoCruz09.NB","ROI2.Amasaki15.NB","ROI2.Peters15.NB","ROI2.EASC_E","ROI2.EASC_NE","ROI2.SC","ROI2.CLA","ROI2.FCM","ROI2.ManualDown","ROI2.ManualUp","ROI2.Bellwether","ROI2_one","ROI3.CamargoCruz09.NB","ROI3.Amasaki15.NB","ROI3.Peters15.NB","ROI3.EASC_E","ROI3.EASC_NE","ROI3.SC","ROI3.CLA","ROI3.FCM","ROI3.ManualDown","ROI3.ManualUp","ROI3.Bellwether","ROI3_one","IFA.CamargoCruz09.NB","IFA.Amasaki15.NB","IFA.Peters15.NB","IFA.EASC_E","IFA.EASC_NE","IFA.SC","IFA.CLA","IFA.FCM","IFA.ManualDown","IFA.ManualUp","IFA.Bellwether","IFA_one","IFA_PII.CamargoCruz09.NB","IFA_PII.Amasaki15.NB","IFA_PII.Peters15.NB","IFA_PII.EASC_E","IFA_PII.EASC_NE","IFA_PII.SC","IFA_PII.CLA","IFA_PII.FCM","IFA_PII.ManualDown","IFA_PII.ManualUp","IFA_PII.Bellwether","IFA_PII_one","IFA_PCI.CamargoCruz09.NB","IFA_PCI.Amasaki15.NB","IFA_PCI.Peters15.NB","IFA_PCI.EASC_E","IFA_PCI.EASC_NE","IFA_PCI.SC","IFA_PCI.CLA","IFA_PCI.FCM","IFA_PCI.ManualDown","IFA_PCI.ManualUp","IFA_PCI.Bellwether","IFA_PCI_one"
"1",0.538834951456311,0.548543689320388,0.533980582524272,0.315533980582524,0.543689320388349,0.37378640776699,0.446601941747573,0.155339805825243,0.538834951456311,0.0922330097087379,0.446601941747573,0.101941747572816,0,0.00014582588675625,0.000153816652922325,0,0,2.27233216016799e-05,0,0,0,0,0,0,0.749067239027522,0.76497508035826,0.740380332298698,1.52351017195538,0.738661193218395,1.21399579033765,0.711015881550543,0.747314113202389,0.724883758224569,9.53194971876903,0.676487993579142,3.50468697689991,0.54144843900614,0.546137231710888,0.511928237481074,6.95518291270672,0.491704458127355,1.25820196052494,0.630350413979097,0.554095491260579,0.494403191414801,31.2204225133097,0.591018379710098,0.389004630731251,0,0.0120758389669724,0.0124022841816467,0,0,0.00476689853066749,0,0,0,0,0,0,0,0.0170463634773012,0.0178430428640589,0,0,0.00489695638431664,0,0,0,0.00651955867602808,0,0,1.17273148218239,1.19681467963307,1.15978922134025,1.55164624369596,1.16216916687629,1.47306030073123,1.07911762065588,0.762473303759812,1.14288449043477,0.881452760716467,1.03887977688543,0.895881257356626,1.42203184408148,1.44994088609259,1.40737946540124,1.55191091693775,1.41846650074203,1.50779182303064,1.26130754938681,0.762630222334636,1.39888851528379,2.09872290638779,1.23030103957291,1.34162073375823,0,5,5,0,0,6,0,0,0,13,0,0,0,0.00501504513540622,0.00501504513540622,0,0,0.00601805416248746,0,0,0,0.0130391173520562,0,0,0,0.0290776818191962,0.0306710405927116,0,0,0.00377585860614581,0,0,0,0,0,0
"2",0.372093023255814,0.372093023255814,0.356589147286822,0.372093023255814,0.372093023255814,0.27906976744186,0.333333333333333,0.178294573643411,0.356589147286822,0.0310077519379845,0.372093023255814,0.0775193798449612,0,0,0,5.8552507077827e-06,0,9.68068117020074e-06,0,0,0,0,0.000157154928996888,0,0.560671021130287,0.560671021130287,0.544953239353559,0.57065426260359,0.553665007391899,2.1155789426743,0.546691557768098,0.429982167658062,0.497543423054889,17.2656403537504,0.62843154397622,2.28329809725159,1.2813100204393,1.28450428183208,1.28107245000334,2.20759477686493,1.29380751290048,7.88836519523968,1.60298591710055,2.44980505649837,1.21934855254663,185.316795951721,1.94751269495634,1.12463673530439,0,0,0,0.0024197625312792,0,0.00311137930349238,0,0,0,0,0.0125361449017187,0,0,0,0.00308641975308642,0.0049458131678499,0,0.00311148022611573,0,0,0,0.0648148148148148,0.0131159957954616,0,0.864139433030892,0.864139433030892,0.837182601813032,0.875948698903405,0.855794190540027,1.69419338395097,0.825839664934784,0.582484401345157,0.780085942985215,0.311124786108049,0.942450480024475,0.674349758833527,1.02769048719835,1.02769048719835,0.991850457652086,1.03679958448719,1.02124941261255,1.72883494018548,0.960490501636358,0.622983871571225,0.947724425340445,1.64630009688968,1.0880209798558,0.950396992234054,0,0,2,3,0,1,0,0,0,42,3,0,0,0,0.00617283950617284,0.00925925925925926,0,0.00308641975308642,0,0,0,0.12962962962963,0.00925925925925926,0,0,0,0,0.000632367076440532,0,0.00313654069914504,0,0,0,0,0.0169727323316639,0
"3",0.546875,0.5,0.5,0.515625,0.515625,0.21875,0.515625,0.3125,0.375,0.09375,0.453125,0.03125,2.97408684460143e-05,0,0,0,5.66342069344315e-05,0.00020098815617373,0,0,5.66342069344315e-05,0.000108997118932467,5.24024610252247e-06,0,1.0733921579145,0.890576323987538,0.784966535095246,0.836558925246076,0.777570574902122,0.690638481449525,1.45119793869938,1.05033526223937,0.515593296761103,7.80546075085327,0.908185901298132,1.19965277777778,0.970860709643725,0.856812308115799,0.671541403579611,3.99928651129476,0.494455424259624,0.719207926748471,1.25751422439036,3.99294100868152,0.305532341266336,6.65748432506609,1.1626948608178,0.255741631523011,0.00545351890489199,0,0,0,0.00752557020659774,0.0141770291730577,0,0,0.00752557020659774,0.0104401685298882,0.00228915838301382,0,0.0109990590495451,0,0,0,0.0202907074972933,0.0142723342848302,0,0,0.0202907074972933,0.0390607548991753,0.00253409402986869,0,1.5422447925383,1.31381053331671,1.19519951384801,1.26367093282079,1.19518982403065,0.847135243206932,1.85803958426598,1.25695191604164,0.809037042282904,0.885597828142745,1.29715422617345,0.281072439092215,1.71444171295888,1.49320713090328,1.40187746232936,1.46965275110482,1.41689077322771,0.869758932791753,1.93566318367018,1.2820012963485,0.983940292989502,1.91418712506254,1.43547578321531,0.436996358899909,1,0,0,0,1,11,0,0,1,53,1,0,0.00144717800289436,0,0,0,0.00144717800289436,0.0159189580318379,0,0,0.00144717800289436,0.0767004341534009,0.00144717800289436,0,0.0205509400961959,0,0,0,0.0391342369916922,0.0126257105378225,0,0,0.0391342369916922,0.00142107564494972,0.00362101005684303,0
"4",0.436734693877551,0.436734693877551,0.448979591836735,0.391836734693878,0.453061224489796,0.216326530612245,0.391836734693878,0.146938775510204,0.444897959183673,0.138775510204082,0.440816326530612,0.114285714285714,0.000393446786652386,2.58341371193841e-05,0.000504242172428474,4.12850772982566e-08,0.00012763281646756,9.34178086566302e-05,1.82480041658294e-05,2.70451660534663e-05,0.00012763281646756,0,7.64462014639386e-06,9.31288131155424e-05,0.722301603878472,0.724050629619082,0.732250373455274,0.699453372356273,0.740671546250823,0.800725679501876,0.689868469268065,0.628061573743706,0.657341661534943,11.7224754837,0.853888470895823,2.69367088607594,0.928341965970428,0.934613693124956,0.965639343367287,3.47227374959562,0.859537161702166,1.34805086060052,1.09430156791628,0.788335287001977,0.804436639458642,23.539619288673,1.12196221332872,0.656791585646308,0.0198354931033334,0.00508272929825936,0.0224553372815568,0.000203187296104497,0.0112974694718579,0.00966528885531262,0.00427176827155096,0.00520049671218686,0.0112974694718579,0,0.00276489062105427,0.00965032709888854,0.0479355975088089,0.0243201101221638,0.0456310369706353,0.00055627513151671,0.0404143027691511,0.00978062059480484,0.00646854935151396,0.00547670633323132,0.0404143027691511,0.0104726100966702,0.00409562760618071,0.0142658313924874,1.08582628554689,1.08780138354274,1.10458840195514,1.03116368022158,1.11663635072142,0.920639746077615,1.02071015647123,0.677541271916853,1.01505461699156,1.31153157195503,1.23127727132124,0.943577535481615,1.25656947259042,1.25808992020785,1.28280743889797,1.17125194996583,1.29601386020855,0.931140334097507,1.16319918871575,0.67965370407518,1.20988517229914,2.85354319694826,1.37261196040526,1.24124589143928,8,1,11,2,3,21,3,7,3,39,2,7,0.00429645542427497,0.000537056928034372,0.00590762620837809,0.00107411385606874,0.00161117078410311,0.0112781954887218,0.00161117078410311,0.0037593984962406,0.00161117078410311,0.0209452201933405,0.00107411385606874,0.0037593984962406,0.0915747395933428,0.0481031633162932,0.0853544477328926,3.84364069646769e-05,0.0792174347541992,0.00828304570088788,0.0113259279189248,0.00719401417022203,0.0792174347541992,0,0.00711714135629268,0.0247722642887343
"5",0.45933014354067,0.464114832535885,0.478468899521531,0.440191387559809,0.45933014354067,0.483253588516746,0.373205741626794,0.339712918660287,0.454545454545455,0.076555023923445,0.444976076555024,0.15311004784689,0,3.76385630971235e-06,5.94080170430323e-05,0,0,0,0,0,0,0,0,1.88647387503699e-06,0.805473481862848,0.81822831382793,0.855116591334606,0.826914042270431,0.84563565043771,0.846758335694765,0.753725521811094,0.955234167409092,0.756325097505165,3.35517860888699,0.818778713570914,2.51874441348126,0.967972812509664,0.966522944317999,0.955541067488757,4.61021913737655,0.939174421345758,0.992797976670752,0.740791252484777,2.78626000634666,0.826303542568193,29.9233598821706,1.0395132925967,0.874631359753486,0,0.00194006605807956,0.00770765963461233,0,0,0,0,0,0,0,0,0.00137348967052431,0,0.00315124778382504,0.00869042374585308,0.000668002672010688,0,0,0,0,0,0.00167000668002672,0,0.00174602703147053,1.19307485784397,1.21028386707406,1.26034052323885,1.20260506885567,1.23656982078515,1.25448245192374,1.07415747166431,1.22338407812506,1.1353347964866,0.687981145333116,1.1974663323546,1.17744805519769,1.36101653961832,1.37887622022757,1.43124779101283,1.34997666048274,1.39453500864893,1.43133928149151,1.18674134991634,1.27463623817475,1.31195283283397,1.13401807402169,1.35060050867849,1.39110218452106,0,1,7,2,0,0,0,0,0,5,0,1,0,0.000668002672010688,0.00467601870407482,0.00133600534402138,0,0,0,0,0,0.00334001336005344,0,0.000668002672010688,0,0.00563449289563939,0.0127048287876313,0,0,0,0,0,0,0,0,0.00282405139093037
"6",0.5,0.55,0.6,0.3,0.4,0.4,0.35,0.55,0.55,0,0.65,0.25,0.000691371123902491,0.000691371123902491,0,0.00176471524443619,0,0.00067227247407093,0.000136237035465132,0,0,0.00761123637231757,8.38218520385156e-05,0.000219422265842595,1.07014306801408,1.16892828954786,1.37445463936319,0.798707627118645,0.850897189933416,0.928203865566909,0.95007560483871,1.08614195914091,0.997759973052308,0,1.56108492068548,3.125,0.413385230073303,0.406331135012297,0.637085955807749,0.398594803529624,0.448374873805245,0.442677879818797,0.505100149147362,0.692972397404431,0.484496358860501,0,0.745393041186959,0.587144237836869,0.0262939370179228,0.0262939370179228,0,0.0420085139517716,0,0.0259282177187506,0.011672062177059,0,0,0.0872424000834317,0.00915542746345115,0.0148129087569793,0.0296053476219528,0.0296053476219528,0,0.042382450462877,0,0.0290085148147166,0.0125148147165707,0,0,0.139345234621608,0.00923886575240723,0.0177138916151622,1.4987397530393,1.64052646986684,1.88520136018136,1.04237827076747,1.1938658369554,1.26794978516594,1.23154500228675,1.55723662964048,1.46425595322166,0,2.10909849893273,1.8149090306877,1.63565206264511,1.79291739805732,2.03060678568983,1.09455993014452,1.30452841282466,1.36250054353524,1.28943100182512,1.72826224504197,1.65645402166612,0,2.25244888781695,1.99906164384751,2,2,0,6,0,2,1,0,0,31,1,1,0.016,0.016,0,0.048,0,0.016,0.008,0,0,0.248,0.008,0.008,0.0432106952439057,0.0432106952439057,0,0.036764900925754,0,0.0420170296294331,0.0170296294331415,0,0,0.030690469243216,0.0104777315048145,0.0274277832303244
"7",0.3,0.3,0.275,0.225,0.25,0.15,0.375,0.25,0.225,0.175,0.2,0.125,0.00123772768125091,0.00123772768125091,1.70006147173492e-05,0.000658151846588111,0.00576196444176305,0.00302175560372396,0.000721489502638723,0,0.0123122805599007,2.07324569723771e-07,0.00124726461145821,0.000501518134161802,0.610052155641439,0.610052155641439,0.588448098866821,0.518976634320735,0.503596119536129,0.618758562947175,0.92808133162846,0.449452645546525,0.390929565273147,16.1020797962649,0.443621331805345,1.85416666666667,0.316299830119094,0.327732841227891,0.448801974020605,0.411730457256947,0.220016364272773,0.354188939041868,0.432610680453718,0.543563385735862,0.181214443362757,52.9381897747955,0.18616121105657,0.315951404112761,0.0351813541702265,0.0351813541702265,0.00412318017037204,0.0256544703041811,0.0759076046372368,0.0549704975757357,0.0268605566330767,0,0.110960716291401,0.000455329078495731,0.0353166336371151,0.0223946005582105,0.0451462208359119,0.0451462208359119,0.00432204347388903,0.0280308519692206,0.102323071803755,0.0553476262891701,0.029831154870417,0,0.14703567330209,0.00562720347144259,0.0389875926611249,0.0279355344982901,0.871598383484399,0.871598383484399,0.828362969671809,0.71408764732618,0.72143953613491,0.683293317331654,1.24856700184256,0.66413292145344,0.582765326518281,1.68676832859811,0.617794812244002,0.943532844967621,0.964761778312625,0.964761778312625,0.907186143121858,0.770621534023867,0.800179039239839,0.687040311370646,1.33040733704488,0.755941092316069,0.66883115719439,3.78561104957651,0.671733778309539,1.08316690446111,3,3,1,7,6,11,3,0,9,2,4,2,0.0168539325842697,0.0168539325842697,0.00561797752808989,0.0393258426966292,0.0337078651685393,0.0617977528089888,0.0168539325842697,0,0.050561797752809,0.0112359550561798,0.0224719101123595,0.0112359550561798,0.0734385090875542,0.0734385090875542,0.00302610941968816,0.016735861241812,0.17093827843897,0.0488974997693514,0.0428083771565643,0,0.24350954885137,1.84518867054156e-05,0.0555032752098902,0.0446351139404004
"8",0.5,0.5625,0.59375,0.53125,0.625,0.625,0.46875,0.5625,0.59375,0.03125,0.46875,0.21875,9.99812936959912e-06,9.99812936959912e-06,0,5.25391896284817e-05,0.000525078229481065,3.52875154221146e-05,0.000236191103225353,9.16691233965598e-05,0.000525078229481065,0.000453248531421827,0.00302119944539004,5.36762317920831e-05,0.906192092277582,1.00457392133932,1.02564209100651,1.04732796009422,1.08511428685402,1.07514278091775,1.00768747530376,0.998652610646543,0.922898400949966,3.48299455825864,1.01725913714443,4.005859375,0.299532498154012,0.301449425982252,0.284623351707475,0.602256830979646,0.284364779403023,0.431062198291287,0.387351079020166,0.522413890455453,0.268589507631334,0.646850004754209,0.212151631767657,0.257609956701355,0.0031619818736987,0.0031619818736987,0,0.00724839220989605,0.0229145855184218,0.00594032957184318,0.0153685101172935,0.00957439937523811,0.0229145855184218,0.0212896343656209,0.0549654386445705,0.00732640647193992,0.0031712105942845,0.0031712105942845,0,0.00875018638669604,0.0418749495927644,0.00687610565097801,0.0166534527990861,0.0101277325720745,0.0418749495927644,0.0699194084118615,0.0590082145807151,0.0095700525991784,1.33384621893694,1.48438211901299,1.52859364664602,1.50667453586286,1.61513645894671,1.60406460854158,1.41375803440833,1.47790794140838,1.41149625649755,0.302042703359641,1.42315150573032,1.74761731258788,1.51291646599554,1.68955380464956,1.75395942488254,1.67652731596583,1.85096225571226,1.84243804815869,1.54473285652854,1.68456703427577,1.66379023664532,0.741517187980107,1.5520519488794,2.11587241998989,1,1,0,4,2,1,3,2,2,40,11,1,0.00341296928327645,0.00341296928327645,0,0.0136518771331058,0.0068259385665529,0.00341296928327645,0.0102389078498294,0.0068259385665529,0.0068259385665529,0.136518771331058,0.037542662116041,0.00341296928327645,0.00292945190529254,0.00292945190529254,0,0.00384849564028628,0.076923960618976,0.0103392420186796,0.0230679977483428,0.013429526577596,0.076923960618976,0.00332004549266488,0.0804737670453893,0.0157271359150804
"9",0.445652173913043,0.445652173913043,0.5,0.358695652173913,0.445652173913043,0.184782608695652,0.358695652173913,0.326086956521739,0.510869565217391,0.0217391304347826,0.445652173913043,0.141304347826087,0,0,0,0,0.000106618106370857,2.08808466936789e-06,2.92835006643883e-05,1.56983714901875e-05,0.000106618106370857,0.000662778200174665,4.46296651019114e-05,0,0.811583598728897,0.811831645705956,0.879457629224652,0.705786701638234,0.791386910979057,1.07987879576571,0.894161170751875,0.631442896588025,0.808185161452939,2.58057606416917,0.977178269540467,2.47989130434783,0.664430232930977,0.6584201149194,0.620879645949188,1.38715380354546,0.467845377758856,0.989720989583778,0.620140936509136,0.644652059899286,0.438092852211313,0.33088452078545,0.76240647538294,0.546868690906462,0,0,0,0,0.0103256044070484,0.0014450206466926,0.00541142316441694,0.00396211704650273,0.0103256044070484,0.0257444790231744,0.00668054377292084,0,0,0,0,0,0.0201359790925868,0.00179096028397549,0.00656375579110157,0.00417956562102934,0.0201359790925868,0.080462443331772,0.00676525596169557,0,1.19071655414323,1.1909834973296,1.3021470481364,1.01376393263021,1.1688344329396,0.997357419112563,1.19449064912384,0.911053640197364,1.2287169176626,0.209176586264249,1.35975182773802,1.12422966809431,1.34669480196666,1.34690058363559,1.48489929398272,1.1266897155268,1.32983262828037,1.0002823184039,1.26816422565564,1.01610430862434,1.43884823938335,0.530376111280664,1.477710819683,1.34259855679653,0,0,0,0,1,1,1,1,1,55,2,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.156695156695157,0.0056980056980057,0,0,0,0,0,0.0374229553361708,0.000732917718948131,0.0102785087332003,0.00551012839305583,0.0374229553361708,0.0042297299683874,0.00783250622538544,0
"10",0.524096385542169,0.512048192771084,0.5,0.44578313253012,0.493975903614458,0.506024096385542,0.385542168674699,0.343373493975904,0.566265060240964,0.0301204819277108,0.475903614457831,0.156626506024096,8.36300672865006e-07,8.36300672865006e-07,6.4974129199512e-06,4.37449582729388e-05,0,0,0,1.47832226634137e-05,0,7.68495987541951e-05,0.000146770768087808,8.06708495209782e-06,0.938566698130065,0.909651530550905,0.891969186573416,0.86832390100549,0.84135664318608,0.87799630604243,0.89112503318248,0.739845616317333,0.889069593396726,3.30253752793623,0.87598222313108,2.91716867469879,0.608056302542774,0.608824665844477,0.593331672891834,0.749004849006686,0.570092970987232,0.618936141996347,0.692231391331753,0.667159008605959,0.547369230123162,2.07497655630573,0.550777660241404,0.544517729959388,0.000914494763716559,0.000914494763716559,0.00254900233816119,0.00661399714793851,0,0,0,0.00384489566352765,0,0.00876639029214391,0.0121148985999805,0.00284026142319643,0.00098266294023953,0.00098266294023953,0.00255242503553554,0.00740600213636223,0,0,0,0.00409565710025543,0,0.0447290364912401,0.0142901269205283,0.00367613008425375,1.3821092819826,1.3423626899707,1.31482501389479,1.24977141963172,1.25515030592661,1.3036152075633,1.21882327634219,1.03407832076522,1.35321400315255,0.288068319628114,1.28055004871401,1.24988284808635,1.5682783778402,1.52608227541971,1.49329265933826,1.39119399912629,1.44154415138745,1.49044840131244,1.31066066900149,1.12703898397003,1.58658287975007,0.705244716129762,1.4437505085521,1.52318397536851,1,1,2,8,0,0,0,2,0,66,5,1,0.00134228187919463,0.00134228187919463,0.00268456375838926,0.010738255033557,0,0,0,0.00268456375838926,0,0.0885906040268456,0.00671140939597315,0.00134228187919463,0.000623044001284429,0.000623044001284429,0.00242028631268182,0.00407374923916742,0,0,0,0.00550675044212161,0,0.000867468955634474,0.0218688444450835,0.00600997828931288
