"","Bellwether","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp"
"1",0,0,0,0.00489695638431664,0,0,0,0.00651955867602808
"2",0.0131159957954616,0.0049458131678499,0,0.00311148022611573,0,0,0,0.0648148148148148
"3",0.00253409402986869,0,0.0202907074972933,0.0142723342848302,0,0,0.0202907074972933,0.0390607548991753
"4",0.00409562760618071,0.00055627513151671,0.0404143027691511,0.00978062059480484,0.00646854935151396,0.00547670633323132,0.0404143027691511,0.0104726100966702
"5",0,0.000668002672010688,0,0,0,0,0,0.00167000668002672
"6",0.00923886575240723,0.042382450462877,0,0.0290085148147166,0.0125148147165707,0,0,0.139345234621608
"7",0.0389875926611249,0.0280308519692206,0.102323071803755,0.0553476262891701,0.029831154870417,0,0.14703567330209,0.00562720347144259
"8",0.0590082145807151,0.00875018638669604,0.0418749495927644,0.00687610565097801,0.0166534527990861,0.0101277325720745,0.0418749495927644,0.0699194084118615
"9",0.00676525596169557,0,0.0201359790925868,0.00179096028397549,0.00656375579110157,0.00417956562102934,0.0201359790925868,0.080462443331772
"10",0.0142901269205283,0.00740600213636223,0,0,0,0.00409565710025543,0,0.0447290364912401
"11",0.100190509226308,0.0415200214670574,0.0354785937550279,0.0141934282225266,0.110968079205588,0.0354916834241702,0.0354785937550279,0.0538814414125498
"12",0,0,0,0,0,0,0,0.317977564471563
"13",0.12495132931441,0,0.0316411724563678,0.0664241245990546,0.0723299968271656,0.0963229936720892,0.0316411724563678,0.0327152735806465
"14",0.00531732590427533,0.000829909671693638,0,0.0098269937875971,0,0,0,0.0339433427823881
"15",0.00990471175000374,0.00116718050795456,0,0,0.00776893417842765,0.00733828030291692,0,0.00860091743119266
"16",0.00295568918150022,0.00105395993467346,0,0,0.033250082551869,0.00657713254793909,0,0.0417161347713972
"17",0,0.121136827773996,0,0,0,0,0,0.256160653505786
"18",0.085012194284144,0.0100109061555372,0,0,0.0808515388843089,0,0,0.515187036273702
"19",0.0978701825557809,0.362576064908722,0.220486815415821,0.178701825557809,0.15841784989858,0.247768762677485,0.130020283975659,0.298985801217039
"20",0.0084800284675706,0,0,0,0,0,0,0.0135684746742932
"21",0.0167155820935803,0.0318034611881388,0,0.105159734169956,0.0253010828863475,0,0,0.0418395573997234
"22",0.00887183259465187,0.0428443556380955,0,0,0,0,0,0.0543988338707288
"23",0.0065162555094429,0.00206712506235706,0.0924242706905625,0,0,0,0.0924242706905625,0.00922221237136646
"24",0.0151656460553416,0.0225655690248356,0.0834106075782292,0,0,0,0.0834106075782292,0.0312805533991437
"25",0.00289268018034994,0.00772650142126322,0.0786502559379257,0,0,0,0.0786502559379257,0.0144883992561294
"26",0.0116511462099674,0.0181938533503023,0.0371011650084599,0,0.0157960338253774,0,0.0371011650084599,0.0440449295386586
"27",0.0703773031390222,0.0714376210118105,0.103449085437668,0.123279660164747,0.0607845038512254,0.133573410440202,0.103449085437668,0.077195481122248
"28",0.197893069598689,0.124178131388474,0,0.417288247969501,0.243263900399654,0.20658139492053,0,0.0824032635320552
"29",0,0,0,0,0.0193656833779345,0.0104093512975596,0,0.0567389051309419
"30",0,0,0,0,0,0,0,0.0138367011128995
"31",0,0,0,0,0,0,0,0
"32",0,0.00302856615806256,0,0.00361161620154426,0.00773249532242338,0,0,0.00257398476822937
"33",0,0,0.0317941551150338,0,0,0,0.0317941551150338,0.00814435732128258
"34",0,0,0,0,0,0,0,0.00147544925863675
"35",0,0,0,0,0.0289308029106094,0,0,0.27270602533539
"36",0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0.119266893534273
"38",0,0,0,0.0188710466488244,0,0,0,0.144277533166422
"39",0.0143045647997676,0.00215480819911885,0,0,0,0,0,0.03849788481442
"40",0,0.0204144020647741,0,0,0.0388965477968152,0,0,0.0402221359028434
"41",0.00884060773897157,0.00131958143834767,0,0.00392542286621514,0,0.00479821270343357,0,0.0287718779120338
"42",0,0.00237456233133402,0,0.00226787531847346,0,0,0,0.0113470127129074
"43",0.179588394062078,0.0129508649245491,0.0495752054962581,0.0155839774260827,0.0545017482517482,0.145402404612931,0.0495752054962581,0.0787388050545945
"44",0,0,0,0.0427574171029668,0,0,0,0.166624358770956
"45",0,0.0157355039516195,0.115740679131457,0.0282439136188554,0.204733810928501,0.0744213039974568,0.17662297336261,0.195542691537102
"46",0,0,0,0,0.0467142262028744,0,0,0.0267183920016663
"47",0.0589867379893874,0.0279960915785857,0,0,0.0325007484728721,0,0,0.0354831420028824
"48",0.0317094670198542,0.0115029809252305,0,0.0236430582158917,0,0,0,0.0113203601218352
