"","community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3","cutoff"
"1","SC_AEEEM","SC","SC_AEEEM-eclipse.csv","30","76","715","176","0.192307692307692","0.250847854052158","0.0960809102402023","0.0992970475999197","0.106318956870612","0.145631067961165","0.0650841306919204","6","2.27233216016799e-05","1.25695037154854","0.00489695638431664","0.00601805416248746","0.00377585860614581","0.00476689853066749",1.36975636563473,1.41653436303434,1.41736111225494,10
"2","SC_AEEEM","SC","SC_AEEEM-equinox.csv","26","21","174","103","0.295454545454545","0.328826864369821","0.107692307692308","0.0977386553346487","0.145061728395062","0.201550387596899","0.13046529864765","1","9.68068117020074e-06","8.37746719531345","0.00311148022611573","0.00308641975308642","0.00313654069914504","0.00311137930349238",1.38941118258288,1.66021473690312,1.69267676936309,10
"3","SC_AEEEM","SC","SC_AEEEM-lucene.csv","8","63","564","56","0.118518518518519","0.219497956800934","0.100478468899522","0.0992020113686052","0.102749638205499","0.125","0.0234124208360952","11","0.00020098815617373","0.727432435546498","0.0142723342848302","0.0159189580318379","0.0126257105378225","0.0141770291730577",1.21654929577465,1.23792006912162,1.23811111786684,10
"4","SC_AEEEM","SC","SC_AEEEM-mylyn.csv","26","146","1471","219","0.124700239808153","0.19007198642272","0.0902906617192332","0.0997873185481288","0.0923737916219119","0.106122448979592","0.0184824875268499","21","9.34178086566302e-05","1.25671950800841","0.00978062059480484","0.0112781954887218","0.00828304570088788","0.00966528885531262",1.14883720930233,1.10451536094567,1.10533825824642,10
"5","SC_AEEEM","SC","SC_AEEEM-pde.csv","10","14","1274","199","0.0858369098712446","0.0912783991173078","0.0108695652173913","0.099869345092275","0.0160320641282565","0.0478468899521531","0.102037443155263","0","0","0.771064177932427","0","0","0","0",2.98444976076555,0.825648113753516,1.19575689072315,10
"6","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ant-1.3.csv","1","3","102","19","0.0833333333333333","0.0951048951048951","0.0285714285714286","0.0715668850632643","0.032","0.05","0.0446354775482712","2","0.00067227247407093","0.203329667902806","0.0290085148147166","0.016","0.0420170296294331","0.0259282177187506",1.5625,0.965559598890268,1.0448139383059,10
"7","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ant-1.4.csv","2","13","125","38","0.0727272727272727","0.0947687642153146","0.0942028985507246","0.0928683457883569","0.0842696629213483","0.05","-0.0664172448052167","11","0.00302175560372396","0.117793076429412","0.0553476262891701","0.0617977528089888","0.0488974997693514","0.0549704975757357",0.593333333333333,0.564531580367264,0.565197875953824,10
"8","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ant-1.5.csv","3","5","256","29","0.15","0.171142061281337","0.0191570881226054","0.0970050662285891","0.0273037542662116","0.09375","0.14276619350744","1","3.52875154221146e-05","0.278427202315103","0.00687610565097801","0.00341296928327645","0.0103392420186796","0.00594032957184318",3.43359375,1.50834027105777,1.82164138742358,10
"9","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ant-1.6.csv","9","39","220","83","0.128571428571429","0.175446369234859","0.150579150579151","0.0995885064373135","0.136752136752137","0.0978260869565217","-0.0675226609954973","1","2.08808466936789e-06","1.07373563951494","0.00179096028397549","0.00284900284900285","0.000732917718948131","0.0014450206466926",0.715353260869564,0.827839728591281,0.838268239961013,10
"10","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ant-1.7.csv","10","4","575","156","0.111111111111111","0.113591465823785","0.00690846286701209","0.0965622349067591","0.0187919463087248","0.0602409638554217","0.163441586642279","0","0","0.478237229851301","0","0","0","0",3.20567986230637,1.04445219446169,1.41417246215914,10
"11","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-arc.csv","1","33","174","26","0.0327868852459016","0.0709480122324159","0.159420289855072","0.0999936187862931","0.145299145299145","0.037037037037037","-0.110951860870019","5","0.000149985792254952","0.732124063333293","0.0141934282225266","0.0213675213675214","0.00701933507753175","0.0122468686714177",0.254901960784314,0.301982304085714,0.30726886987301,10
"12","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-berek.csv","0","0","27","16","0","0","0","0","0","0","0","0","0","0.168804861580013","0","0","0","0",0,0,0,10
"13","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-camel-1.0.csv","0","6","320","13","0","0","0.0184049079754601","0.0948073900536757","0.0176991150442478","0","-0.0268050353658395","8","0.00257815761980206","0","0.0664241245990546","0.023598820058997","0.109249429139112","0.0507755612455643",0,0,0,10
"14","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-camel-1.2.csv","5","3","389","211","0.0446428571428571","0.0452409750651284","0.0076530612244898","0.0890621700702845","0.0131578947368421","0.0231481481481481","0.0650793650793651","2","5.38306377992884e-05","0.504150954184132","0.0098269937875971","0.00328947368421053","0.0163645138909837","0.00733693654049757",1.75925925925926,0.452908109417169,0.676201940765395,10
"15","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-camel-1.4.csv","4","6","721","141","0.0516129032258065","0.0536792830353736","0.00825309491059147","0.0973796900489396","0.0114678899082569","0.0275862068965517","0.067608194827384","0","0","0.69072383068534","0","0","0","0",2.4055172413793,0.506877725851136,0.825498023215809,10
"16","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-camel-1.6.csv","5","6","771","183","0.050251256281407","0.051803027554373","0.00772200772200772","0.0962098093848127","0.0113989637305699","0.0265957446808511","0.0704168838119069","0","0","0.69891472860588","0","0","0","0",2.33317214700195,0.494304393793878,0.80310030725656,10
"17","SC_ALLJURECZKO","SC","SC_ALLJURECZKO-ckjm.csv","0","0","5","5","0","0","0","0","0","0","0","0","0","4.58715596330275","0","0","0","0",0,0,0,10
