"","CamargoCruz09-NB","Amasaki15-NB","Peters15-NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",0.101382488479263,0.140969162995595,0.132743362831858,0.309226932668329,0.0744186046511628,0.317808219178082,0.210526315789474,0.120754716981132,0.0744186046511628,0.161016949152542,0.200836820083682
"2",0.0746268656716418,0.0746268656716418,0.0875912408759124,0.2,0.0746268656716418,0.488262910798122,0.138888888888889,0.217687074829932,0.0746268656716418,0.378082191780822,0.2
"3",0.304347826086957,0.302325581395349,0.197530864197531,0.234042553191489,0.0277777777777778,0.109756097560976,0.255639097744361,0.316831683168317,0.0277777777777778,0.117647058823529,0.259541984732824
"4",0.115942028985507,0.115523465703971,0.159722222222222,0.191358024691358,0.118081180811808,0.149090909090909,0.24024024024024,0.143344709897611,0.118518518518519,0.125911199469848,0.176271186440678
"5",0.190114068441065,0.174904942965779,0.185185185185185,0.232558139534884,0.147859922178988,0.200743494423792,0.112956810631229,0.316109422492401,0.140077821011673,0.11002661934339,0.211678832116788
"6",0.142857142857143,0.148148148148148,0.344827586206897,0.303030303030303,0.16,0.206896551724138,0.129032258064516,0.25,0.24,0.0860215053763441,0.32258064516129
"7",0.117647058823529,0.12,0.153846153846154,0.206896551724138,0.0425531914893617,0.169014084507042,0.185185185185185,0.245614035087719,0,0.276315789473684,0.037037037037037
"8",0.204081632653061,0.204081632653061,0.13953488372093,0.32258064516129,0.2,0.36,0.264150943396226,0.357142857142857,0.153846153846154,0.0881057268722467,0.115384615384615
"9",0.25,0.25,0.27027027027027,0.28125,0.137254901960784,0.257309941520468,0.184873949579832,0.271186440677966,0.117647058823529,0.149068322981366,0.3
"10",0.254901960784314,0.25615763546798,0.254901960784314,0.282051282051282,0.181818181818182,0.218905472636816,0.228310502283105,0.300469483568075,0.182795698924731,0.141975308641975,0.202764976958525
"11",0.0625,0.0625,0.0606060606060606,0.153846153846154,0.129032258064516,0.0470588235294118,0.0740740740740741,0.157894736842105,0.129032258064516,0.135416666666667,0
"12",0.117647058823529,0.117647058823529,0.117647058823529,0.608695652173913,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.208333333333333,0.434782608695652
