"","CamargoCruz09-NB","Amasaki15-NB","Peters15-NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",0,0.00014582588675625,0.000153816652922325,0,0,2.27233216016799e-05,0,0,0,0,0
"2",0,0,0,5.8552507077827e-06,0,9.68068117020074e-06,0,0,0,0,0.000157154928996888
"3",2.97408684460143e-05,0,0,0,5.66342069344315e-05,0.00020098815617373,0,0,5.66342069344315e-05,0.000108997118932467,5.24024610252247e-06
"4",0.000393446786652386,2.58341371193841e-05,0.000504242172428474,4.12850772982566e-08,0.00012763281646756,9.34178086566302e-05,1.82480041658294e-05,2.70451660534663e-05,0.00012763281646756,0,7.64462014639386e-06
"5",0,3.76385630971235e-06,5.94080170430323e-05,0,0,0,0,0,0,0,0
"6",0.000691371123902491,0.000691371123902491,0,0.00176471524443619,0,0.00067227247407093,0.000136237035465132,0,0,0.00761123637231757,8.38218520385156e-05
"7",0.00123772768125091,0.00123772768125091,1.70006147173492e-05,0.000658151846588111,0.00576196444176305,0.00302175560372396,0.000721489502638723,0,0.0123122805599007,2.07324569723771e-07,0.00124726461145821
"8",9.99812936959912e-06,9.99812936959912e-06,0,5.25391896284817e-05,0.000525078229481065,3.52875154221146e-05,0.000236191103225353,9.16691233965598e-05,0.000525078229481065,0.000453248531421827,0.00302119944539004
"9",0,0,0,0,0.000106618106370857,2.08808466936789e-06,2.92835006643883e-05,1.56983714901875e-05,0.000106618106370857,0.000662778200174665,4.46296651019114e-05
"10",8.36300672865006e-07,8.36300672865006e-07,6.4974129199512e-06,4.37449582729388e-05,0,0,0,1.47832226634137e-05,0,7.68495987541951e-05,0.000146770768087808
"11",0.00133678246115232,0.00133678246115232,0.000804469249367469,0.00147176967418177,0.000284973005284409,0.000149985792254952,0.0111548524221615,0.000921185465885868,0.000284973005284409,9.88542721680364e-05,0.00720981703369553
"12",0,0,0,0,0,0,0,0,0,0.0434319594750173,0
"13",0.000257185918913479,0.000257185918913479,8.17921204707832e-05,0,0.000338540648365702,0.00257815761980206,0.00444301796653591,0.00908968519131352,0.000338540648365702,3.46413686699788e-05,0.0108650553356499
"14",0,0,2.48563590206853e-05,2.4806745529626e-08,0,5.38306377992884e-05,0,0,0,3.051229700144e-05,2.41617701458557e-05
"15",0,0,0,9.35390693985064e-08,0,0,3.03768127871649e-05,1.55157931364772e-05,0,0,6.9826915305985e-05
"16",0,0,0,7.33285165664014e-08,0,0,0.000754293785660288,1.25575084619962e-05,0,4.39971099398408e-05,7.95614404745455e-06
"17",0,0,0,0.0142273655547992,0,0,0,0,0,0.044928522804629,0
"18",0.00127095355866996,0.00127095355866996,0,6.87001923605386e-05,0,0,0.00620019236053861,0,0,0.223979802143446,0.004336699642759
"19",0.0131775897041337,0.0131775897041337,0,0.128733300692453,0.0417989788067427,0.0302720850528083,0.0220745610967336,0.0597188221305169,0.0131775897041337,0.0671049870602224,0.00874309295656431
"20",0,0,0,0,0,0,0,0,0,2.97087355566031e-06,7.16310623975874e-05
"21",0,0,0,0.000963750792102367,0,0.00751634631926285,0.000192750158420473,0,0,5.7391114707621e-05,0.000261199561083953
"22",8.74260325917517e-05,8.74260325917517e-05,8.74260325917517e-05,0.00182620390922867,0,0,0,0,0,9.10188832462072e-05,4.23373752795303e-05
"23",0,0,0,1.68301300176037e-06,0.000666073789679742,0,0,0,0.000666073789679742,1.14102576390534e-06,4.17615429589354e-05
"24",0,0,0,0.000406908479986264,0.000534487716667481,0,0,0,0.000534487716667481,2.91583891371189e-05,0.000228618020092116
"25",0,0,0,3.37498720770978e-05,0.000493895460483087,0,0,0,0.000493895460483087,3.76859613764119e-06,8.2699748576015e-06
"26",0,0,3.86330533772624e-06,0.000249039517638551,0.000194761674050662,0,0.000191425183077171,0,0.000194761674050662,7.81600947665606e-05,0.000135183758677131
"27",0.000298907433068539,0.000298907433068539,0.000298907433068539,0.00506971513679696,0.00199934521594837,0.0148369976210745,0.00205780090346379,0.0173160410562216,0.00199934521594837,0.000297551502172563,0.00381106977162387
"28",0,0,0.0344402084829733,0.0152494612962042,0,0.16708105420189,0.0558041880766893,0.0399009153360222,0,0.00246790798754996,0.036687109785071
"29",0,0,6.22182347552434e-05,0,0,0,0.000232029328507123,9.93429273163832e-05,0,0.000262966572308073,0
"30",0,0,0.000681010214232929,0,0,0,0,0,0,4.14127832979484e-06,0
"31",0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,4.76372916882048e-06,0,1.07437296147866e-05,5.30091564955981e-05,0,0,1.01355939762138e-07,0
"33",0,0,0,0,0.000241051527263628,0,0,0,0.000241051527263628,1.52846410946554e-06,0
"34",0,0,0,0,0,0,0,0,0,2.85942549566711e-08,0
"35",0,0,0,0,0,0,0.000771280325340065,0,0,0.0448744916561492,0
"36",0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0.000762275157997083,0
"38",0,0,0,0,0,0.000225426151352077,0,0,0,0.00431667098333765,0
"39",0,0,0,3.80620740663602e-07,0,0,0,0,0,7.947361065056e-05,0.000170213595224763
"40",0,0,2.87123593786563e-06,0.000413218705391162,0,0,0.0012372634195586,0,0,6.57991569094208e-05,0
"41",0,0,0,1.08468257903241e-07,0,1.36453068442278e-05,0,1.81792800245832e-05,0,2.29084960691646e-05,3.91787347546508e-05
"42",0,0,0,1.01465061013565e-06,0,5.14322895482555e-06,0,0,0,1.57445784331394e-06,0
