"","Bellwether","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp"
"1",0.116504854368932,0.300970873786408,0.0388349514563107,0.281553398058252,0.12621359223301,0.0776699029126214,0.0388349514563107,0.368932038834951
"2",0.116279069767442,0.116279069767442,0.0387596899224806,0.403100775193798,0.0775193798449612,0.124031007751938,0.0387596899224806,0.534883720930233
"3",0.265625,0.171875,0.015625,0.140625,0.265625,0.25,0.015625,0.515625
"4",0.106122448979592,0.126530612244898,0.0653061224489796,0.16734693877551,0.163265306122449,0.0857142857142857,0.0653061224489796,0.387755102040816
"5",0.138755980861244,0.167464114832536,0.0909090909090909,0.129186602870813,0.0813397129186603,0.248803827751196,0.0861244019138756,0.296650717703349
"6",0.25,0.25,0.1,0.15,0.1,0.2,0.15,0.2
"7",0.025,0.15,0.025,0.15,0.125,0.175,0,0.525
"8",0.09375,0.3125,0.125,0.28125,0.21875,0.3125,0.09375,0.3125
"9",0.195652173913043,0.195652173913043,0.0760869565217391,0.239130434782609,0.119565217391304,0.173913043478261,0.0652173913043478,0.260869565217391
"10",0.132530120481928,0.198795180722892,0.102409638554217,0.132530120481928,0.150602409638554,0.192771084337349,0.102409638554217,0.27710843373494
"11",0,0.111111111111111,0.0740740740740741,0.0740740740740741,0.0740740740740741,0.111111111111111,0.0740740740740741,0.481481481481481
"12",0.3125,0.4375,0.0625,0.0625,0.0625,0.0625,0.0625,0.3125
"13",0,0.461538461538462,0.153846153846154,0.0769230769230769,0.153846153846154,0.230769230769231,0.0769230769230769,0.307692307692308
"14",0.0694444444444444,0.106481481481481,0.0601851851851852,0.0648148148148148,0.101851851851852,0.462962962962963,0.0601851851851852,0.601851851851852
"15",0.110344827586207,0.117241379310345,0.0620689655172414,0.0827586206896552,0.117241379310345,0.420689655172414,0.0551724137931034,0.468965517241379
"16",0.127659574468085,0.106382978723404,0.0585106382978723,0.0691489361702128,0.111702127659574,0.521276595744681,0.0585106382978723,0.531914893617021
"17",0.2,0,0,0.2,0,0.2,0,0.2
"18",0.2,0.2,0.2,0.2,0.2,0.4,0.2,0
"19",0.2,0,0,0,0,0,0,0.2
"20",0.0476190476190476,0.0952380952380952,0.0158730158730159,0.206349206349206,0.0634920634920635,0.0158730158730159,0.0158730158730159,0.571428571428571
"21",0.125,0.25,0.0625,0.1875,0.25,0.1875,0.0625,0.3125
"22",0.125,0.175,0.125,0.2,0.125,0.225,0.125,0.25
"23",0.1,0.322222222222222,0,0.0222222222222222,0.211111111111111,0.0333333333333333,0,0.522222222222222
"24",0.106666666666667,0.293333333333333,0,0.0266666666666667,0.213333333333333,0.04,0,0.426666666666667
"25",0.164556962025316,0.379746835443038,0,0.0379746835443038,0.240506329113924,0.0506329113924051,0,0.379746835443038
"26",0.125,0.354166666666667,0.0208333333333333,0.208333333333333,0.291666666666667,0.0833333333333333,0.0208333333333333,0.270833333333333
"27",0.181818181818182,0.181818181818182,0,0.0909090909090909,0.272727272727273,0.363636363636364,0,0.454545454545455
"28",0,0,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.166666666666667
"29",0.205882352941176,0.176470588235294,0.176470588235294,0.147058823529412,0.235294117647059,0.205882352941176,0.117647058823529,0.235294117647059
"30",0.162162162162162,0.189189189189189,0.162162162162162,0.189189189189189,0.216216216216216,0.216216216216216,0.108108108108108,0.243243243243243
"31",0.0846560846560847,0.0582010582010582,0.037037037037037,0.222222222222222,0.100529100529101,0.0687830687830688,0.0317460317460317,0.613756613756614
"32",0.153846153846154,0.0879120879120879,0.032967032967033,0.241758241758242,0.131868131868132,0.142857142857143,0.032967032967033,0.494505494505495
"33",0.0833333333333333,0.0902777777777778,0.0138888888888889,0.152777777777778,0.131944444444444,0.0208333333333333,0.0138888888888889,0.597222222222222
"34",0.108374384236453,0.133004926108374,0.0197044334975369,0.147783251231527,0.113300492610837,0.0295566502463054,0.0197044334975369,0.61576354679803
"35",0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.2
"36",0,0.05,0,0,0,0,0,0.8
"37",0,0.1,0,0,0.1,0,0,0.5
"38",0.133333333333333,0,0,0.0666666666666667,0.133333333333333,0,0,0.466666666666667
"39",0.0567375886524823,0.113475177304965,0.0354609929078014,0.141843971631206,0.0567375886524823,0.184397163120567,0.0354609929078014,0.460992907801418
"40",0.243243243243243,0.0810810810810811,0.108108108108108,0.135135135135135,0.0540540540540541,0.162162162162162,0.0810810810810811,0.459459459459459
"41",0.0887096774193548,0.104838709677419,0.0161290322580645,0.0685483870967742,0.0887096774193548,0.0161290322580645,0.0161290322580645,0.568548387096774
"42",0.096085409252669,0.120996441281139,0.0142348754448399,0.174377224199288,0.110320284697509,0.0284697508896797,0.0142348754448399,0.544483985765125
"43",0,0.222222222222222,0.0740740740740741,0.0740740740740741,0.111111111111111,0,0.0740740740740741,0.518518518518518
"44",0.333333333333333,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111,0.111111111111111,0.333333333333333
"45",0.333333333333333,0.111111111111111,0.111111111111111,0.555555555555556,0,0.111111111111111,0,0.444444444444444
"46",0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.333333333333333
"47",0.25,0.25,0.25,0.4375,0.125,0.3125,0.1875,0.125
"48",0.183333333333333,0.216666666666667,0.133333333333333,0.116666666666667,0.0833333333333333,0.133333333333333,0.1,0.383333333333333
"49",0.174418604651163,0.197674418604651,0.116279069767442,0.151162790697674,0.13953488372093,0.186046511627907,0.116279069767442,0.348837209302326
"50",0,0.111111111111111,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0.444444444444444
"51",0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,0.0714285714285714,0.428571428571429
"52",0.153846153846154,0,0,0.153846153846154,0,0,0,0.307692307692308
"53",0.246753246753247,0.272727272727273,0.12987012987013,0.181818181818182,0.181818181818182,0.103896103896104,0.12987012987013,0.25974025974026
"54",0.129251700680272,0.0748299319727891,0,0.272108843537415,0.0748299319727891,0,0,0.761904761904762
"55",0.0492957746478873,0.0774647887323944,0,0.288732394366197,0.119718309859155,0.00704225352112676,0,0.683098591549296
