"cutoff","recall_median","pii_median","pci_median","roi_median","ifap_median","roi3_median","ifap3_median"
0.1,0.187033582089552,0.0987137066754901,0.252976491242221,0.705278726504528,7.80038209692421e-06,1.19260394577505,0.00279277719056943
0.2,0.367532467532467,0.198962786695706,0.458130367440226,0.795301377927185,7.80038209692421e-06,1.23228773831906,0.00279277719056943
0.3,0.508903757076685,0.298728242711646,0.668181061002115,0.821973997678575,7.80038209692421e-06,1.18026138429769,0.00279277719056943
0.4,0.627920733510795,0.398466870300752,0.783030049610674,0.836351560094095,7.80038209692421e-06,1.1580459274727,0.00279277719056943
0.5,0.733854166666666,0.499527025521007,0.855699361389894,0.890753574049053,7.80038209692421e-06,1.14948142264513,0.00279277719056943
0.6,0.796988224637681,0.599000614862186,0.913196992665846,0.912318819052989,7.80038209692421e-06,1.10561939440155,0.00279277719056943
0.7,0.863006351206389,0.698609684048292,0.94294978923732,0.936641624616602,7.80038209692421e-06,1.06907565047084,0.00279277719056943
0.8,0.921644844517185,0.799193861693861,0.969824026589174,0.956950818200141,7.80038209692421e-06,1.0501064777828,0.00279277719056943
0.9,0.966479400749064,0.898222929601179,0.989368777785596,0.9795832354184,7.80038209692421e-06,1.02706640834855,0.00279277719056943
1,1,1,1,1,7.80038209692421e-06,1,0.00279277719056943
