"cutoff","recall_median","pii_median","pci_median","roi_median","ifap_median","roi3_median","ifap3_median"
0.1,0.209332638164755,0.0987137066754901,0.310524394376084,0.619259129901531,0,1.18239873634227,0
0.2,0.349641612415335,0.198962786695706,0.491504288304221,0.739050327358386,0,1.17642648534154,0
0.3,0.488372093023256,0.298728242711646,0.604501781423575,0.783754352584444,0,1.14307583016192,0
0.4,0.598587867193952,0.398466870300752,0.677754565225869,0.87570090942009,0,1.13780912809453,0
0.5,0.676478283621141,0.499527025521007,0.727119444785026,0.938256376138263,0,1.13720104900551,0
0.6,0.765587619617225,0.599000614862186,0.764506502397821,0.990992441387171,0,1.12651468963529,0
0.7,0.809691482226694,0.698609684048292,0.790398279569624,1.0132282956244,0,1.09137999621885,0
0.8,0.858000774893452,0.799193861693861,0.801515353089982,1.06168905438889,0,1.06918518954019,0
0.9,0.908306984765737,0.898222929601179,0.805708062059297,1.11208766368837,0,1.06120275025661,0
1,1,1,1,1,0,1,0
