"","Bellwether","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp"
"1",0.446601941747573,0.315533980582524,0.543689320388349,0.37378640776699,0.446601941747573,0.155339805825243,0.538834951456311,0.0922330097087379
"2",0.372093023255814,0.372093023255814,0.372093023255814,0.27906976744186,0.333333333333333,0.178294573643411,0.356589147286822,0.0310077519379845
"3",0.453125,0.515625,0.515625,0.21875,0.515625,0.3125,0.375,0.09375
"4",0.440816326530612,0.391836734693878,0.453061224489796,0.216326530612245,0.391836734693878,0.146938775510204,0.444897959183673,0.138775510204082
"5",0.444976076555024,0.440191387559809,0.45933014354067,0.483253588516746,0.373205741626794,0.339712918660287,0.454545454545455,0.076555023923445
"6",0.65,0.3,0.4,0.4,0.35,0.55,0.55,0
"7",0.2,0.225,0.25,0.15,0.375,0.25,0.225,0.175
"8",0.46875,0.53125,0.625,0.625,0.46875,0.5625,0.59375,0.03125
"9",0.445652173913043,0.358695652173913,0.445652173913043,0.184782608695652,0.358695652173913,0.326086956521739,0.510869565217391,0.0217391304347826
"10",0.475903614457831,0.44578313253012,0.493975903614458,0.506024096385542,0.385542168674699,0.343373493975904,0.566265060240964,0.0301204819277108
"11",0.444444444444444,0.407407407407407,0.481481481481481,0.0740740740740741,0.0740740740740741,0.333333333333333,0.444444444444444,0.037037037037037
"12",0.375,0.5,0.5,0.5,0.5,0.25,0.5,0
"13",0.307692307692308,0.538461538461538,0.538461538461538,0.307692307692308,0.307692307692308,0.153846153846154,0.307692307692308,0.153846153846154
"14",0.240740740740741,0.231481481481481,0.24537037037037,0.240740740740741,0.217592592592593,0.175925925925926,0.231481481481481,0.166666666666667
"15",0.379310344827586,0.310344827586207,0.324137931034483,0.344827586206897,0.310344827586207,0.0689655172413793,0.393103448275862,0.0689655172413793
"16",0.345744680851064,0.276595744680851,0.287234042553192,0.297872340425532,0.265957446808511,0.106382978723404,0.308510638297872,0.106382978723404
"17",0.4,0.2,0.2,0.4,0.4,0.2,0.4,0
"18",0.6,0.4,0.6,0.2,0.2,0.6,0.6,0
"19",0.4,0,0.2,0.2,0.2,0,0.4,0
"20",0.285714285714286,0.26984126984127,0.26984126984127,0.238095238095238,0.26984126984127,0.158730158730159,0.285714285714286,0.142857142857143
"21",0.5625,0.5625,0.5625,0.5,0.5,0.1875,0.5625,0.125
"22",0.6,0.525,0.5,0.575,0.4,0.175,0.625,0.075
"23",0.422222222222222,0.388888888888889,0.388888888888889,0.444444444444444,0.466666666666667,0.0555555555555556,0.422222222222222,0.0222222222222222
"24",0.4,0.44,0.44,0.52,0.493333333333333,0.08,0.48,0.04
"25",0.417721518987342,0.468354430379747,0.544303797468354,0.506329113924051,0.481012658227848,0.0759493670886076,0.506329113924051,0.0253164556962025
"26",0.5,0.4375,0.604166666666667,0.541666666666667,0.625,0.0416666666666667,0.604166666666667,0.0208333333333333
