"","CamargoCruz09-NB","Amasaki15-NB","Peters15-NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",0.175840753386445,0.196848987971703,0.197531856017496,0.198326303809333,0.193662270424673,0.198022806900091,0.196862377541229,0.199995536810158,0.193662270424673,0.199232331347214,0.19230099752293
"2",0.183361157484697,0.173420347043052,0.195224363838721,0.185764152375171,0.183361157484697,0.197855010876714,0.184474123539232,0.179592249709111,0.183361157484697,0.199549754641574,0.163403652552234
"3",0.197215238303454,0.176800940096196,0.197871119370354,0.181433100131176,0.191257651945781,0.193102317446436,0.199907083515523,0.188716112811544,0.191257651945781,0.199688456493223,0.197775470048098
"4",0.188780412807011,0.199824473741528,0.199587449231912,0.197409386170581,0.199203085162266,0.198267799259459,0.199959001165904,0.176871532715788,0.198645757261278,0.19961947957105,0.19929277011185
"5",0.198588654798846,0.198098698894877,0.199391638085906,0.198602264685067,0.198105503837988,0.199180684849475,0.198486580652186,0.197799281398008,0.198799608035277,0.199725080298329,0.198343676846862
"6",0.195734634870951,0.191384386853763,0.194010451205602,0.188307382158678,0.194116554815778,0.194938857794636,0.197060929998143,0.186158784052627,0.199925727472877,0.194461391548847,0.158784052627391
"7",0.197914936802288,0.194704308515546,0.192176400036904,0.178522003874896,0.192268659470431,0.192656149091245,0.187766399114309,0.199907740566473,0.19887443491097,0.199963096226589,0.192305563243842
"8",0.195756315553666,0.195756315553666,0.192723471228187,0.197042976782658,0.196284765701288,0.185026479947615,0.193320849655933,0.197927556377589,0.188783071214401,0.198180293404712,0.198743207692396
"9",0.194858979566607,0.194858979566607,0.189260547833919,0.198735496176465,0.192130406371969,0.198293979478304,0.198108542465076,0.192059763700263,0.197004750719672,0.197931935785811,0.198082051463186
"10",0.19740909548389,0.198568915855511,0.199953990596828,0.197965042438882,0.194706043047548,0.196460151543472,0.199733528873297,0.197380339606907,0.197236560221995,0.199196752502959,0.198712695240423
"11",0.192521217535575,0.192521217535575,0.19918958585923,0.179854508327484,0.19481845447004,0.19963627081871,0.199061961585093,0.187448152638632,0.19481845447004,0.19670091251356,0.153372471444069
"12",0.183292079207921,0.183292079207921,0.183292079207921,0.199319306930693,0.183292079207921,0.183292079207921,0.0256497524752475,0.124381188118812,0.183292079207921,0.197679455445545,0.162469059405941
"13",0.177930666350345,0.195605112541146,0.196998902760891,0.175736188132025,0.196257524984431,0.18540375433706,0.173452744580528,0.199134070757095,0.194389252987752,0.199638207645088,0.193855460988701
"14",0.198470634370004,0.193161593918735,0.199782811981539,0.185258363246961,0.198455551868722,0.196404331694368,0.199767729480257,0.199466079454617,0.195439051612319,0.199571656963591,0.199511326958463
"15",0.195065252854812,0.19790986949429,0.19673735725938,0.196655791190865,0.197593800978793,0.198654159869494,0.196849510603589,0.199561582381729,0.197746737357259,0.199918433931485,0.197175774877651
"16",0.199761178187608,0.196373446552563,0.197284507540578,0.196718411392685,0.197859448940781,0.19902702224581,0.199911547476892,0.199761178187608,0.199203927292026,0.199743487682986,0.198018663482376
"17",0,0,0.177671885636487,0.142273655547992,0,0.148400272294078,0,0.139550714771954,0,0.178352620830497,0.139550714771954
"18",0.131079967023908,0.131079967023908,0.19263533937895,0.198680956306678,0.176971695520747,0.199780159384446,0.194833745534487,0.149491618576532,0.176971695520747,0.197032151690025,0.188513327837318
"19",0.191075050709939,0.191075050709939,0.141987829614604,0.158012170385396,0.158012170385396,0.111561866125761,0.169776876267748,0.182555780933063,0.191075050709939,0.198782961460446,0.195740365111562
"20",0.145903561483219,0.145903561483219,0.145903561483219,0.148468415652939,0.145903561483219,0.192877033562949,0.189432800820753,0.0740143631833504,0.145903561483219,0.195075479994137,0.125970980507108
