"","CamargoCruz09-NB","Amasaki15-NB","Peters15-NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",0,0.00632111251580278,0.00632111251580278,0.168141592920354,0.00126422250316056,0.127686472819216,0.0189633375474083,0.0543615676359039,0.00126422250316056,0.836915297092288,0.011378002528445
"2",0,0,0.0102564102564103,0.0307692307692308,0,0.164102564102564,0.0256410256410256,0.0102564102564103,0,0.856410256410256,0.0307692307692308
"3",0.0223285486443381,0.0143540669856459,0.0143540669856459,0.0303030303030303,0.0111642743221691,0.145135566188198,0.0829346092503987,0.0334928229665072,0.0111642743221691,0.740031897926635,0.0797448165869219
"4",0.00927643784786642,0.00989486703772418,0.0123685837971552,0.0296846011131725,0.00618429189857761,0.163265306122449,0.0296846011131725,0.0166975881261596,0.00556586270871985,0.722943722943723,0.0148423005565863
"5",0.0225155279503106,0.0240683229813665,0.0279503105590062,0.0442546583850932,0.0225155279503106,0.0256211180124224,0.0582298136645963,0.0527950310559006,0.0232919254658385,0.664596273291925,0.0279503105590062
"6",0.0571428571428571,0.0476190476190476,0.0380952380952381,0.0761904761904762,0.0285714285714286,0.0571428571428571,0.0857142857142857,0.0761904761904762,0.019047619047619,0.657142857142857,0.0571428571428571
"7",0.0579710144927536,0.0507246376811594,0.0579710144927536,0.0869565217391304,0.0434782608695652,0.181159420289855,0.0652173913043478,0.072463768115942,0.0507246376811594,0.659420289855073,0.0942028985507246
"8",0.0459770114942529,0.0459770114942529,0.0306513409961686,0.0766283524904215,0.0153256704980843,0.0344827586206897,0.053639846743295,0.053639846743295,0.0153256704980843,0.708812260536398,0.0651340996168582
"9",0.0231660231660232,0.0231660231660232,0.0154440154440154,0.0694980694980695,0.0115830115830116,0.22007722007722,0.0617760617760618,0.0386100386100386,0.0154440154440154,0.795366795366795,0.0386100386100386
"10",0.0207253886010363,0.0189982728842832,0.0207253886010363,0.0604490500863558,0.00690846286701209,0.0224525043177893,0.0483592400690846,0.0259067357512953,0.00518134715025907,0.753022452504318,0.0500863557858377
"11",0.0193236714975845,0.0193236714975845,0.0241545893719807,0.0434782608695652,0.00966183574879227,0.270531400966184,0.120772946859903,0.0386473429951691,0.00966183574879227,0.734299516908213,0.0531400966183575
"12",0,0,0,0,0,0,0,0,0,1,0.0740740740740741
"13",0.0398773006134969,0.0398773006134969,0.0398773006134969,0.049079754601227,0.0306748466257669,0.0460122699386503,0.0674846625766871,0.46319018404908,0.0276073619631902,0.616564417177914,0.0582822085889571
