"Recall","Recall_one","ROI","ROI_one","IFAP","IFAP_one","MDD","MDD_one","IFAP2","IFAP2_one","ROI2","ROI2_one","IFA","IFA_one","IFA_PII","IFA_PII_one","IFA_PCI","IFA_PCI_one","IFAP3","IFAP3_one","ROI3","ROI3_one"
0.548913043478261,0.516304347826087,0.776497205242844,0.924350243125658,0,0,0.616849457787019,0.669117387604019,0,0,1.21051373995053,1.36127631543683,0,0,0,0,0,0,0,0,1.45984493043305,1.54474277703422
0.347826086956522,0.339130434782609,0.935885104851637,0.618785856586964,0,0,4.07217027255342,1.63029694516524,0,0,1.21690976758194,0.906695767249947,0,0,0,0,0,0,0,0,1.27578457010077,1.02432689260232
0.553571428571429,0.410714285714286,1.53516460932199,0.772547947994018,9.4029798414987e-06,0.000206387438893912,1.80674691229454,0.499475500549406,0.00307036510123875,0.0237460568577473,1.97494531707702,1.12272850634501,2,3,0.0032258064516129,0.00483870967741936,0.0029149237508646,0.0426534040380752,0.00306642786341024,0.0143661908275615,2.06133848005934,1.25955642716077
0.511415525114155,0.415525114155251,0.912709535251373,0.856453001289846,0,1.96112074730221e-05,1.3953520462746,1.24780691505206,0,0.0063675842326434,1.34609812091135,1.21375796812646,0,3,0,0.0017921146953405,0,0.0109430537699463,0,0.00442845429840052,1.5295290899293,1.33553384996559
0.46524064171123,0.406417112299465,0.821077487184621,0.915744890607749,1.09402292710768e-05,9.23540510189971e-06,0.932846776826457,1.0723786937369,0.0044243292002374,0.00385065586730931,1.21397710642767,1.26282809007721,2,2,0.00148588410104012,0.00148588410104012,0.00736277429943468,0.00621542763357851,0.0033076017400946,0.00303898093148011,1.38253866288447,1.36464483223739
0.529411764705882,0.529411764705882,1.09146030031958,1.23986937314027,0,0.000280227282212722,0.405405647775563,0.635862101632102,0,0.0200571186673106,1.54969311102284,1.69360780155621,0,1,0,0.00900900900900901,0,0.0311052283256122,0,0.0167399905081431,1.70746148007323,1.8198471345034
0.2,0.342857142857143,5.96653895274585,0.768488221465241,0,0.000651305127701846,7.26837693758311,0.473362067716828,0,0.032178687002249,1.75063266975086,1.06956767692888,0,2,0,0.0125786163522013,0,0.0517787576522968,0,0.0255206803926119,2.47396728990631,1.16249989903599
0.37037037037037,0.62962962962963,0.822193501518394,1.25436205042192,0.000618510255313357,6.73620158730299e-05,0.233442475397392,0.388898462235479,0.0326523225429127,0.0107064518836909,1.14012752424769,1.79589957589184,3,1,0.0114942528735632,0.00383141762452107,0.0538103922122621,0.0175814861428608,0.0248698664112487,0.00820743662010435,1.23629957430958,1.99100620557251
0.444444444444444,0.493827160493827,0.803315904671617,1.02067137635108,3.80600164033137e-05,0,0.566858707999664,0.622685751481144,0.00756777926321834,0,1.18405704981559,1.44970813205447,1,0,0.00318471337579618,0,0.0119508451506405,0,0.00616928005551002,0,1.34468606099343,1.59771544430591
0.527027027027027,0.5,0.836896420526668,1.04602103005701,0,1.06870797864854e-05,0.55013984446019,0.692284566643461,0,0.00432221234403528,1.27217626102948,1.47752816925332,0,1,0,0.00149476831091181,0,0.00714965637715876,0,0.00326910993796254,1.48949667206967,1.62196862321447
0.478260869565217,0.347826086956522,0.780883285964088,0.653286458101554,5.45828281379694e-05,0,0.683095869505918,0.592229299411595,0.00809625003802546,0,1.18288639367097,0.954782782964703,1,0,0.00478468899521531,0,0.0114078110808356,0,0.00738801922966971,0,1.37977001573515,1.07625236327978
0.538461538461538,0.538461538461538,0.735765996953955,0.926281321683096,0,0,0.230248393193342,0.284885406179504,0,0,1.16926302866833,1.39768559513268,0,0,0,0,0,0,0,0,1.44710166266911,1.62368074027156
0.4,0.3,0.797752808988765,0.695436736575247,0.00010652929418874,0.0010193562852557,0.313625137736056,0.302886076579957,0.0113699240678003,0.039137320525756,1.14379137092272,0.953283700436395,2,5,0.0066006600660066,0.0165016501650165,0.016139188069594,0.0617729908864954,0.0103213029307709,0.0319273595096071,1.26943320980558,1.02644369349297
0.227979274611399,0.217616580310881,0.571545643823326,0.467233944358161,0,5.57338660556771e-05,2.18618848145554,1.22082778496111,0,0.0094286016354071,0.761349552020836,0.653743662865871,0,2,0,0.0036697247706422,0,0.015187478500172,0,0.00746551177453208,0.807157237736697,0.71301421155678
0.410852713178295,0.37984496124031,0.713457140185774,0.80030138042707,0,7.35228234845375e-05,0.98186002159876,0.97381544318542,0,0.0115104372769927,1.06013440741381,1.12736869209606,0,3,0,0.00383141762452107,0,0.0191894569294643,0,0.00857454508907251,1.21295756049353,1.23523204470891
0.30952380952381,0.267857142857143,0.5528252361199,0.564491040318567,0,0,0.865426367561849,0.795077363450776,0,0,0.815144331659698,0.794769919740862,0,0,0,0,0,0,0,0,0.926035121072261,0.870495719235401
0,0.333333333333333,0,1.19113149847095,0.0383275261324042,0,0,4.58715596330275,0.205574912891986,0,0,1.57715112075199,1,0,0.142857142857143,0,0.268292682926829,0,0.195774171259654,0,0,1.66712531915436
0.333333333333333,0.333333333333333,2.36791758646062,0.656065239551478,0.00877874456183965,0.011753085323626,1.01086176564596,0.589377478828792,0.0976149782473586,0.136481177306224,1.97707051092168,0.946286698488214,7,3,0.125,0.0535714285714286,0.0702299564947172,0.219390926041019,0.0936949548366381,0.108411647545944,2.00456588545882,1.05514114257479
0.666666666666667,0.666666666666667,3.01583873290137,1.96805261921541,0,0.00407814116336437,2.50601782429052,1.12419126760908,0,0.0697710272937057,3.43889173935352,2.63811698024089,0,1,0,0.0416666666666667,0,0.0978753879207448,0,0.0638603254248236,3.47323407382881,2.80574597511279
0.309090909090909,0.272727272727273,0.52685100740597,0.48215831102703,0,0,0.750596469572458,0.820413091740228,0,0,0.791978610501092,0.718160716974074,0,0,0,0,0,0,0,0,0.916480567163783,0.8235602006098
0.307692307692308,0.538461538461538,2.18630873560451,0.873703115729382,0.002380087542763,0.00310492966914299,0.33179515249556,0.168145846842265,0.0528304141741593,0.0927473104396132,1.80604528786592,1.31927677502819,7,4,0.0325581395348837,0.0186046511627907,0.0731026888134349,0.166889969716436,0.0487861408881969,0.055721895778437,1.83399888247785,1.53371366925884
0.371428571428571,0.628571428571429,0.797863966182931,1.11462092746894,0.000354962273153089,6.83927551885847e-05,0.404746452696027,0.436755593449161,0.0233974241024419,0.0123591605295037,1.11619100391779,1.64561944212457,3,1,0.00952380952380952,0.00317460317460317,0.0372710386810743,0.0215437178844042,0.0188404424882509,0.00826999124477074,1.21727045711637,1.87165550876057
0.45,0.4125,0.672530080582846,0.725071947894577,0,0,0.315383317829617,0.258579841929739,0,0,1.03848640250094,1.07640530511588,0,0,0,0,0,0,0,0,1.23778333719104,1.23050971296013
0.439393939393939,0.454545454545455,0.610817168359358,0.788923927797347,0,0,0.211800857731816,0.26194293468897,0,0,0.958165708733546,1.17459526390948,0,0,0,0,0,0,0,0,1.16484219076122,1.34645135382649
0.557142857142857,0.5,0.857552862402234,0.93199686790885,0,0,0.557885585529984,0.434911228713878,0,0,1.31584432019561,1.36311260727186,0,0,0,0,0,0,0,0,1.55680597893624,1.53749242761349
0.642857142857143,0.571428571428571,0.946821173938203,1.09116895429612,0,0,0.194601090137287,0.229496971051223,0,0,1.46681952880277,1.58454367383261,0,0,0,0,0,0,0,0,1.75522375644785,1.77651241485051
0.5,0.25,0.986728156023375,0.490944440552091,0,0.0033906846480431,0.0787688109468801,0.0265889914457875,0,0.080313692960862,1.41497718185857,0.704997283538242,0,11,0,0.025,0,0.135627385921724,0,0.0582295856763819,1.57061147011552,0.783377655214976
0.5,0,1.58913308913309,0,0,0.123633569657388,3.62326139641113,0,0,0.363025180735515,2.01428068941259,0,0,6,0,0.272727272727273,0,0.453323088743757,0,0.351615656160798,2.09048223984706,0
0.517241379310345,0.448275862068966,1.18721071699536,1.07715734609185,0,0.000940909545894365,2.04587034765924,1.46914421806516,0,0.0363954203348952,1.64476399768664,1.471100358511,0,2,0,0.0168067226890756,0,0.0559841179807147,0,0.0306742489051381,1.78246125082699,1.58059940350771
0.15625,0.375,1.30366752456715,0.862741935483871,0.00348195924471864,0.000404865395401009,0.835492880048212,1.27964781406313,0.0687967377079828,0.0246418723125818,0.983413062902399,1.18562575616243,10,1,0.104166666666667,0.0104166666666667,0.0334268087492989,0.0388670779584969,0.059008128632576,0.0201212672414291,1.01450046998789,1.27854172023853
0.21301775147929,0.195266272189349,0.535942753442266,0.458629091803072,0,0,2.5208003626264,1.83273545639941,0,0,0.717008248204604,0.627379582827301,0,0,0,0,0,0,0,0,0.761800746906814,0.674712431182866
0.3,0.325,0.545913732027506,0.714757731439509,0,0,1.14082863528117,0.99562775063186,0,0,0.804214978376287,0.998109250103369,0,0,0,0,0,0,0,0,0.91286431393376,1.087188135813
0.25,0.25,0.976643019676082,0.510102069351231,0,0,2.52722133300633,0.873737465070325,0,0,1.09654198163538,0.724534784421981,0,0,0,0,0,0,0,0,1.1048998934723,0.79851586502025
0.25414364640884,0.259668508287293,1.24747052673923,0.514474103459183,0,0,2.3215950470763,0.765009035161754,0,0,1.26724725406582,0.739696722146316,0,0,0,0,0,0,0,0,1.26740653415897,0.822720971242146
0.375,0.5,1.09446500672947,1.23914285714286,0,0,2.37451420440604,2.0782891630503,0,0,1.45195144199045,1.73184832806695,0,0,0,0,0,0,0,0,1.53620967669144,1.88746806973938
0.235294117647059,0.235294117647059,0.287217526306711,0.278439734102596,0,0,0.673919150206773,0.660262087155063,0,0,0.470100552493279,0.458277424863709,0,0,0,0,0,0,0,0,0.609666523058382,0.600278080179958
0.375,0.375,0.467456450500173,0.462116368286445,0.00331121662840791,0,0.250173600266073,0.263831837506077,0.0842104021886104,0,0.76217037567267,0.755057300240598,1,0,0.0227272727272727,0,0.145693531649948,0,0.0575431718660686,0,0.981900671736508,0.976276092911627
0.333333333333333,0.416666666666667,1.41985706993364,0.605042199599757,0,0,2.97688775598554,0.952285994202236,0,0,1.6128895308803,0.960915387823289,0,0,0,0,0,0,0,0,1.62800487219053,1.1881772310558
0.304,0.272,0.83788127435251,0.672188244965063,0,0,2.33591677272663,1.2926908234622,0,0,1.08209692747922,0.901108800736917,0,0,0,0,0,0,0,0,1.13121359675253,0.958399307315451
0.4375,0.34375,1.51712279177527,0.761146444233106,0.000351125116111174,7.6678592466358e-05,0.558347679118557,0.255707029719729,0.0187634129157489,0.0125527016721283,1.79427161259772,1.0562142149696,5,1,0.0177935943060498,0.00355871886120996,0.019733231525448,0.0215466844830466,0.0187383327996696,0.00875663134238036,1.82498181602424,1.14581528481783
0.256756756756757,0.252252252252252,1.25292008365596,0.538960369020298,0,0,2.25377737343725,0.764173603455164,0,0,1.26816417668646,0.755206829388066,0,0,0,0,0,0,0,0,1.26825805172865,0.824481555160803
0.294820717131474,0.274900398406374,1.08939011513232,0.591160649231865,0,0,2.94233133474131,1.03063090318409,0,0,1.25287912695206,0.826745620456681,0,0,0,0,0,0,0,0,1.26723078991013,0.901416379915549
