sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
162,19,5,4,34,101,0,19,0.854166667,1,2,0.7,0.236842105,7.105263158,1,0.9474,1
348,29,5,7,66,290,0,29,0.908163265,1,1,0.594202899,0.482758621,10.51724138,1,0.9655,1
68,10,4,6,19,45,1,10,2,0,0,0.769230769,0.285714286,5.8,2,1,1
181,21,1,14,48,110,8,21,0.75,1,3,0,0.206349206,7.476190476,3,1.1429,1
67,7,5,2,15,3,0,7,0.583333333,1,0,0.875,0.428571429,8.285714286,1,0.8571,1
44,9,1,18,10,28,17,9,0.875,1,0,0,0.481481481,3.444444444,1,0.8889,0
9,9,1,2,9,36,2,9,2,0,0,0,1,0,1,1,0
123,2,1,0,10,1,0,1,1,0.2,0,0,1,58,0,0,0
24,5,2,6,6,6,4,5,0.75,1,0,0.666666667,0.7,3.4,1,0.8,0
8,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
58,7,5,4,14,9,0,7,0.666666667,1,0,0.872340426,0.642857143,7,2,1,0
100,12,5,4,18,18,0,12,0.763636364,1,2,0.788461538,0.283333333,6.916666667,2,1.0833,0
4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
105,16,2,5,19,74,3,16,0.855555556,1,0,0.363636364,0.375,5.1875,3,1,0
18,4,3,7,6,4,6,4,0.666666667,1,0,0.925,0.625,3.25,1,0.75,0
47,8,4,6,16,28,1,8,2,0,0,0.810810811,0.333333333,4.875,1,0.875,0
74,15,2,10,16,91,8,15,0.928571429,0.857142857,0,0.363636364,0.366666667,3.466666667,1,0.9333,0
7,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
21,3,4,8,6,1,6,2,0.75,1,1,0.975609756,0.75,5.333333333,1,0.3333,0
2,2,1,2,2,1,2,2,2,0,0,0,1,0,1,1,0
38,4,5,3,9,0,0,4,0.333333333,1,0,0.931818182,0.625,8.25,1,0.75,0
16,3,4,10,4,3,7,3,1,1,2,0.952380952,0.555555556,3.666666667,1,0.6667,0
296,18,3,21,47,153,10,2,2,0,0,0.433333333,0.255555556,15.44444444,5,1.4444,0
38,4,5,3,9,0,0,4,0.333333333,1,0,0.933333333,0.625,8.25,1,0.75,0
8,2,4,1,4,1,0,2,2,0,0,0.975609756,1,3,1,0.5,0
4,1,2,1,2,0,0,1,2,0,0,1,1,3,0,0,0
58,7,5,4,14,9,0,7,0.666666667,1,0,0.872340426,0.642857143,7,2,1,0
4,1,4,1,2,0,0,1,2,0,0,1,1,3,0,0,0
54,11,2,9,12,45,6,11,0.9,0.8,1,0.444444444,0.363636364,3.454545455,1,0.9091,0
209,14,1,13,38,33,9,14,0.576923077,1,2,0,0.258928571,13.78571429,6,1.7143,0
6,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
10,2,4,5,3,1,3,2,1,1,1,0.975609756,0.75,3.5,1,0.5,0
14,3,2,8,4,1,6,3,0.5,1,0,0.8,0.666666667,3.333333333,1,0.6667,0
4,1,2,2,2,0,1,1,2,0,0,1,1,3,0,0,0
30,4,5,2,9,0,0,4,0,1,0,0.931818182,0.625,6.25,1,0.75,0
39,7,1,6,13,0,4,7,0.166666667,1,1,0,0.342857143,4.428571429,1,0.8571,0
4,1,2,1,2,0,0,1,2,0,0,1,1,3,0,0,0
88,8,1,4,17,28,3,8,2,0,0,0,0.1875,10,2,1.625,0
47,8,4,6,16,28,1,8,2,0,0,0.810810811,0.333333333,4.875,1,0.875,0
34,6,4,5,12,15,0,6,2,0,0,0.857142857,0.433333333,4.666666667,1,0.8333,0
201,25,5,6,42,238,0,25,0.920454545,1,0,0.630769231,0.72,6.6,1,0.96,0
28,4,5,2,8,0,0,4,0,1,0,0.931818182,0.625,5.75,1,0.75,0
51,9,1,9,17,0,7,9,0.125,1,1,0,0.296296296,4.555555556,1,0.8889,0
83,6,4,10,20,15,0,6,2,0,0,0.857142857,0.433333333,12.83333333,1,0.8333,0
4,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
95,11,5,4,18,9,0,11,0.7,1,1,0.807692308,0.340909091,7.272727273,1,0.9091,0
42,7,2,8,10,7,6,7,0.666666667,1,0,0.571428571,0.476190476,4.714285714,2,1,0
10,2,4,6,3,1,4,2,1,1,1,0.975609756,0.75,3.5,1,0.5,0
4,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
4,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
39,4,5,3,9,0,0,4,0.333333333,1,0,0.931818182,0.625,8.5,1,0.75,0
44,5,5,3,12,4,0,5,0.5,1,0,0.913043478,0.6,7.6,2,1,0
23,4,5,2,7,0,0,4,0.333333333,1,0,0.933333333,0.625,4.5,1,0.75,0
23,4,5,2,7,0,0,4,0.333333333,1,0,0.931818182,0.625,4.5,1,0.75,0
