sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
1221,15,2,28,83,25,7,13,0.735294118,0.941176471,1,0.697674419,0.251851852,79.26666667,18,2.2,1
8270,153,1,68,250,8092,49,50,0.743421053,0.807692308,10,0,0.145559211,52.88235294,12,2.6275,1
13175,89,1,5,123,492,1,10,0.80815508,0.382352941,1,0,0.339015152,146.6516854,209,13.4831,1
1691,62,1,42,165,1423,3,48,0.827512473,0.608695652,7,0,0.135483871,25.90322581,6,1.3226,1
415,9,2,18,44,6,4,9,0.763888889,1,1,0.529411765,0.25,44.11111111,2,1,1
297,6,2,14,38,1,1,5,0.6,1,1,0.642857143,0.361111111,47.66666667,5,1.6667,1
352,1,1,2,1,0,2,0,2,0,0,0,0,276,0,0,1
211,1,1,2,1,0,2,0,2,0,0,0,0,168,0,0,1
22,5,2,9,8,10,0,5,2,0,0,0.692307692,0.44,3.4,1,0.8,1
319,5,2,27,35,0,13,5,0.25,1,1,0.818181818,0.5,62.6,1,0.8,1
60,0,1,5,0,0,5,0,2,0,0,0,0,0,0,0,1
239,5,2,14,31,10,0,5,2,0,0,0.692307692,0.44,46.8,1,0.8,1
41,5,2,9,13,8,4,5,0.75,1,0,0.909090909,0.4,7,1,0.6,1
218,8,2,18,41,0,5,8,0.642857143,1,1,0.833333333,0.28125,25.75,1,0.75,1
427,7,2,21,44,0,5,6,0.5,1,1,0.857142857,0.387755102,59.42857143,2,0.8571,1
296,10,2,9,46,0,1,8,0.555555556,0.5,1,0.75,0.385714286,28.2,9,2.6,1
151,6,1,7,27,5,4,3,1.076923077,0.307692308,2,0,0.333333333,22,5,2.1667,1
54,10,1,26,11,31,19,10,0.777777778,1,1,0,0.271428571,4,1,0.9,1
325,6,2,18,48,13,0,5,0.8,1,1,0.642857143,0.357142857,52,1,0.8333,1
245,11,2,7,39,7,1,9,0.666666667,0,1,0.72972973,0.333333333,21,5,1.9091,1
316,9,1,12,51,0,1,6,0.714285714,0.571428571,1,0,0.377777778,33.33333333,3,1.6667,1
159,12,1,3,19,42,1,9,0.818181818,0.5,0,0,0.361111111,11.91666667,5,1.6667,1
37,5,1,6,9,0,2,4,0.25,1,1,0,0.433333333,6.2,1,0.8,1
71,7,2,8,13,0,1,7,0.166666667,1,1,0.571428571,0.476190476,9,1,0.8571,1
236,9,1,2,27,18,0,7,0.825,0.4,0,0,0.4,24.66666667,5,1.8889,1
278,28,1,12,60,0,3,28,0,1,1,0,0.25,8.892857143,2,0.9286,1
121,5,1,4,26,0,0,5,0.916666667,0.333333333,0,0,0.48,22.6,2,1.4,1
23,4,2,9,8,6,4,4,2,0,0,0.9375,0.392857143,4.75,1,0.5,1
199,9,2,12,29,34,2,7,0.75,1,0,0.5625,0.263888889,21,5,1.4444,1
13,5,1,3,6,10,1,5,2,0,0,0,0.48,1.6,1,0.8,1
5,5,1,15,5,10,11,5,2,0,0,0,0.68,0,1,1,1
66,4,1,9,14,6,9,3,2,0,0,0,0.416666667,15.5,5,1.75,1
31,5,2,5,10,8,0,5,0.75,0,0,0.692307692,0.44,5,1,0.8,1
357,10,1,12,46,0,1,7,0.814814815,0.5,1,0,0.422222222,34.1,2,1.1,1
121,6,1,5,17,3,3,5,0.4,1,0,0,0.388888889,18.83333333,5,1.8333,1
374,9,1,26,45,10,2,8,0.8,0.4,2,0,0.365079365,40,1,0.8889,1
67,4,2,9,16,2,0,4,0.666666667,0,1,0.727272727,0.4375,15.5,1,0.75,1
659,10,1,15,81,9,0,5,0.747474747,0.727272727,3,0,0.44,63.8,3,1.2,1
220,25,1,13,59,300,1,25,2,0,0,0,0.16,7.8,2,1,1
322,5,3,14,36,8,0,5,0.75,1,0,0.714285714,0.44,63.2,1,0.8,1
14,4,1,15,4,6,14,4,1.333333333,0,0,0,0.55,0,1,1,1
344,5,1,10,39,10,1,2,0.75,0,0,0,0.3,67.6,4,1.4,1
7,2,1,8,2,1,7,2,2,0,0,0,0.625,0,1,1,1
98,6,3,7,12,0,1,6,0,1,2,0.736842105,0.527777778,15,1,0.8333,1
467,14,2,11,52,43,0,12,0.955128205,0.166666667,1,0.5,0.276923077,31.5,12,2.2143,1
116,4,2,4,18,0,1,2,0.555555556,0.333333333,0,0.571428571,0.45,27.25,6,2,1
129,5,2,11,18,10,4,5,2,0,0,0.909090909,0.4,24.8,1,0.6,1
28,4,2,7,10,6,4,4,2,0,0,0.9375,0.392857143,6,1,0.5,1
53,2,1,6,13,1,1,2,2,0,0,0,0.5,25.5,1,0.5,1
476,9,2,9,55,2,0,6,0.583333333,1,0,0.6,0.377777778,51.55555556,9,3.1111,1
340,43,2,44,52,897,0,41,0.011904762,1,0,0.505882353,0.06760411,6.860465116,4,1.0698,1
41,41,1,48,41,820,43,41,2,0,0,0,0.069767442,0,1,1,1
405,32,1,65,56,418,54,31,0.913978495,0.916666667,7,0,0.175,11.28125,4,1.3438,1
239,6,4,6,14,0,2,5,0.9,1,0,0.75,0.375,38.5,10,3,1
208,40,1,19,78,0,3,39,0.025641026,1,1,0,0.105128205,4.175,1,0.95,1
37,5,2,6,11,8,4,5,0.875,0.5,0,0.909090909,0.4,6,1,0.6,1
344,14,1,7,33,47,1,9,0.721153846,1,0,0,0.384615385,23,9,2.5714,1
128,4,2,4,18,0,1,2,0.555555556,0.333333333,0,0.571428571,0.45,30.25,7,2.25,1
160,20,1,7,31,110,2,19,0.881578947,1,2,0,0.18125,6.6,2,1.05,1
344,44,1,44,86,946,1,44,1,1,1,0,0.064646465,6.772727273,1,0.9773,1
255,13,1,17,33,48,12,12,0.847222222,0.833333333,2,0,0.241758242,18.15384615,7,1.4615,1
130,5,2,11,18,10,4,5,2,0,0,0.909090909,0.4,25,1,0.6,1
465,9,1,3,29,30,1,4,1,0.75,0,0,0.236111111,50.22222222,17,5.1111,1
129,5,2,11,18,10,4,5,2,0,0,0.909090909,0.4,24.8,1,0.6,1
298,7,3,13,31,9,0,5,0.5,1,0,0.625,0.428571429,41.28571429,1,0.8571,1
130,19,1,25,22,129,22,19,0.916666667,1,2,0,0.203007519,5.315789474,3,1.0526,1
130,5,2,11,18,10,4,5,2,0,0,0.909090909,0.4,25,1,0.6,1
3,3,1,9,3,3,6,3,2,0,0,0,0.933333333,0,1,1,1
95,3,1,2,13,1,2,2,0.5,1,0,0,0.5,30.33333333,4,1.3333,1
198,28,1,11,54,24,3,28,0.679012346,0,3,0,0.178571429,5.964285714,2,1.0357,1
