sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
1831,54,1,34,183,89,4,45,0.878216123,0.727272727,4,0,0.140161725,32.7037037,32,2.2963,1
3629,129,1,67,376,6636,5,95,0.942356419,0.72972973,19,0,0.0671875,26.84496124,42,2.2171,1
743,7,1,15,56,9,4,5,0.722222222,1,0,0,0.166666667,104.7142857,8,2,1
225,14,2,8,34,41,1,12,0.711538462,0,0,0.458333333,0.285714286,14.78571429,9,2,1
3446,86,1,98,300,2749,45,48,0.914285714,1,5,0,0.167320261,38.90697674,35,2.2209,1
1151,30,1,20,104,87,5,22,0.748275862,0.6,4,0,0.146153846,36.7,20,2.9,1
1861,54,1,33,141,651,3,7,0.766925638,0.705882353,1,0,0.174004193,33.14814815,14,3.1667,1
785,10,1,15,62,15,2,6,0.644444444,1,0,0,0.172839506,77,8,2,1
243,14,2,12,39,1,8,12,0.692307692,0.5,0,0.5,0.4,16.21428571,2,1.2143,1
415,12,1,46,56,60,25,12,1,0.25,0,0,0.283333333,33.25,4,1.1667,1
1287,62,2,14,108,1491,5,56,0.957965532,0.487179487,0,0.15942029,0.203629032,19.12903226,6,1.4194,1
451,24,1,9,52,86,4,16,0.673913043,0.833333333,3,0,0.183333333,17.54166667,5,1.7083,1
1441,93,1,33,244,0,6,79,0.925951087,0.4375,3,0,0.144927536,14.32258065,18,1.6559,1
419,25,2,9,51,228,6,20,0.770833333,0.833333333,0,0.333333333,0.251428571,15.52,6,1.64,1
202,9,2,5,22,2,2,8,0.666666667,0.166666667,1,0.538461538,0.333333333,20.77777778,2,0.8889,1
1358,12,1,129,165,62,1,5,0.818181818,0.5,0,0,0.239583333,112,123,11.4167,1
661,37,2,10,54,348,6,35,0.843253968,0.928571429,5,0.244444444,0.279279279,16.48648649,4,1.1351,1
183,11,2,6,23,25,3,9,0.8,0.5,0,0.55,0.431818182,15.27272727,3,1.1818,1
251,15,2,7,32,79,4,13,0.785714286,0.666666667,0,0.47826087,0.483333333,15.53333333,3,1.2,1
61,4,2,6,11,6,4,4,2,0,0,0.916666667,0.6875,14.25,5,1.25,1
224,17,2,9,32,74,5,13,0.75,0.75,0,0.44,0.294117647,11.94117647,2,1.1176,1
475,22,2,3,47,175,1,20,0.630952381,0,0,0.34375,0.303030303,20.40909091,7,2.0909,1
180,11,2,10,22,0,7,8,0.35,1,0,0.578947368,0.545454545,15.18181818,3,1,1
866,37,2,12,80,470,6,32,0.863425926,0.833333333,0,0.244444444,0.219594595,22.08108108,7,1.8919,1
359,12,1,7,35,16,2,8,0.727272727,0.555555556,2,0,0.319444444,28.16666667,9,2,1
327,18,2,6,40,103,2,16,0.848739496,0,1,0.423076923,0.472222222,16.77777778,2,1.1667,1
378,22,1,14,56,197,4,16,0.813852814,0.545454545,1,0,0.369047619,15.68181818,4,1.0455,1
426,8,1,4,28,0,2,7,0.571428571,1,1,0,0.25,51.75,7,3,1
237,28,2,8,51,0,3,26,0.731481481,0.75,3,0.297297297,0.198412698,7.321428571,3,1.1786,1
786,40,2,6,60,90,1,38,0.838141026,0.9375,9,0.229166667,0.275,18.25,2,0.95,1
254,16,2,5,28,72,1,14,0.933333333,0.333333333,0,0.458333333,0.46875,14.3125,2,0.875,1
106,11,2,5,21,49,2,9,0.85,0.5,0,0.578947368,0.522727273,8.454545455,2,0.8182,1
417,22,2,9,51,89,3,22,0.721088435,0.857142857,2,0.269230769,0.233766234,17.63636364,5,1.0455,1
390,25,2,8,40,258,4,23,0.758333333,0.8,0,0.333333333,0.3,14.4,7,1.76,1
1390,62,2,6,85,611,1,60,0.953972257,0.5,14,0.157142857,0.266129032,20.58064516,2,0.9677,1
321,20,2,6,37,0,1,18,0.684210526,0.833333333,4,0.392857143,0.36,14.75,2,0.9,1
117,12,2,5,22,54,2,10,0.818181818,0.5,0,0.55,0.5,8.583333333,2,0.8333,1
536,38,2,6,52,479,2,35,0.898648649,0.9375,6,0.244444444,0.335135135,12.68421053,2,0.9211,1
127,12,2,7,22,46,4,10,0.818181818,0.5,0,0.55,0.4,9.416666667,2,1,1
933,44,2,6,61,312,1,42,0.860465116,0.944444444,8,0.211538462,0.327272727,19.79545455,2,0.9545,1
117,12,2,5,22,54,2,10,0.818181818,0.5,0,0.55,0.5,8.583333333,2,0.8333,1
284,19,2,6,38,21,2,18,0.685185185,0.833333333,2,0.304347826,0.22556391,13.63157895,3,0.9474,1
182,11,2,5,25,43,2,9,0.8,0,0,0.578947368,0.418181818,15.36363636,2,1.0909,1
201,13,2,4,27,46,1,11,0.777777778,0.333333333,0,0.523809524,0.333333333,14.23076923,2,1.0769,1
128,12,2,5,22,46,2,10,0.818181818,0.5,0,0.55,0.4,9.5,2,1,1
153,21,1,6,44,0,5,20,0.976666667,0.133333333,1,0,0.253968254,5.571428571,1,0.9524,1
230,6,1,5,25,7,2,4,0.75,1,0,0,0.55,36.66666667,9,2,1
141,12,2,5,24,46,1,10,0.818181818,0.5,0,0.55,0.5,10.58333333,2,0.8333,1
231,18,2,5,28,111,2,16,0.776470588,0.8,0,0.423076923,0.458333333,11.55555556,2,0.8889,1
195,14,2,7,26,57,3,12,0.769230769,0.666666667,0,0.5,0.482142857,12.71428571,2,0.8571,1
389,25,2,11,41,258,7,23,0.758333333,0.8,0,0.333333333,0.257142857,14.36,7,1.76,1
96,11,2,4,16,55,2,11,1.1,0.333333333,0,0.25,0.272727273,7.454545455,1,0.8182,1
230,15,2,8,34,87,3,12,0.871428571,0.8,0,0.47826087,0.516666667,14,2,1,1
32,7,2,2,8,21,1,7,1.166666667,0.5,0,0.583333333,0.428571429,3.285714286,1,0.7143,1
483,17,2,7,44,106,4,15,0.760416667,0.5,0,0.458333333,0.485294118,27.05882353,5,1.5294,1
128,12,2,5,22,46,2,10,0.818181818,0,0,0.55,0.4,9.5,2,1,1
140,13,2,5,22,66,2,11,0.805555556,0.666666667,0,0.523809524,0.4,9.538461538,2,0.8462,1
188,14,2,8,26,69,4,12,0.743589744,0.666666667,0,0.5,0.321428571,12.21428571,3,1.1429,1
357,20,2,5,32,114,1,18,0.789473684,0.833333333,0,0.392857143,0.45,16.55,2,0.9,1
423,24,2,6,42,0,1,22,0.818181818,0.636363636,5,0.34375,0.291666667,16.16666667,2,0.9167,1
316,22,2,8,35,169,5,20,0.946778711,0.352941176,0,0.366666667,0.443181818,12.59090909,2,0.9091,1
234,9,1,4,17,0,1,7,0.5,1,1,0,0.511111111,24.55555556,2,1.1111,1
622,30,3,10,50,155,6,28,0.975369458,0.238095238,4,0.307692308,0.34,18.33333333,2,0.9333,1
79,10,2,6,18,45,3,8,1.111111111,0,0,0.611111111,0.525,6.8,2,0.8,1
744,36,2,6,57,196,1,34,0.90931677,0.565217391,6,0.25,0.277777778,19.02777778,2,0.9444,1
212,14,2,6,25,77,3,11,0.861538462,0.8,0,0.5,0.517857143,13.78571429,2,1,1
120,12,2,5,22,54,2,10,0.981818182,0.2,0,0.55,0.5,8.583333333,2,0.8333,1
72,9,2,4,17,36,1,7,1.125,0,0,0.647058824,0.555555556,6.888888889,2,0.7778,1
345,23,2,7,37,219,2,21,0.850649351,0.857142857,0,0.35483871,0.347826087,13.69565217,6,1.5652,1
187,14,2,8,26,69,4,12,0.743589744,0.666666667,0,0.5,0.321428571,12.14285714,3,1.1429,1
556,29,2,7,53,100,2,28,0.75,0.888888889,3,0.212121212,0.221674877,17.86206897,5,1.0345,1
487,25,2,6,39,106,2,25,0.753787879,0.909090909,7,0.115384615,0.18,18.04,8,1.32,1
923,6,1,50,56,15,50,6,1.2,1,0,0,0.666666667,152.5,1,0.8333,1
127,12,2,5,22,46,2,10,0.818181818,0.5,0,0.55,0.4,9.416666667,2,1,1
64,9,2,4,13,36,2,9,1.125,0,0,0.3,0.333333333,5.888888889,1,0.7778,1
342,20,2,7,40,142,3,18,0.798245614,0.833333333,0,0.392857143,0.3,15.8,10,1.5,1
122,12,2,6,23,46,2,10,0.818181818,0.5,0,0.55,0.4,9,2,0.8333,1
