sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
3982,82,1,72,318,3021,37,72,0.943883277,0.954545455,4,0,0.087369421,47.29268293,13,2.1951,1
2020,67,1,30,173,1691,15,52,0.881818182,1,6,0,0.122201493,28.85074627,18,2.3881,1
1472,21,2,21,114,122,3,9,0.9,1,6,0.472222222,0.238888889,68.0952381,8,1.7619,1
1429,32,2,31,147,434,2,19,0.923387097,0.875,1,0.347826087,0.121442125,43.40625,5,1.5938,1
193,6,1,6,39,13,3,4,0.6,0,0,0,0.35,31,1,0.6667,1
593,38,1,13,86,519,3,38,0.866795367,1,2,0,0.12406015,14.23684211,3,1.2895,1
346,13,4,17,57,22,2,9,0.25,1,1,0.85,0.192307692,25.53846154,6,1.6154,1
255,14,3,16,49,69,11,3,0.807692308,1,0,0.755102041,0.285714286,17.07142857,4,1.9286,1
320,12,2,12,55,0,1,12,0.409090909,1,0,0.592592593,0.212962963,25.5,5,1.5833,1
531,34,4,13,88,433,0,32,0.925252525,1,0,0.597560976,0.375,14.17647059,1,0.9706,1
464,22,4,12,64,149,0,18,0.863095238,1,0,0.7,0.345454545,19.72727273,1,0.9545,1
230,15,4,9,44,63,0,15,0.833333333,1,0,0.777777778,0.366666667,13.93333333,1,0.9333,1
489,5,1,18,52,10,0,2,2,0,0,0,0.25,96.8,1,0.8,1
211,15,1,33,32,13,31,13,0.875,0.375,1,0,0.160714286,12.53333333,2,1.4667,1
435,5,2,6,63,0,1,5,0.541666667,1,2,0.80952381,0.4,84.8,1,0.8,1
170,14,4,4,30,55,0,14,0.833333333,1,0,0.790322581,0.357142857,10.71428571,1,0.9286,1
478,13,1,14,58,44,1,6,0.592592593,1,0,0,0.307692308,35.07692308,5,1.9231,1
402,25,4,14,65,234,2,20,0.904166667,1,0,0.671232877,0.37,14.68,1,0.96,1
420,23,1,7,52,171,2,20,0.837662338,1,2,0,0.25,16.95652174,4,1.4348,1
74,5,1,3,17,0,1,4,0.416666667,1,0,0,0.5,13.2,4,1.2,1
164,11,1,42,27,31,41,11,0.3,1,1,0,0.340909091,13.72727273,6,2,1
152,6,1,12,32,15,8,6,1.2,1,0,0,0.30952381,24.16666667,1,0.8333,1
226,16,4,8,43,86,0,16,0.857142857,1,0,0.765625,0.359375,12.6875,1,0.9375,1
681,6,1,19,81,15,3,5,2,0,0,0,0.285714286,112.5,19,4.3333,1
146,17,1,16,31,120,4,16,0.791666667,1,1,0,0.183823529,7.411764706,2,1.1176,1
125,10,1,6,26,15,1,10,0.694444444,1,2,0,0.3,11.1,2,1.1,1
1515,38,2,37,153,569,1,21,0.89527027,0.875,1,0.307692308,0.122332859,38.65789474,4,1.5,1
