sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
5263,118,1,197,390,5891,169,81,0.923076923,0.964285714,9,0,0.053846154,43.36440678,61,4,1
9017,239,4,66,478,13445,52,195,0.887105662,0.639344262,10,0.731596829,0.080053074,36.47280335,32,3.5774,1
5007,147,1,127,346,9847,99,118,0.929969248,0.714285714,12,0,0.077947846,32.72789116,39,3.7959,1
54,3,1,9,19,3,0,1,1,0,0,0,0.333333333,16.66666667,3,1.3333,1
1917,64,5,51,212,1606,26,29,0.94235589,0.684210526,5,0.913286713,0.1390625,28.359375,21,2.3594,1
1807,40,7,28,162,542,8,9,0.831501832,0.892857143,5,0.946608947,0.186813187,43.475,15,2.175,1
1674,40,1,73,94,780,69,37,1,0,0,0,0.10625,40.825,17,4.7,1
1722,60,6,138,221,1420,125,45,0.949152542,0.515151515,9,0.916193182,0.08245614,27.15,20,2.8,1
1107,53,4,22,145,988,14,46,0.960918114,0.677419355,5,0.925501433,0.101415094,19.30188679,7,1.6038,1
554,17,5,16,94,106,4,3,0.770833333,1,3,0.974276527,0.215686275,31.23529412,15,2.5294,1
751,31,5,29,83,267,21,23,0.921428571,0.571428571,5,0.957478006,0.20952381,22.77419355,12,2.3548,1
521,23,6,8,74,217,4,6,0.842975207,0.909090909,3,0.96875,0.166007905,21.17391304,8,1.9565,1
218,4,1,6,16,0,5,3,1.095238095,1,0,0,0.333333333,51.75,62,20.5,1
785,21,5,36,139,74,23,14,0.566666667,1,5,0.970282318,0.206349206,36.0952381,29,3.2381,1
868,28,5,25,136,184,14,12,0.831908832,1,4,0.960294118,0.145604396,29.53571429,15,2.3571,1
1839,11,2,12,108,11,2,3,0.914285714,0.333333333,3,0.375,0.236363636,164.2727273,20,5.0909,1
690,20,2,11,91,190,4,19,1,0,0,0.672413793,0.4,33.4,8,3,1
1130,16,1,14,64,0,6,1,0.713333333,0.9,4,0,0.386666667,69,29,5.875,1
2031,47,1,101,173,1049,88,41,0.949275362,0.222222222,1,0,0.118012422,42.0212766,16,3.7021,1
1566,32,1,38,123,210,11,29,0.683870968,0.9,2,0,0.13671875,47.625,31,4.25,1
429,17,5,25,77,60,14,10,0.794642857,0.857142857,1,0.976083707,0.235294118,23.82352941,9,1.8824,1
1181,23,5,37,128,153,29,12,0.897306397,0.888888889,3,0.967407407,0.173913043,49.17391304,18,2.913,1
670,16,3,9,65,38,3,13,0.666666667,0.777777778,0,0.729166667,0.185185185,40.3125,24,4.875,1
62,4,1,3,13,4,1,3,0.666666667,1,0,0,0.333333333,14.25,4,2.25,1
110,13,1,12,26,0,11,12,0.458333333,1,0,0,0.384615385,7.307692308,2,1,1
439,6,2,5,33,9,1,4,0.74,0.6,0,0.886363636,0.5,70.5,13,4.1667,1
487,13,1,11,60,44,4,6,0.833333333,0.6,0,0,0.180555556,36.07692308,6,2.6923,1
956,43,4,13,108,737,6,36,0.940952381,0.88,3,0.938953488,0.121645796,20.65116279,29,1.8837,1
497,14,6,14,87,51,5,1,0.817307692,1,1,0.980938416,0.5,33.92857143,3,1.4286,1
1219,22,1,29,95,137,9,16,0.785714286,0.666666667,2,0,0.20952381,54.13636364,14,2.0455,1
294,9,1,12,45,8,10,8,0.6875,0.833333333,0,0,0.333333333,31,10,3,1
289,5,3,3,56,2,1,5,0.642857143,1,0,0.987987988,0.7,55.4,2,1,1
879,7,2,9,29,0,2,3,0.625,0.666666667,2,0.5,0.25,122.8571429,3,1.4286,1
12,5,1,2,6,10,0,5,2,0,0,0,0.8,1.4,1,0.8,1
720,12,7,10,72,32,2,3,0.872727273,1,3,0.983508246,0.291666667,57.75,8,1.5,1
4,4,1,4,4,6,4,4,2,0,0,0,0.916666667,0,1,1,1
1525,13,1,15,65,30,5,7,0.796875,0.9375,4,0,0.215384615,115.0769231,42,8.8462,1
117,14,1,18,23,59,17,9,0.807692308,0,0,0,0.297619048,7.071428571,5,1.0714,1
5207,118,1,7,180,6075,6,27,0.921125975,0.717391304,1,0,0.138067061,42.34745763,9,1.5678,1
623,22,1,21,89,97,12,10,0.857142857,0.846153846,3,0,0.25,26.72727273,6,1.7727,1
161,3,7,6,35,3,3,3,2,0,0,0.996960486,0.555555556,52.66666667,1,0.6667,1
767,19,7,10,108,137,4,10,0.767676768,0.909090909,0,0.97473997,0.194736842,38.78947368,10,2.4211,1
