sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
2846,80,1,23,171,1344,4,52,0.843178622,0.722222222,10,0,0.1005996,34.125,4,0.9875,1
745,18,1,17,61,69,2,0,0.806722689,1,4,0,0.237373737,40,5,1.3333,1
1253,45,2,31,137,732,6,20,0.899793388,0.590909091,10,0.582524272,0.131118881,26.35555556,28,1.7556,1
814,16,1,11,68,8,3,4,0.683333333,1,2,0,0.236111111,49.375,2,1,1
1021,28,2,16,89,86,6,23,0.844444444,0.8,0,0.395348837,0.265432099,35.10714286,2,1,1
815,62,1,118,125,1757,93,46,0.877794337,1,5,0,0.102822581,11.96774194,11,1.2258,1
659,10,1,9,37,17,1,0,0.555555556,1,4,0,0.277777778,64.2,4,1.1,1
1172,16,1,25,99,0,3,0,0.691666667,0.9375,8,0,0.2,71.25,1,0.8125,1
515,30,4,16,75,349,10,23,0.936781609,0.666666667,0,0.738317757,0.155172414,15.76666667,6,1.2667,1
177,13,1,15,22,24,14,13,0.75,0.166666667,1,0,0.384615385,12.15384615,3,1.0769,1
3329,64,1,34,151,1520,1,40,0.893046107,0.595238095,12,0,0.112169312,50.359375,23,2.4844,1
235,4,1,8,39,0,2,0,0.888888889,0.5,3,0,0.375,56.25,2,1,1
67,7,2,8,15,0,0,6,0.5,0.5,0,0.666666667,0.333333333,8.285714286,1,0.1429,1
524,15,3,9,29,15,1,11,0.6,0.7,3,0.266666667,0.285714286,33.26666667,10,1.7333,1
415,17,1,24,39,0,22,17,0.5,0.5,0,0,0.426470588,23.29411765,5,2.5882,1
705,26,1,10,55,0,0,22,0.344,1,4,0,0.184615385,25.73076923,2,1.1538,1
558,27,2,16,84,193,3,21,0.824175824,1,0,0.697674419,0.168350168,19.40740741,2,1.037,1
361,14,2,17,47,73,2,4,0.826923077,0.75,3,0.47826087,0.256410256,24.5,7,1.3571,1
199,14,1,22,29,67,9,12,0.897435897,0.333333333,12,0,0.403846154,12.35714286,1,0.8571,1
664,28,2,17,61,0,1,17,0.682539683,1,1,0.697674419,0.157738095,22.46428571,6,1.3929,1
177,18,1,36,33,141,32,18,0.823529412,1,1,0,0.296296296,8.777777778,1,0.9444,1
131,23,1,40,28,247,29,22,0.909090909,1,1,0,0.273913043,4.652173913,1,0.9565,1
38,3,4,5,7,3,1,2,2,0,0,0.923076923,0.5,11.66666667,4,1.6667,1
106,7,3,5,13,15,2,7,0.333333333,1,0,0.571428571,0.514285714,13.85714286,3,0.7143,1
292,13,2,4,25,0,2,10,0.523809524,0.857142857,1,0.56,0.208791209,20.92307692,2,1,1
9,4,1,24,5,6,23,4,2,0,0,0,1,1.25,1,0.75,1
3060,36,1,5,52,282,1,7,0.720300752,0.210526316,1,0,0.405714286,83.47222222,112,7.6389,1
474,17,1,9,35,72,2,4,0.65,1,6,0,0.31372549,26.29411765,4,1.1176,1
981,18,1,12,44,0,8,4,0.678733032,0.461538462,1,0,0.243055556,52.77777778,4,1.3333,1
438,15,2,4,30,21,3,9,0.705357143,0.625,0,0.538461538,0.328571429,27.66666667,7,1.2667,1
395,6,1,9,29,0,2,0,0.45,0.666666667,5,0,0.479166667,62.83333333,1,0.6667,1
339,6,1,6,39,0,1,5,0.6,1,1,0,0.333333333,54.66666667,4,1.3333,1
675,15,1,13,54,41,2,10,0.804761905,0.533333333,5,0,0.237037037,43,3,1.2,1
443,27,2,19,64,171,12,22,0.769230769,1,0,0.333333333,0.102564103,15.22222222,12,1.5926,1
102,6,2,4,17,3,1,4,0.2,1,0,0.571428571,0.611111111,15.83333333,2,0.6667,1
184,6,3,2,19,15,2,4,1.12,0,0,0.8125,0.5,28.83333333,14,2.8333,1
297,15,1,9,22,0,8,14,0.852040816,0.285714286,3,0,0.380952381,17.86666667,7,0.8,1
