"predictedValue","predictLabel","sloc","actualBugLabel"
16,1,42,0
24,1,60,0
10,0,13,0
3,0,12,0
5,0,12,0
21,1,78,0
10,0,57,0
4,0,16,0
21,1,95,0
6,0,10,0
13,0,53,0
18,1,211,0
8,0,56,0
7,0,6,0
18,1,40,0
18,1,26,0
9,0,38,0
20,1,81,0
17,1,50,0
4,0,3,0
5,0,2,0
13,0,214,0
19,1,115,0
22,1,57,0
19,1,83,0
18,1,84,0
13,0,19,0
2,0,6,0
11,0,23,0
12,0,122,0
24,1,91,1
2,0,48,0
12,0,14,0
9,0,3,0
6,0,36,0
16,1,115,0
23,1,109,0
1,0,9,0
0,0,6,0
12,0,9,0
12,0,146,1
17,1,483,0
21,1,89,0
2,0,12,0
2,0,3,0
23,1,69,0
25,1,373,1
4,0,26,0
25,1,313,0
8,0,57,0
7,0,15,0
24,1,303,1
7,0,27,0
3,0,3,0
13,0,46,0
21,1,72,0
12,0,89,1
13,0,27,0
11,0,33,0
25,1,294,0
12,0,138,1
6,0,58,0
20,1,46,0
21,1,313,1
16,1,122,0
13,0,19,0
11,0,19,0
2,0,9,0
26,1,464,1
5,0,3,0
18,1,56,0
9,0,11,0
11,0,24,0
4,0,9,0
21,1,49,0
14,0,137,0
14,0,157,0
25,1,257,0
10,0,49,0
22,1,58,0
23,1,1090,0
7,0,19,0
17,1,21,0
22,1,70,0
19,1,47,0
18,1,60,0
1,0,10,0
20,1,124,0
2,0,3,0
7,0,9,0
8,0,54,0
11,0,50,0
14,0,29,0
3,0,17,0
3,0,9,0
20,1,35,0
8,0,38,0
11,0,12,0
15,0,27,0
7,0,26,1
18,1,201,0
9,0,64,0
17,1,45,0
4,0,13,0
8,0,45,0
9,0,0,0
9,0,5,0
2,0,9,0
18,1,37,0
3,0,3,0
6,0,37,0
25,1,270,1
22,1,75,0
19,1,68,1
18,1,76,1
9,0,39,1
20,1,70,0
18,1,89,0
17,1,49,0
11,0,29,0
15,0,55,0
13,0,556,0
3,0,8,0
5,0,9,0
3,0,30,0
12,0,20,0
15,0,22,0
3,0,3,0
4,0,6,0
19,1,194,1
9,0,12,0
9,0,30,0
24,1,107,0
26,1,159,1
2,0,9,1
18,1,29,0
27,1,457,0
11,0,24,0
15,0,41,0
17,1,66,0
11,0,29,0
11,0,41,0
10,0,9,0
13,0,15,0
0,0,6,0
21,1,86,0
14,0,83,0
23,1,288,0
11,0,26,0
13,0,41,0
19,1,41,0
23,1,92,0
4,0,12,0
21,1,88,0
11,0,40,0
4,0,31,0
24,1,120,1
22,1,77,0
20,1,60,0
10,0,16,0
4,0,6,0
24,1,166,0
4,0,0,0
1,0,9,0
8,0,26,0
25,1,61,0
4,0,9,0
13,0,149,0
12,0,102,0
12,0,56,1
12,0,18,0
27,1,74,0
2,0,9,0
21,1,68,1
7,0,27,0
16,1,43,0
