"predictedValue","predictLabel","sloc","actualBugLabel"
15,1,395,0
11,1,257,1
5,0,58,0
14,1,310,0
5,0,136,0
5,0,137,0
12,1,325,0
10,1,604,0
6,0,87,0
15,1,461,1
10,1,168,0
6,0,84,1
10,1,360,0
15,1,713,1
8,0,59,0
11,1,382,0
16,1,675,1
2,0,65,0
2,0,20,0
3,0,4,0
6,0,98,0
11,1,394,0
15,1,1180,1
3,0,2,0
7,0,92,0
2,0,39,0
11,1,1407,0
6,0,147,0
4,0,91,0
2,0,16,0
5,0,125,0
1,0,0,0
10,1,163,0
8,0,147,0
15,1,353,1
14,1,273,0
9,0,1253,1
11,1,198,1
13,1,375,0
5,0,107,0
2,0,43,0
14,1,658,1
15,1,440,0
15,1,693,0
9,0,68,0
13,1,307,0
8,0,81,0
7,0,176,0
9,0,204,0
5,0,5,0
3,0,75,0
12,1,164,0
6,0,97,0
10,1,502,1
5,0,14,0
15,1,579,0
15,1,1034,0
16,1,550,0
5,0,144,0
3,0,29,0
5,0,7,0
4,0,3,0
15,1,285,0
5,0,69,0
8,0,215,0
5,0,114,1
6,0,97,0
4,0,68,0
3,0,55,0
12,1,583,0
14,1,590,0
11,1,271,0
5,0,185,0
3,0,4,0
11,1,626,1
12,1,566,1
9,0,164,0
7,0,76,0
12,1,2193,1
6,0,152,0
5,0,169,0
8,0,277,0
10,1,110,0
17,1,642,0
1,0,24,0
11,1,747,0
7,0,617,0
3,0,47,0
10,1,437,0
5,0,13,0
12,1,743,1
8,0,274,0
7,0,157,0
9,0,300,0
8,0,120,0
8,0,157,0
13,1,406,0
1,0,96,0
11,1,439,0
9,0,448,0
17,1,632,1
13,1,261,0
10,1,277,1
6,0,354,0
10,1,242,0
9,0,643,0
2,0,3,0
7,0,93,0
3,0,100,0
2,0,24,0
4,0,45,0
14,1,404,0
4,0,153,0
13,1,168,0
10,1,273,1
6,0,132,0
8,0,125,0
12,1,189,0
6,0,82,0
12,1,265,0
15,1,1504,0
9,0,153,0
12,1,822,1
6,0,59,0
9,0,527,0
