"predictedValue","predictLabel","sloc","actualBugLabel"
9,0,99,0
2,0,6,0
11,1,176,0
15,1,179,0
8,0,28,0
17,1,531,1
2,0,10,0
3,0,45,0
7,0,67,0
5,0,133,0
6,0,44,1
16,1,217,0
1,0,38,0
4,0,3,0
12,1,247,1
8,0,106,0
6,0,202,0
2,0,42,0
9,0,167,0
6,0,85,0
4,0,22,0
16,1,289,1
14,1,181,0
8,0,144,0
9,0,275,1
11,1,57,0
5,0,61,0
2,0,68,0
10,1,169,1
11,1,43,0
12,1,274,1
9,0,91,1
9,0,146,0
13,1,151,1
3,0,73,1
15,1,208,0
1,0,23,0
17,1,241,1
7,0,25,0
8,0,179,1
18,1,413,1
5,0,32,0
18,1,675,0
11,1,301,0
16,1,321,1
0,0,80,0
7,0,128,0
9,0,88,0
13,1,800,1
1,0,0,0
1,0,0,0
9,0,21,0
17,1,145,0
7,0,9,1
9,0,62,0
7,0,107,0
15,1,157,1
4,0,69,0
7,0,14,0
3,0,4,0
16,1,449,1
7,0,155,0
8,0,76,0
4,0,268,0
11,1,174,0
18,1,754,1
4,0,58,0
5,0,12,0
17,1,145,1
5,0,83,0
6,0,236,0
10,1,308,0
5,0,479,0
9,0,516,0
16,1,1176,1
8,0,54,0
8,0,13,1
3,0,49,0
17,1,359,1
12,1,111,0
4,0,105,0
4,0,1,0
7,0,144,0
7,0,38,0
5,0,163,0
14,1,272,0
3,0,1,0
4,0,1,0
9,0,389,1
13,1,691,1
4,0,1,0
2,0,8,0
12,1,314,0
7,0,76,0
7,0,6,0
4,0,2,0
9,0,145,0
15,1,77,0
10,1,250,0
7,0,196,1
9,0,508,0
3,0,77,0
12,1,537,1
4,0,114,0
12,1,289,0
11,1,120,0
4,0,15,0
9,0,236,1
3,0,10,0
6,0,41,0
4,0,37,0
15,1,174,1
7,0,80,0
7,0,134,0
5,0,100,0
7,0,154,0
5,0,117,0
6,0,168,0
8,0,47,0
1,0,7,0
6,0,20,0
9,0,69,1
16,1,114,1
12,1,95,1
11,1,324,0
13,1,346,1
9,0,34,0
4,0,90,0
3,0,4,0
7,0,322,1
4,0,7,0
5,0,51,0
7,0,37,0
6,0,131,0
7,0,14,0
