"predictedValue","predictLabel","sloc","actualBugLabel"
19,1,152,1
18,1,107,1
17,1,15,1
17,1,37,1
18,1,183,1
18,1,311,1
16,1,929,1
13,1,14,1
19,1,723,1
19,1,478,1
17,1,50,1
19,1,53,1
19,1,121,1
19,1,39,1
19,1,34,1
19,1,835,1
16,1,13,1
14,1,43,1
19,1,703,1
19,1,167,1
14,1,30,1
18,1,55,1
18,1,84,1
18,1,40,1
18,1,23,1
17,1,9,1
19,1,77,1
19,1,34,1
18,1,307,1
19,1,483,1
14,1,10,1
18,1,449,1
18,1,39,1
19,1,153,1
18,1,306,1
19,1,156,1
18,1,127,1
2,0,2,1
11,1,18,1
18,1,32,1
18,1,54,1
18,1,47,1
2,0,2,1
17,1,21,1
17,1,14,1
19,1,522,1
17,1,23,1
19,1,35,1
19,1,339,1
13,1,5,1
16,1,9,1
14,1,28,1
19,1,254,1
17,1,316,1
17,1,114,1
19,1,19,1
19,1,19,1
19,1,16,1
18,1,11,1
19,1,18,1
19,1,222,1
19,1,217,1
19,1,217,1
19,1,277,1
19,1,277,1
19,1,260,1
19,1,260,1
19,1,145,1
18,1,18,1
19,1,13,1
18,1,11,1
18,1,26,1
19,1,22,1
18,1,22,1
18,1,22,1
18,1,19,1
19,1,243,1
19,1,536,1
19,1,200,1
19,1,399,1
19,1,91,1
19,1,249,1
17,1,52,1
19,1,134,1
19,1,1603,1
16,1,8,1
19,1,83,1
18,1,73,1
19,1,574,1
17,1,45,1
14,1,32,1
19,1,67,1
18,1,65,1
18,1,64,1
18,1,64,1
17,1,40,1
14,1,42,1
18,1,978,1
18,1,157,1
19,1,103,1
19,1,561,1
19,1,115,1
19,1,715,1
18,1,7,1
19,1,219,1
8,0,11,1
19,1,93,1
17,1,10,1
19,1,971,1
18,1,61,1
19,1,447,1
17,1,58,1
14,1,13,1
19,1,32,1
19,1,709,1
18,1,28,1
19,1,1268,1
18,1,31,1
18,1,44,1
17,1,10,1
19,1,807,1
14,1,11,1
16,1,35,1
19,1,66,1
18,1,159,1
15,1,13,1
19,1,517,1
19,1,578,1
19,1,308,1
17,1,22,1
19,1,190,1
13,1,25,1
18,1,41,1
19,1,281,1
19,1,130,1
14,1,17,1
18,1,46,1
17,1,50,1
18,1,55,1
18,1,34,1
19,1,255,1
18,1,135,1
17,1,23,1
19,1,283,1
17,1,37,1
18,1,17,1
18,1,32,1
17,1,32,1
19,1,173,1
19,1,68,1
19,1,87,1
19,1,30,1
16,1,20,1
17,1,12,1
17,1,32,1
