"predictedValue","predictLabel","sloc","actualBugLabel"
2,0,8,0
1,0,5,0
18,1,60,0
3,0,10,0
19,1,107,0
10,0,22,0
17,1,83,0
17,1,54,0
18,1,33,0
19,1,83,0
14,1,54,0
11,1,13,0
11,1,14,0
17,1,40,0
3,0,14,0
14,1,21,0
18,1,23,0
14,1,20,0
16,1,42,0
17,1,39,0
2,0,7,0
15,1,21,0
17,1,36,0
14,1,17,0
17,1,29,0
13,1,19,0
12,1,20,0
12,1,20,0
1,0,10,0
1,0,15,0
2,0,11,0
1,0,11,0
2,0,10,0
7,0,21,0
5,0,17,0
1,0,7,0
1,0,8,0
1,0,13,0
3,0,17,0
18,1,34,0
6,0,22,0
11,1,20,0
16,1,70,0
2,0,9,0
16,1,44,0
14,1,41,0
18,1,77,0
18,1,25,0
18,1,37,0
14,1,33,0
18,1,41,0
1,0,11,0
1,0,11,0
17,1,29,0
13,1,18,0
2,0,12,0
3,0,14,0
5,0,17,0
3,0,17,0
5,0,17,0
15,1,22,0
15,1,22,0
6,0,18,0
11,1,16,0
7,0,20,0
19,1,35,0
17,1,61,0
17,1,40,0
4,0,15,0
13,1,28,0
18,1,83,0
19,1,101,0
1,0,7,0
6,0,16,0
19,1,28,0
1,0,8,0
17,1,31,0
2,0,10,0
16,1,29,0
13,1,13,0
18,1,87,0
17,1,50,0
15,1,20,0
19,1,90,0
18,1,88,0
17,1,45,0
18,1,69,0
19,1,142,0
1,0,10,0
18,1,40,0
17,1,28,0
18,1,27,0
19,1,101,0
18,1,26,0
1,0,10,0
18,1,45,0
18,1,56,0
18,1,60,0
19,1,73,0
18,1,73,0
4,0,5,0
19,1,143,0
16,1,51,0
19,1,43,0
3,0,6,0
3,0,5,0
6,0,13,0
18,1,25,0
5,0,10,0
14,1,22,0
15,1,28,0
18,1,71,0
3,0,8,0
4,0,10,0
3,0,9,0
4,0,15,0
10,0,14,0
7,0,15,0
18,1,26,0
4,0,11,0
15,1,24,0
2,0,10,0
3,0,11,0
18,1,27,0
2,0,10,0
14,1,21,0
3,0,12,0
4,0,12,0
16,1,27,0
7,0,12,0
14,1,21,0
3,0,12,0
1,0,8,0
18,1,37,0
17,1,39,0
15,1,36,0
17,1,43,0
2,0,6,0
18,1,62,0
15,1,36,0
3,0,9,0
5,0,11,0
3,0,9,0
18,1,34,0
4,0,8,0
17,1,37,0
4,0,10,0
14,1,19,0
18,1,47,0
2,0,9,0
18,1,40,0
11,1,20,0
10,0,20,0
11,1,16,0
6,0,22,0
3,0,15,0
16,1,55,0
12,1,27,0
17,1,72,0
13,1,35,0
15,1,39,0
3,0,14,0
10,0,19,0
15,1,27,0
4,0,13,0
1,0,9,0
2,0,12,0
18,1,40,0
18,1,50,0
3,0,12,0
16,1,23,0
2,0,13,0
18,1,51,0
4,0,15,0
1,0,12,0
9,0,27,0
1,0,7,0
15,1,48,0
8,0,17,0
1,0,17,0
1,0,8,0
4,0,17,0
1,0,17,0
18,1,66,0
3,0,12,0
18,1,59,0
1,0,8,0
11,1,21,0
7,0,20,0
1,0,4,0
12,1,23,0
1,0,4,0
8,0,14,0
1,0,7,0
2,0,7,0
11,1,17,0
17,1,29,0
2,0,13,0
1,0,6,0
3,0,13,0
14,1,20,0
12,1,19,0
6,0,16,0
4,0,7,0
2,0,9,0
4,0,14,0
17,1,58,0
5,0,10,0
5,0,10,0
2,0,10,0
3,0,13,0
1,0,3,0
1,0,10,0
8,0,13,0
3,0,8,0
1,0,6,0
11,1,18,0
16,1,27,0
1,0,7,0
3,0,13,0
17,1,21,0
19,1,84,0
1,0,8,0
19,1,50,0
4,0,13,0
17,1,20,0
11,1,12,0
18,1,62,0
18,1,20,0
1,0,6,0
2,0,10,0
16,1,21,0
2,0,10,0
17,1,82,0
15,1,18,0
19,1,218,0
2,0,14,0
16,1,36,0
9,0,14,0
1,0,5,0
8,0,22,0
1,0,11,0
2,0,14,0
1,0,11,0
6,0,21,0
1,0,9,0
1,0,10,0
12,1,21,0
15,1,34,0
9,0,21,0
1,0,4,0
1,0,14,0
2,0,17,0
2,0,7,0
2,0,17,0
10,0,19,0
1,0,10,0
17,1,22,0
3,0,8,0
4,0,13,0
19,1,73,0
2,0,9,0
3,0,11,0
2,0,7,0
5,0,10,0
2,0,10,0
16,1,120,0
2,0,9,0
3,0,13,0
14,1,46,0
16,1,21,0
19,1,37,0
4,0,14,0
19,1,36,0
2,0,5,0
2,0,9,0
1,0,5,0
1,0,9,0
1,0,9,0
1,0,6,0
2,0,6,0
1,0,6,0
2,0,5,0
2,0,5,0
2,0,5,0
3,0,6,0
4,0,17,0
3,0,6,0
2,0,5,0
4,0,7,0
1,0,7,0
15,1,19,0
2,0,6,0
12,1,19,0
18,1,139,0
16,1,21,0
1,0,12,0
16,1,49,0
1,0,8,0
1,0,3,0
12,1,20,0
3,0,7,0
19,1,62,0
14,1,22,0
16,1,152,0
1,0,6,0
2,0,10,0
3,0,10,0
3,0,11,0
8,0,17,0
18,1,46,0
18,1,34,0
18,1,46,0
7,0,29,0
18,1,63,0
18,1,43,0
15,1,19,0
13,1,19,0
15,1,22,0
2,0,15,0
9,0,16,0
19,1,83,0
13,1,16,0
19,1,67,0
6,0,19,0
4,0,17,0
1,0,5,0
1,0,7,0
17,1,36,0
19,1,45,0
2,0,11,0
19,1,43,0
14,1,22,0
19,1,28,0
19,1,39,0
19,1,68,0
3,0,10,0
1,0,4,0
13,1,20,0
2,0,5,0
17,1,24,0
17,1,24,0
4,0,15,0
4,0,15,0
16,1,38,0
2,0,11,0
2,0,11,0
12,1,32,0
15,1,31,0
13,1,31,0
13,1,31,0
13,1,31,0
13,1,31,0
10,0,26,0
10,0,26,0
1,0,10,0
1,0,10,0
18,1,28,0
18,1,28,0
16,1,76,0
16,1,76,0
2,0,14,0
2,0,14,0
17,1,21,0
17,1,21,0
17,1,21,0
17,1,21,0
18,1,49,0
18,1,49,0
9,0,23,0
9,0,23,0
8,0,18,0
8,0,18,0
18,1,39,0
18,1,39,0
18,1,39,0
18,1,39,0
3,0,11,0
3,0,11,0
19,1,43,0
19,1,43,0
15,1,22,0
15,1,22,0
2,0,16,0
2,0,16,0
4,0,15,0
4,0,15,0
4,0,15,0
4,0,15,0
19,1,80,0
19,1,80,0
19,1,80,0
19,1,80,0
3,0,9,0
3,0,9,0
18,1,76,0
18,1,82,0
17,1,61,0
2,0,17,0
17,1,32,0
1,0,12,0
3,0,12,0
19,1,43,0
5,0,17,0
18,1,49,0
3,0,16,0
18,1,32,0
2,0,11,0
15,1,39,0
1,0,9,0
17,1,27,0
16,1,22,0
14,1,27,0
5,0,23,0
17,1,43,0
2,0,7,0
2,0,13,0
16,1,79,0
2,0,8,0
14,1,50,0
18,1,49,0
17,1,22,0
1,0,12,0
18,1,44,0
14,1,32,0
18,1,46,0
1,0,11,0
10,0,19,0
16,1,29,0
10,0,19,0
18,1,20,0
12,1,19,0
3,0,14,0
19,1,34,0
17,1,44,0
17,1,40,0
4,0,15,0
18,1,116,0
17,1,41,0
2,0,7,0
15,1,103,0
3,0,10,0
1,0,7,0
7,0,18,0
3,0,16,0
14,1,24,0
8,0,17,0
1,0,16,0
14,1,29,0
15,1,199,0
1,0,16,0
1,0,6,0
14,1,52,0
1,0,4,0
3,0,21,0
1,0,4,0
15,1,31,0
8,0,13,0
2,0,12,0
16,1,21,0
12,1,19,0
9,0,13,0
1,0,12,0
17,1,62,0
15,1,30,0
17,1,37,0
1,0,8,0
15,1,19,0
3,0,5,0
2,0,4,0
19,1,135,0
2,0,8,0
2,0,11,0
3,0,12,0
4,0,17,0
13,1,16,0
3,0,9,0
17,1,32,0
18,1,60,0
2,0,6,0
3,0,11,0
1,0,5,0
1,0,5,0
14,1,22,0
1,0,5,0
2,0,13,0
13,1,21,0
1,0,8,0
2,0,10,0
18,1,80,0
1,0,12,0
4,0,14,0
13,1,22,0
15,1,33,0
17,1,26,0
2,0,8,0
19,1,33,0
4,0,13,0
16,1,16,0
2,0,14,0
16,1,31,0
2,0,13,0
17,1,27,0
12,1,19,0
19,1,68,0
18,1,51,0
12,1,11,0
1,0,8,0
3,0,11,0
17,1,22,0
14,1,27,0
19,1,81,0
19,1,52,0
3,0,21,0
11,1,19,0
7,0,18,0
15,1,21,0
4,0,12,0
3,0,14,0
17,1,57,0
1,0,11,0
17,1,75,0
17,1,67,0
4,0,13,0
15,1,41,0
15,1,18,0
4,0,14,0
2,0,9,0
14,1,17,0
4,0,11,0
5,0,11,0
3,0,16,0
10,0,23,0
1,0,16,0
3,0,18,0
2,0,12,0
2,0,11,0
14,1,23,0
15,1,37,0
15,1,34,0
15,1,36,0
4,0,20,0
4,0,20,0
2,0,14,0
19,1,122,0
13,1,26,0
19,1,28,0
14,1,21,0
18,1,43,0
18,1,62,0
18,1,52,0
16,1,31,0
19,1,87,0
19,1,64,0
18,1,62,0
16,1,37,0
19,1,126,0
1,0,10,0
2,0,12,0
6,0,9,0
2,0,8,0
1,0,14,0
2,0,12,0
9,0,19,0
7,0,11,0
5,0,13,0
8,0,14,0
15,1,30,0
15,1,34,0
2,0,6,0
1,0,6,0
2,0,12,0
1,0,6,0
2,0,7,0
2,0,6,0
3,0,8,0
2,0,8,0
13,1,42,0
1,0,6,0
2,0,7,0
7,0,14,0
3,0,8,0
5,0,12,0
2,0,11,0
1,0,14,0
2,0,17,0
16,1,69,0
1,0,4,0
2,0,6,0
12,1,17,0
1,0,6,0
2,0,7,0
2,0,7,0
2,0,12,0
1,0,12,0
2,0,11,0
2,0,8,0
6,0,14,0
14,1,24,0
14,1,18,0
14,1,23,0
6,0,11,0
8,0,22,0
4,0,8,0
2,0,10,0
1,0,9,0
2,0,6,0
2,0,11,0
1,0,7,0
2,0,6,0
4,0,7,0
1,0,10,0
4,0,9,0
1,0,5,0
1,0,7,0
5,0,9,0
4,0,11,0
5,0,11,0
2,0,10,0
5,0,11,0
16,1,27,0
2,0,7,0
8,0,16,0
2,0,7,0
5,0,12,0
7,0,12,0
1,0,10,0
2,0,8,0
2,0,7,0
3,0,18,0
2,0,11,0
6,0,16,0
1,0,12,0
1,0,5,0
1,0,5,0
2,0,8,0
17,1,20,0
18,1,136,0
6,0,17,0
13,1,24,0
3,0,13,0
17,1,36,0
2,0,8,0
18,1,45,0
3,0,12,0
2,0,12,0
2,0,10,0
7,0,12,0
14,1,23,0
17,1,28,0
3,0,17,0
3,0,14,0
1,0,7,0
18,1,29,0
2,0,17,0
2,0,17,0
3,0,10,0
1,0,5,0
19,1,99,0
18,1,33,0
17,1,38,0
14,1,18,0
1,0,10,0
18,1,35,0
17,1,26,0
2,0,9,0
3,0,4,0
3,0,6,0
3,0,8,0
1,0,5,0
1,0,5,0
1,0,14,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
11,1,15,0
2,0,9,0
1,0,5,0
2,0,13,0
13,1,26,0
3,0,18,0
13,1,23,0
18,1,64,0
1,0,9,0
7,0,21,0
2,0,13,0
8,0,13,0
17,1,65,0
18,1,102,0
10,0,7,0
18,1,99,0
12,1,26,0
18,1,43,0
17,1,24,0
2,0,7,0
18,1,120,1
18,1,153,1
18,1,106,1
19,1,600,1
17,1,84,1
19,1,103,1
18,1,93,1
18,1,141,1
16,1,29,1
16,1,29,1
18,1,166,1
19,1,97,1
16,1,27,1
11,1,23,1
19,1,57,1
19,1,54,1
18,1,57,1
19,1,457,1
14,1,19,1
4,0,15,1
19,1,66,1
14,1,28,1
18,1,20,1
11,1,13,1
5,0,12,1
17,1,68,1
19,1,97,1
3,0,15,1
18,1,48,1
17,1,49,1
18,1,40,1
14,1,34,1
18,1,58,1
19,1,89,1
16,1,35,1
6,0,15,1
3,0,18,1
17,1,43,1
3,0,16,1
18,1,34,1
18,1,38,1
6,0,22,1
17,1,58,1
2,0,12,1
3,0,14,1
15,1,22,1
15,1,22,1
13,1,23,1
18,1,107,1
15,1,37,1
18,1,80,1
13,1,14,1
13,1,14,1
17,1,21,1
18,1,46,1
18,1,30,1
19,1,28,1
3,0,13,1
18,1,60,1
19,1,150,1
14,1,28,1
