"predictedValue","predictLabel","sloc","actualBugLabel"
14,0,122,0
2,0,4,0
25,1,484,1
5,0,33,0
20,1,673,0
2,0,16,0
16,1,87,0
2,0,9,0
26,1,250,0
6,0,9,0
14,0,95,0
8,0,42,0
8,0,42,0
27,1,387,0
9,0,53,0
3,0,14,0
29,1,624,1
7,0,20,0
1,0,0,0
25,1,1126,1
14,0,52,0
7,0,16,0
25,1,127,1
28,1,494,1
5,0,3,0
23,1,795,1
23,1,591,1
25,1,166,0
10,0,144,0
29,1,760,0
5,0,35,0
4,0,72,0
12,0,52,0
17,1,55,0
20,1,214,1
5,0,32,0
25,1,96,0
8,0,56,0
27,1,378,1
26,1,245,1
18,1,258,0
25,1,419,0
24,1,343,0
3,0,34,0
8,0,39,0
6,0,21,0
16,1,197,0
2,0,0,0
8,0,81,0
12,0,45,0
30,1,1461,1
10,0,167,0
18,1,151,0
4,0,11,0
6,0,27,0
27,1,319,0
15,0,50,1
6,0,25,0
17,1,69,1
12,0,109,0
8,0,85,0
7,0,35,0
9,0,62,0
19,1,207,0
16,1,83,0
4,0,18,0
22,1,451,1
9,0,43,0
17,1,166,1
21,1,264,0
9,0,107,0
14,0,64,0
17,1,83,0
20,1,140,1
19,1,70,1
1,0,11,0
6,0,27,0
17,1,59,0
6,0,0,0
4,0,12,0
11,0,35,0
22,1,108,0
4,0,25,0
17,1,90,0
16,1,377,1
2,0,0,0
8,0,23,0
9,0,31,0
7,0,30,0
9,0,31,0
10,0,140,0
23,1,86,0
6,0,67,1
24,1,222,0
20,1,423,0
2,0,10,1
7,0,33,0
25,1,136,0
8,0,41,0
12,0,131,0
21,1,210,0
13,0,34,0
25,1,241,0
9,0,116,0
23,1,98,0
12,0,17,1
14,0,163,0
26,1,724,0
9,0,46,0
18,1,63,0
18,1,91,0
13,0,34,0
14,0,123,1
7,0,56,0
11,0,14,0
24,1,106,0
20,1,393,0
10,0,50,0
22,1,195,0
2,0,9,0
11,0,37,0
13,0,124,0
5,0,6,0
5,0,7,0
3,0,74,0
21,1,118,0
24,1,526,1
6,0,18,0
1,0,3,0
17,1,60,0
14,0,223,1
20,1,165,0
7,0,77,1
10,0,38,1
26,1,383,0
7,0,142,0
26,1,124,0
17,1,233,0
24,1,661,0
17,1,98,0
12,0,64,0
25,1,144,1
24,1,107,0
3,0,12,0
23,1,242,0
21,1,132,0
10,0,186,0
13,0,89,0
20,1,145,0
22,1,155,0
5,0,9,0
5,0,55,0
25,1,513,1
2,0,9,0
22,1,222,1
24,1,198,1
5,0,26,0
2,0,4,0
17,1,62,0
16,1,156,0
25,1,3449,0
20,1,97,0
26,1,1531,1
28,1,364,1
20,1,72,0
24,1,258,0
2,0,9,0
3,0,27,0
2,0,30,0
6,0,17,0
27,1,2557,1
15,0,266,0
7,0,22,0
3,0,12,0
0,0,30,0
24,1,235,1
26,1,251,1
8,0,24,0
3,0,12,0
4,0,10,0
6,0,13,0
9,0,35,0
13,0,13,1
22,1,551,1
23,1,768,0
