"predictedValue","predictLabel","sloc","actualBugLabel"
10,1,668,0
8,0,122,0
14,1,363,0
6,0,117,0
7,0,116,1
1,0,60,0
12,1,348,0
13,1,1151,1
12,1,229,0
10,1,767,0
14,1,212,0
12,1,494,1
8,0,128,0
3,0,4,0
14,1,345,0
13,1,187,0
13,1,556,1
3,0,4,0
1,0,7,0
13,1,195,0
14,1,389,0
4,0,1,0
2,0,14,0
3,0,96,0
15,1,230,0
14,1,319,0
14,1,350,0
14,1,9849,1
12,1,360,0
10,1,143,0
4,0,4,0
8,0,122,0
6,0,5,0
6,0,69,0
2,0,6,0
8,0,173,0
13,1,693,1
6,0,202,0
4,0,43,0
5,0,78,0
6,0,127,0
7,0,108,0
5,0,1,0
12,1,406,0
12,1,744,0
5,0,85,0
2,0,86,0
8,0,140,0
12,1,461,0
13,1,1284,0
11,1,265,0
7,0,55,0
5,0,28,1
12,1,359,0
1,0,58,0
5,0,111,1
12,1,487,0
2,0,129,0
14,1,419,0
12,1,422,0
3,0,92,0
1,0,4,0
8,0,104,0
3,0,67,1
12,1,322,1
2,0,0,0
9,1,143,0
3,0,36,0
10,1,145,0
6,0,223,0
9,1,282,0
1,0,62,0
7,0,146,0
8,0,122,0
16,1,490,0
8,0,247,1
5,0,48,0
4,0,44,0
12,1,222,0
1,0,5,0
15,1,891,0
13,1,188,0
12,1,224,0
6,0,13,0
3,0,92,0
11,1,357,0
11,1,423,0
12,1,316,1
2,0,43,0
6,0,234,0
13,1,807,0
4,0,15,0
10,1,154,0
6,0,117,0
6,0,138,1
3,0,1,0
5,0,1,0
10,1,156,0
6,0,148,0
9,1,128,1
4,0,1,0
8,0,128,0
11,1,278,0
14,1,417,0
8,0,141,0
9,1,170,0
4,0,86,0
12,1,501,0
5,0,108,0
14,1,3213,1
4,0,139,0
3,0,67,1
9,1,49,1
4,0,20,0
5,0,109,0
9,1,155,0
8,0,71,0
4,0,89,0
2,0,51,0
14,1,661,0
6,0,117,0
8,0,141,0
14,1,378,1
12,1,361,0
4,0,2,0
12,1,225,1
15,1,1216,1
7,0,426,0
9,1,379,0
5,0,26,0
4,0,2,0
5,0,106,0
6,0,231,0
6,0,149,0
12,1,429,0
7,0,106,0
8,0,785,0
12,1,1806,1
7,0,333,0
7,0,230,1
12,1,438,0
6,0,82,1
2,0,32,0
14,1,866,0
13,1,933,0
8,0,287,0
8,0,141,0
2,0,42,0
5,0,4,0
11,1,423,0
4,0,82,0
4,0,102,0
6,0,161,0
3,0,52,0
4,0,24,0
9,1,231,0
7,0,172,0
5,0,6,0
6,0,29,0
8,0,219,0
10,1,411,0
5,0,29,0
7,0,1303,0
10,1,319,0
6,0,50,0
7,0,117,0
10,1,618,1
8,0,134,1
4,0,112,0
7,0,120,0
4,0,72,0
4,0,28,0
11,1,308,0
4,0,73,0
7,0,79,0
10,1,210,0
5,0,106,0
5,0,9,0
10,1,361,0
8,0,141,0
8,0,122,0
3,0,87,0
5,0,106,0
4,0,32,0
12,1,505,0
14,1,402,0
1,0,62,0
8,0,173,0
5,0,107,0
10,1,492,0
1,0,59,0
12,1,453,0
4,0,72,0
7,0,294,1
15,1,732,0
13,1,245,0
10,1,923,0
7,0,119,0
14,1,282,0
6,0,127,0
7,0,79,0
1,0,62,0
10,1,144,0
6,0,49,0
6,0,143,0
13,1,415,1
3,0,63,0
14,1,327,0
4,0,315,0
5,0,87,0
6,0,10,0
5,0,106,0
6,0,116,0
4,0,183,0
9,1,306,0
7,0,117,0
4,0,78,0
4,0,20,0
7,0,441,0
8,0,141,0
1,0,64,0
6,0,29,0
14,1,342,0
2,0,7,1
9,1,306,0
4,0,55,0
12,1,505,0
11,1,287,0
6,0,128,0
1,0,10,0
6,0,120,0
8,0,416,0
4,0,88,1
10,1,359,0
7,0,261,0
4,0,90,0
14,1,327,0
6,0,140,0
5,0,20,0
9,1,257,0
15,1,1806,0
6,0,163,0
6,0,171,0
4,0,72,0
9,1,388,0
13,1,728,0
8,0,141,0
6,0,116,0
15,1,418,0
15,1,728,1
1,0,62,0
5,0,107,1
4,0,264,0
12,1,786,0
13,1,447,1
11,1,254,0
8,0,141,0
5,0,106,0
11,1,303,0
5,0,39,0
9,1,250,0
15,1,604,0
14,1,390,0
12,1,1390,0
14,1,251,0
11,1,321,0
1,0,4,0
7,0,53,0
6,0,117,0
13,1,1168,0
5,0,1,0
13,1,1743,1
12,1,536,0
11,1,372,0
10,1,324,0
4,0,4,0
14,1,1478,1
1,0,62,0
4,0,20,0
10,1,259,0
3,0,59,0
9,1,713,0
14,1,3365,1
5,0,1,0
10,1,183,0
4,0,4,0
11,1,195,0
4,0,20,0
6,0,27,0
3,0,59,0
4,0,32,0
12,1,237,0
11,1,271,0
5,0,66,0
7,0,140,1
11,1,276,0
5,0,4,0
5,0,1,0
6,0,129,0
8,0,141,0
8,0,127,0
3,0,90,0
7,0,107,0
6,0,117,0
13,1,284,0
8,0,182,0
9,1,84,0
9,1,201,0
8,0,226,1
6,0,128,0
8,0,629,0
9,1,250,0
8,0,128,0
9,1,629,0
