"predictedValue","predictLabel","sloc","actualBugLabel"
8,0,90,1
8,0,93,1
10,1,62,0
12,1,285,1
12,1,91,1
8,0,54,1
12,1,120,1
13,1,93,0
6,0,157,1
6,0,12,1
13,1,88,0
2,0,53,1
4,0,84,0
12,1,615,1
12,1,155,1
13,1,276,1
5,0,42,1
3,0,1,1
12,1,206,1
7,0,28,0
4,0,5,1
12,1,170,1
13,1,154,1
6,0,12,1
10,1,168,0
15,1,382,1
9,0,185,1
10,1,31,0
13,1,153,1
3,0,2,0
13,1,523,1
12,1,342,0
4,0,49,1
5,0,17,0
15,1,413,1
4,0,5,0
6,0,12,1
14,1,219,1
12,1,316,1
13,1,95,1
13,1,184,0
9,0,109,1
12,1,438,0
12,1,316,1
4,0,1,1
13,1,153,1
13,1,210,1
13,1,8177,1
9,0,161,1
10,1,431,1
6,0,5,0
7,0,66,1
6,0,11,0
3,0,3,0
6,0,23,0
15,1,229,1
6,0,12,1
12,1,84,0
7,0,218,1
8,0,41,0
6,0,5,0
4,0,17,0
7,0,35,1
9,0,83,1
15,1,158,1
7,0,45,1
12,1,138,1
9,0,83,1
11,1,530,0
5,0,77,0
6,0,32,0
4,0,10,1
9,0,298,0
16,1,776,0
16,1,244,1
3,0,0,0
5,0,17,0
8,0,41,0
10,1,136,1
8,0,24,1
2,0,5,0
4,0,51,1
10,1,67,1
10,1,39,0
4,0,3,1
4,0,45,0
13,1,118,1
11,1,102,1
4,0,5,1
6,0,33,1
4,0,10,0
11,1,854,1
12,1,340,1
4,0,1,1
12,1,157,1
11,1,580,1
4,0,3,1
4,0,4,0
6,0,30,1
13,1,129,1
13,1,204,1
8,0,470,0
8,0,90,1
7,0,61,1
2,0,1,1
6,0,37,0
3,0,3,0
4,0,17,0
14,1,487,1
5,0,17,0
12,1,365,1
12,1,94,1
2,0,1,1
11,1,145,1
10,1,161,1
7,0,23,1
11,1,731,1
9,0,37,0
10,1,32,0
7,0,220,1
12,1,272,1
5,0,14,1
7,0,241,1
3,0,352,1
8,0,177,1
4,0,10,0
4,0,7,0
12,1,1402,1
13,1,274,1
5,0,50,0
10,1,245,1
7,0,145,0
3,0,211,1
6,0,28,0
10,1,12396,1
3,0,37,1
12,1,168,1
14,1,316,1
10,1,86,0
13,1,209,1
11,1,204,1
9,0,118,1
3,0,1,1
9,0,66,1
12,1,357,1
15,1,565,0
4,0,18,0
2,0,2,0
13,1,154,1
5,0,42,1
9,0,141,1
12,1,226,1
3,0,3,1
8,0,62,1
8,0,133,1
8,0,680,1
10,1,264,1
6,0,19,0
11,1,375,1
5,0,20,0
7,0,28,0
2,0,3,1
5,0,12,0
6,0,23,0
3,0,0,0
2,0,3,1
8,0,991,1
13,1,280,1
5,0,4,0
12,1,249,1
10,1,195,1
9,0,42,1
10,1,300,1
3,0,1,1
8,0,33,1
10,1,81,1
9,0,40,1
17,1,417,0
4,0,6,0
14,1,151,1
6,0,31,0
6,0,103,0
9,0,121,1
4,0,41,0
4,0,34,0
2,0,23,0
12,1,138,1
13,1,159,1
8,0,53,1
10,1,106,1
10,1,344,1
17,1,998,1
11,1,256,1
3,0,1,1
7,0,86,1
10,1,52,0
5,0,43,1
5,0,13,1
7,0,17,1
11,1,161,1
13,1,99,1
1,0,2,0
11,1,603,1
14,1,388,0
6,0,30,1
8,0,108,1
4,0,20,0
4,0,17,0
11,1,351,1
11,1,261,1
8,0,200,1
2,0,3,0
3,0,6,0
9,0,73,0
