"predictedValue","predictLabel","sloc","actualBugLabel"
6,0,1872,1
13,1,176,0
12,1,371,1
16,1,2480,1
9,0,81,1
17,1,1095,1
2,0,0,0
14,1,110,1
6,0,3769,0
17,1,1136,1
10,1,368,1
11,1,44,0
9,0,28,0
9,0,30,0
10,1,161,0
18,1,656,1
5,0,119,0
15,1,275,0
11,1,161,1
10,1,217,0
4,0,87,1
11,1,260,1
7,0,648,1
6,0,875,0
3,0,1,1
10,1,117,0
10,1,424,1
14,1,201,1
8,0,257,1
14,1,282,1
2,0,24,0
15,1,1105,0
15,1,533,0
7,0,42,0
7,0,16,0
11,1,477,0
12,1,125,1
12,1,169,0
4,0,4,1
11,1,89,0
14,1,171,1
15,1,1178,1
9,0,481,1
6,0,875,0
11,1,2297,1
5,0,26,0
15,1,226,1
16,1,160,1
3,0,2,0
13,1,152,1
16,1,213,0
12,1,337,0
7,0,168,1
2,0,30,0
11,1,276,1
16,1,505,1
3,0,5,0
12,1,1040,0
5,0,314,1
5,0,487,1
9,0,139,0
15,1,332,0
10,1,234,1
12,1,183,1
6,0,3769,0
8,0,35,1
5,0,76,1
7,0,6,0
3,0,1,1
4,0,4,0
3,0,1,0
8,0,341,1
7,0,58,0
5,0,3,1
5,0,314,1
17,1,146,0
17,1,352,1
14,1,257,1
5,0,54,1
3,0,1,0
8,0,64,0
11,1,87,0
4,0,4,1
6,0,124,0
4,0,6,0
11,1,75,1
5,0,6,1
11,1,117,1
11,1,576,1
7,0,245,0
5,0,85,1
10,1,437,1
13,1,164,0
5,0,109,1
5,0,19,0
7,0,107,1
10,1,402,1
3,0,1,0
10,1,830,1
6,0,13,0
3,0,338,1
8,0,39,1
4,0,24,0
9,0,23,0
9,0,2044,0
2,0,45,0
9,0,25,0
16,1,2909,1
9,0,3800,0
13,1,237,0
2,0,0,0
7,0,145,1
12,1,107,0
11,1,1105,1
14,1,1122,1
6,0,242,0
6,0,18,0
5,0,198,1
12,1,301,0
10,1,274,1
11,1,100,1
14,1,143,0
9,0,50,1
6,0,33,0
14,1,280,1
16,1,164,1
13,1,225,0
14,1,244,1
11,1,933,1
4,0,4,0
4,0,11,0
9,0,50,0
13,1,1289,1
8,0,357,0
9,0,61,1
11,1,582,0
5,0,76,0
9,0,105,0
15,1,330,1
5,0,6,1
10,1,205,0
5,0,5,1
5,0,426,1
10,1,462,1
16,1,536,0
9,0,1171,1
5,0,595,1
8,0,36,1
14,1,332,0
11,1,1655,0
14,1,837,0
14,1,251,1
5,0,99,0
10,1,184,0
9,0,44,1
6,0,369,0
8,0,99,0
17,1,333,0
3,0,10,1
10,1,86,0
8,0,70,1
6,0,10,0
12,1,151,0
10,1,581,1
3,0,133,0
9,0,57,1
13,1,94,1
9,0,451,1
12,1,54,1
6,0,22,0
12,1,80,1
13,1,156,1
3,0,26,1
12,1,243,0
9,0,44,0
11,1,276,0
13,1,1969,1
11,1,75,0
15,1,262,0
7,0,160,1
6,0,67,0
8,0,43,1
7,0,10,0
9,0,622,0
10,1,60,1
9,0,61,1
3,0,16,1
6,0,13,0
9,0,206,1
12,1,134,0
11,1,419,1
5,0,10,0
5,0,84,1
10,1,56,0
11,1,119,1
15,1,124,1
10,1,207,0
13,1,943,1
7,0,34,0
8,0,59,1
12,1,246,1
5,0,65,0
10,1,399,1
14,1,570,1
14,1,899,1
6,0,28,1
11,1,94,0
2,0,44,0
6,0,25,1
2,0,1,0
7,0,21,1
17,1,2568,1
6,0,9,0
17,1,1079,1
7,0,28,0
4,0,44,1
3,0,22,1
16,1,1703,1
12,1,901,1
2,0,1,0
1,0,55,1
18,1,2406,1
10,1,85,0
5,0,5,0
16,1,665,1
4,0,64,0
3,0,18,0
2,0,88,0
5,0,119,0
9,0,266,0
11,1,163,1
5,0,62,0
12,1,339,0
4,0,5,0
11,1,1009,1
16,1,1928,1
9,0,25,0
9,0,91,0
7,0,115,0
11,1,85,0
6,0,12,1
15,1,212,1
15,1,282,1
14,1,149,0
13,1,2363,1
16,1,740,1
4,0,1,0
5,0,9,0
9,0,104,0
13,1,732,1
9,0,97,1
9,0,183,0
16,1,261,0
6,0,9,0
15,1,823,0
7,0,157,1
4,0,69,1
8,0,39,1
9,0,39,0
14,1,97,1
4,0,24,0
5,0,4,1
12,1,198,1
15,1,183,1
4,0,11,0
15,1,149,0
13,1,317,0
3,0,203,1
11,1,289,0
7,0,189,1
17,1,285,1
5,0,499,1
10,1,123,1
9,0,217,1
8,0,40,0
11,1,59,0
8,0,183,1
7,0,14,1
12,1,303,1
4,0,38,0
11,1,497,1
9,0,312,1
7,0,1248,1
14,1,524,0
15,1,465,1
12,1,287,1
11,1,424,0
7,0,15,1
3,0,28,0
14,1,253,1
6,0,240,0
2,0,7,1
4,0,32,1
11,1,300,0
9,0,460,1
12,1,119,0
4,0,5,1
9,0,1903,1
15,1,241,0
4,0,1,0
16,1,1308,1
6,0,1872,1
18,1,987,1
11,1,498,0
2,0,27,0
6,0,875,0
5,0,12,1
4,0,48,0
5,0,25,0
7,0,13,0
8,0,31,0
14,1,118,0
9,0,161,1
7,0,9,1
18,1,474,1
13,1,530,1
7,0,82,1
4,0,5,0
15,1,385,0
11,1,121,1
13,1,158,0
18,1,1165,1
3,0,77,1
6,0,11,0
5,0,80,1
4,0,1,0
10,1,258,1
4,0,47,0
9,0,569,1
13,1,357,0
10,1,199,1
8,0,286,1
10,1,63,0
10,1,63,0
6,0,4,0
2,0,2,0
16,1,912,0
9,0,305,0
15,1,518,1
7,0,85,0
9,0,37,0
11,1,126,0
2,0,29,0
6,0,18,0
12,1,812,0
11,1,7,0
3,0,35,0
6,0,47,0
12,1,75,0
14,1,2002,0
12,1,1600,1
2,0,12,0
11,1,516,1
10,1,113,1
15,1,452,1
4,0,13,0
8,0,34,0
7,0,72,0
10,1,127,0
5,0,19,0
12,1,174,0
15,1,289,0
7,0,37,0
9,0,37,0
1,0,27,0
9,0,469,1
8,0,42,1
7,0,23,1
9,0,1528,1
11,1,114,1
9,0,116,0
15,1,268,0
6,0,3769,0
8,0,514,0
12,1,775,1
2,0,15,0
6,0,875,0
2,0,0,0
2,0,1,1
8,0,40,0
3,0,20,1
10,1,92,0
9,0,49,0
6,0,1872,1
12,1,55,0
6,0,26,0
7,0,28,0
14,1,246,0
3,0,62,0
13,1,877,0
16,1,168,1
5,0,47,0
1,0,41,0
7,0,10,1
5,0,153,0
11,1,432,1
10,1,56,0
15,1,413,1
15,1,2311,1
6,0,875,0
11,1,186,1
13,1,1077,0
9,0,72,1
15,1,237,0
17,1,218,1
3,0,111,0
13,1,1704,1
1,0,42,0
14,1,169,1
17,1,392,1
4,0,67,1
13,1,164,1
15,1,290,1
10,1,54,0
8,0,30,0
10,1,330,0
6,0,875,0
6,0,875,0
10,1,3198,1
10,1,565,1
9,0,33,1
16,1,281,1
16,1,485,1
5,0,314,1
7,0,28,1
8,0,65,1
3,0,2,0
6,0,391,0
8,0,30,0
5,0,29,0
12,1,2140,1
3,0,2,1
5,0,62,0
17,1,610,1
6,0,6,0
17,1,2384,1
3,0,68,1
15,1,379,1
8,0,305,0
11,1,3321,1
6,0,875,0
15,1,362,0
14,1,113,1
11,1,50,0
9,0,25,0
8,0,267,0
8,0,146,1
7,0,44,0
13,1,1630,1
8,0,180,1
11,1,749,0
7,0,583,1
16,1,3398,1
16,1,107,0
10,1,283,1
16,1,179,1
5,0,119,1
9,0,204,0
15,1,238,1
14,1,728,0
11,1,110,0
16,1,214,0
5,0,614,1
16,1,161,1
14,1,207,0
12,1,250,1
14,1,191,0
15,1,600,0
8,0,51,0
11,1,376,1
16,1,711,0
5,0,20,0
7,0,27,1
12,1,272,0
6,0,195,0
5,0,575,1
5,0,12,1
5,0,314,1
6,0,3769,0
6,0,13,0
14,1,466,0
10,1,148,0
9,0,129,1
9,0,52,0
5,0,314,1
10,1,470,1
12,1,203,1
6,0,3769,0
12,1,183,1
3,0,3,0
3,0,16,1
8,0,24,0
13,1,131,0
10,1,499,0
16,1,805,0
19,1,648,1
10,1,609,1
17,1,335,1
16,1,787,1
14,1,153,0
6,0,13,0
4,0,22,0
7,0,34,1
13,1,556,1
13,1,683,1
4,0,4,1
6,0,3769,0
5,0,80,0
9,0,4275,1
16,1,163,0
14,1,131,1
4,0,4,0
12,1,49,1
9,0,51,0
5,0,11,1
2,0,1,0
9,0,25,0
10,1,79,0
12,1,384,0
5,0,45,0
17,1,2049,1
5,0,314,1
6,0,3769,0
5,0,583,1
9,0,106,0
13,1,217,1
12,1,127,1
15,1,123,1
14,1,98,1
17,1,560,1
11,1,360,0
13,1,383,1
7,0,214,0
6,0,16,0
4,0,4,1
16,1,244,0
14,1,332,1
16,1,1315,1
10,1,402,1
6,0,13,0
2,0,30,1
13,1,129,0
5,0,23,0
14,1,422,0
14,1,516,0
4,0,14,0
5,0,599,1
5,0,614,1
17,1,228,1
2,0,29,0
10,1,155,0
6,0,3769,0
11,1,119,1
3,0,10,0
13,1,207,1
9,0,110,0
8,0,45,1
8,0,26,0
12,1,79,1
5,0,499,1
13,1,2845,0
7,0,42,0
8,0,69,1
14,1,1077,1
4,0,69,1
1,0,0,0
15,1,2717,1
6,0,1014,0
16,1,302,0
11,1,176,0
10,1,98,0
9,0,37,0
6,0,126,1
18,1,332,1
13,1,268,0
8,0,73,1
7,0,30,1
15,1,571,1
12,1,401,1
15,1,1667,0
12,1,1849,1
15,1,836,0
1,0,14,0
15,1,253,0
13,1,286,0
4,0,4,1
4,0,9,0
2,0,41,1
5,0,10,1
14,1,448,0
12,1,665,0
0,0,34,0
10,1,107,1
10,1,108,0
17,1,279,1
5,0,23,1
7,0,40,0
15,1,245,0
6,0,7,0
14,1,297,0
15,1,827,1
6,0,13,0
12,1,321,1
8,0,40,0
9,0,50,0
6,0,5,0
13,1,833,0
9,0,87,1
6,0,395,0
6,0,19,0
7,0,31,1
13,1,269,0
15,1,734,1
2,0,12,1
14,1,141,0
9,0,64,1
6,0,100,1
4,0,4,0
6,0,158,1
7,0,44,0
3,0,82,1
8,0,143,1
14,1,842,1
4,0,5,0
12,1,460,0
7,0,78,0
12,1,57,1
17,1,273,0
8,0,322,0
18,1,432,1
7,0,9,0
7,0,15,1
2,0,1,0
9,0,84,0
9,0,109,0
6,0,4,0
16,1,454,0
4,0,24,0
8,0,38,0
14,1,137,1
12,1,311,0
12,1,181,0
2,0,10,0
12,1,914,0
12,1,546,1
7,0,9,1
17,1,663,1
15,1,839,1
10,1,807,0
15,1,198,1
4,0,41,0
4,0,8,0
16,1,356,1
2,0,4,0
16,1,728,0
7,0,8,1
9,0,353,0
4,0,90,1
9,0,140,0
6,0,9,0
11,1,271,0
15,1,242,0
12,1,51,1
14,1,658,1
