"predictedValue","predictLabel","sloc","actualBugLabel"
233,1,1130,1
241,1,754,1
251,1,828,1
292,1,1671,1
270,1,838,1
253,1,807,1
278,1,908,1
272,1,1355,1
301,1,2768,1
262,1,810,1
276,1,944,1
227,1,801,1
228,1,552,1
219,1,545,1
241,1,835,1
136,0,156,1
292,1,2849,1
291,1,390,1
211,1,229,1
209,1,554,1
146,0,196,1
265,1,399,1
288,1,1283,1
240,1,614,1
247,1,934,1
99,0,144,1
253,1,801,1
244,1,791,1
154,0,137,1
289,1,1419,1
249,1,923,1
273,1,310,1
141,0,191,1
274,1,785,1
214,1,680,1
260,1,765,1
204,1,270,1
238,1,890,1
308,1,1106,1
149,0,145,1
319,1,916,1
161,0,326,1
148,0,255,1
92,0,143,1
118,0,179,1
296,1,1123,1
221,1,573,1
249,1,791,1
238,1,732,1
151,0,125,1
306,1,989,1
251,1,265,1
282,1,303,1
275,1,199,1
255,1,595,1
210,1,263,1
267,1,239,1
230,1,696,1
264,1,808,1
209,1,218,1
180,1,370,1
102,0,88,1
104,0,89,1
135,0,132,1
231,1,203,1
293,1,1061,1
274,1,841,1
246,1,698,1
288,1,1154,1
117,0,55,1
45,0,8,1
268,1,1113,1
246,1,871,1
282,1,1179,1
240,1,882,1
61,0,121,1
255,1,536,1
284,1,882,1
262,1,721,1
236,1,738,1
58,0,11,1
168,0,172,0
156,0,162,0
101,0,95,0
117,0,87,0
207,1,284,0
280,1,759,0
204,1,236,0
267,1,349,0
249,1,143,0
76,0,18,0
85,0,11,0
105,0,42,0
198,1,468,0
242,1,647,0
202,1,137,0
53,0,36,0
218,1,680,0
116,0,68,0
56,0,122,0
258,1,792,0
201,1,559,0
137,0,37,0
118,0,92,0
107,0,87,0
118,0,87,0
118,0,87,0
102,0,87,0
99,0,87,0
107,0,87,0
138,0,90,0
127,0,87,0
109,0,87,0
99,0,87,0
106,0,87,0
106,0,87,0
106,0,87,0
99,0,87,0
99,0,87,0
99,0,87,0
170,1,118,0
102,0,90,0
148,0,203,0
95,0,88,0
99,0,87,0
99,0,87,0
119,0,87,0
109,0,87,0
123,0,87,0
110,0,87,0
99,0,87,0
100,0,87,0
111,0,87,0
134,0,90,0
99,0,87,0
100,0,87,0
110,0,87,0
101,0,87,0
102,0,90,0
100,0,87,0
137,0,118,0
112,0,87,0
122,0,87,0
99,0,87,0
101,0,87,0
105,0,87,0
103,0,87,0
101,0,87,0
102,0,87,0
100,0,87,0
100,0,87,0
137,0,172,0
207,1,102,0
125,0,75,0
151,0,94,0
98,0,80,0
126,0,145,0
144,0,148,0
94,0,67,0
128,0,122,0
106,0,65,0
138,0,29,0
79,0,67,0
108,0,29,0
102,0,38,0
104,0,29,0
135,0,172,0
139,0,172,0
37,0,7,0
211,1,546,0
34,0,3,0
276,1,745,0
139,0,172,0
157,0,111,0
51,0,19,0
80,0,109,0
99,0,87,0
206,1,546,0
54,0,100,0
99,0,87,0
140,0,216,0
