"predictedValue","predictLabel","sloc","actualBugLabel"
3,0,10,0
9,0,278,0
9,0,1174,0
4,0,1,1
6,0,7,1
9,0,61,1
10,1,373,0
4,0,16,1
10,1,204,1
8,0,383,1
15,1,557,1
10,1,380,1
15,1,404,1
8,0,189,1
9,0,39,0
6,0,31,0
6,0,11,0
13,1,343,1
10,1,341,1
3,0,87,0
12,1,2855,1
9,0,106,1
6,0,21,0
9,0,173,0
12,1,675,0
8,0,319,1
9,0,125,0
14,1,249,0
14,1,340,0
12,1,147,0
16,1,523,0
5,0,25,0
5,0,17,0
2,0,27,0
7,0,1224,1
4,0,88,0
8,0,257,1
10,1,14,0
10,1,178,1
10,1,141,0
14,1,2830,1
3,0,10,0
11,1,274,0
5,0,5,0
6,0,13,0
13,1,218,0
6,0,98,0
12,1,100,1
8,0,122,0
8,0,330,0
6,0,15,0
8,0,15,1
15,1,285,1
8,0,23,1
7,0,133,0
6,0,126,0
3,0,16,0
12,1,184,0
9,0,1039,1
10,1,231,0
3,0,1,0
6,0,113,0
11,1,434,1
4,0,130,0
8,0,47,0
5,0,23,0
6,0,102,1
2,0,2,0
3,0,15,1
7,0,106,0
4,0,38,0
11,1,1211,1
11,1,461,1
11,1,656,0
14,1,342,1
3,0,67,0
14,1,188,1
5,0,5,0
4,0,32,1
4,0,60,0
16,1,449,1
10,1,152,1
11,1,990,1
2,0,44,0
12,1,134,0
14,1,440,1
8,0,118,1
12,1,297,0
11,1,237,1
7,0,155,0
5,0,63,0
3,0,169,1
4,0,6,0
4,0,112,1
10,1,216,1
8,0,110,0
7,0,9,0
8,0,57,1
14,1,280,1
12,1,184,0
5,0,5,0
8,0,16,0
9,0,224,0
6,0,10,1
6,0,237,0
12,1,764,1
8,0,179,0
6,0,35,0
9,0,707,1
12,1,354,1
7,0,10,1
6,0,65,1
3,0,102,0
4,0,21,0
14,1,601,1
9,0,201,1
9,0,348,1
6,0,10,0
3,0,94,1
5,0,21,0
12,1,437,1
8,0,337,1
14,1,479,1
12,1,409,0
12,1,133,1
11,1,275,0
11,1,91,1
15,1,514,0
6,0,58,1
13,1,176,0
10,1,70,0
5,0,48,0
6,0,9,0
5,0,116,1
12,1,318,1
6,0,224,1
7,0,108,1
10,1,103,0
6,0,8,0
16,1,1200,1
15,1,498,1
4,0,57,1
16,1,439,1
4,0,100,0
9,0,128,1
11,1,89,1
9,0,113,1
11,1,142,1
11,1,382,1
8,0,47,0
4,0,21,0
5,0,12,0
4,0,41,0
11,1,157,1
10,1,387,0
6,0,6,0
10,1,47,0
14,1,724,1
4,0,197,0
11,1,648,1
11,1,3709,1
4,0,49,0
9,0,178,1
9,0,297,0
7,0,16,0
6,0,237,0
13,1,247,0
10,1,175,0
8,0,54,0
12,1,313,0
6,0,13,0
8,0,37,1
7,0,48,0
3,0,18,0
10,1,186,1
8,0,108,0
11,1,420,1
13,1,246,1
14,1,302,0
13,1,563,1
12,1,338,1
5,0,23,0
12,1,116,1
4,0,36,0
9,0,93,1
11,1,131,1
6,0,8,0
14,1,288,1
8,0,241,0
9,0,175,1
11,1,83,0
12,1,726,1
3,0,10,0
13,1,938,1
9,0,107,1
