"predictedValue","predictLabel","sloc","actualBugLabel"
11,1,117,0
9,1,117,0
9,1,44,0
3,0,4,0
4,0,20,0
9,1,85,1
2,0,25,0
8,0,156,1
7,0,9,0
13,1,123,0
8,0,266,0
11,1,1564,1
11,1,115,0
6,0,40,0
13,1,130,0
13,1,150,0
6,0,33,0
11,1,1250,1
9,1,254,0
4,0,4,0
7,0,7,0
12,1,101,0
11,1,277,1
10,1,82,0
10,1,122,0
12,1,157,0
4,0,5,0
9,1,280,0
3,0,14,1
4,0,4,0
3,0,1,0
10,1,122,0
3,0,2,0
8,0,138,0
10,1,242,0
3,0,1,0
12,1,239,0
7,0,9,0
12,1,103,0
8,0,33,0
9,1,68,0
14,1,318,0
11,1,439,0
8,0,28,0
7,0,49,0
8,0,236,0
7,0,12,0
13,1,122,0
2,0,11,0
3,0,20,0
3,0,2,0
9,1,73,0
10,1,153,0
2,0,0,0
8,0,901,1
11,1,224,1
14,1,161,0
3,0,4,0
3,0,7,0
3,0,14,0
4,0,4,0
5,0,6,0
11,1,73,0
7,0,13,0
12,1,124,0
6,0,34,0
6,0,11,0
4,0,3,0
8,0,118,0
5,0,3,0
10,1,21,0
7,0,61,0
3,0,2,0
7,0,10,1
13,1,111,1
7,0,57,0
11,1,487,0
14,1,172,0
11,1,653,0
10,1,643,0
9,1,129,0
8,0,362,0
11,1,71,0
13,1,206,0
7,0,96,0
3,0,14,1
6,0,35,0
3,0,10,0
5,0,7,1
3,0,4,0
11,1,746,1
6,0,113,0
3,0,3,0
13,1,565,0
8,0,669,0
2,0,29,0
7,0,31,0
9,1,121,0
4,0,5,0
1,0,0,0
11,1,126,0
8,0,79,0
7,0,6,0
10,1,74,0
5,0,74,0
6,0,114,0
3,0,1,0
4,0,5,0
2,0,38,0
9,1,177,0
7,0,82,0
11,1,679,1
6,0,73,0
4,0,4,0
9,1,93,0
9,1,87,0
16,1,186,0
4,0,4,0
2,0,0,0
9,1,122,0
8,0,85,0
2,0,0,0
7,0,51,0
3,0,2,0
13,1,164,0
13,1,166,0
11,1,180,0
4,0,4,0
10,1,92,0
11,1,103,0
4,0,32,0
11,1,1202,0
7,0,56,1
5,0,20,0
7,0,33,0
12,1,131,0
11,1,174,0
5,0,26,1
3,0,26,0
9,1,562,0
2,0,14,0
11,1,2090,0
8,0,20,0
4,0,27,0
12,1,112,0
11,1,194,0
9,1,83,0
8,0,7,1
11,1,175,1
11,1,123,0
3,0,3,0
2,0,1,0
10,1,127,0
10,1,84,0
7,0,13,0
10,1,199,0
7,0,99,0
4,0,2,0
8,0,196,0
3,0,1,0
11,1,641,1
5,0,20,0
11,1,254,0
5,0,1,0
13,1,183,0
7,0,11,1
14,1,158,0
8,0,43,0
6,0,43,0
13,1,616,1
15,1,445,0
5,0,5,0
3,0,30,0
10,1,134,1
6,0,11,0
14,1,227,0
12,1,138,0
5,0,13,0
1,0,24,0
2,0,30,0
4,0,4,0
8,0,149,0
2,0,0,0
7,0,32,0
3,0,3,1
6,0,36,0
10,1,102,0
4,0,45,0
2,0,0,0
1,0,0,0
8,0,84,0
6,0,63,0
7,0,53,0
4,0,4,0
6,0,6,0
5,0,20,0
8,0,20,1
12,1,38,0
8,0,75,0
2,0,7,0
9,1,113,0
3,0,8,0
6,0,5,0
4,0,1,0
8,0,94,0
6,0,68,0
11,1,75,0
7,0,10,0
2,0,0,0
4,0,4,0
11,1,314,0
12,1,238,0
11,1,112,1
13,1,209,0
9,1,68,0
9,1,132,0
11,1,197,0
3,0,34,0
4,0,20,0
14,1,860,0
4,0,5,0
3,0,30,0
3,0,4,0
4,0,4,0
9,1,389,1
8,0,105,0
4,0,4,0
6,0,8,0
1,0,25,0
11,1,506,1
5,0,20,0
2,0,14,0
8,0,86,0
1,0,0,0
