"predictedValue","predictLabel","sloc","actualBugLabel"
12,1,425,0
9,0,300,0
6,0,113,0
7,0,92,0
7,0,206,0
8,0,174,0
6,0,157,0
3,0,62,0
5,0,5,0
8,0,93,0
8,0,33,1
9,0,182,0
18,1,1425,1
13,1,260,1
11,1,198,0
12,1,1458,0
16,1,762,1
7,0,64,0
9,0,330,1
17,1,7612,1
13,1,1492,1
4,0,1,0
7,0,179,1
10,0,279,1
17,1,828,1
8,0,49,0
17,1,300,1
11,1,313,1
17,1,1603,1
9,0,69,0
7,0,361,0
5,0,93,0
4,0,12,0
8,0,210,0
12,1,364,0
8,0,106,0
10,0,230,1
11,1,370,0
13,1,175,1
10,0,143,0
7,0,7,0
9,0,123,1
17,1,628,1
12,1,279,0
10,0,182,0
9,0,185,0
8,0,79,0
3,0,14,0
10,0,263,1
11,1,439,0
12,1,191,1
2,0,2,0
12,1,1472,0
12,1,1557,0
2,0,6,0
14,1,593,1
7,0,64,0
13,1,662,0
4,0,5,0
9,0,59,0
15,1,498,1
10,0,253,1
8,0,36,0
6,0,5,0
12,1,258,1
7,0,66,0
15,1,1106,1
12,1,534,1
13,1,1441,1
7,0,174,0
3,0,186,0
13,1,1228,1
9,0,6259,0
3,0,59,0
11,1,244,0
9,0,691,0
11,1,238,0
10,0,123,1
11,1,175,0
14,1,470,1
8,0,1277,0
6,0,115,1
6,0,62,0
7,0,71,0
18,1,1437,1
11,1,239,1
8,0,356,0
5,0,20,0
5,0,80,0
11,1,384,0
12,1,100,1
7,0,374,0
7,0,71,0
6,0,65,0
9,0,161,0
12,1,1263,0
5,0,83,1
10,0,391,0
11,1,173,0
8,0,167,0
3,0,2,1
10,0,387,0
4,0,23,0
10,0,711,0
4,0,10,0
8,0,500,1
14,1,551,1
6,0,30,0
2,0,2,0
10,0,339,0
6,0,45,0
16,1,517,1
5,0,9,0
11,1,231,1
12,1,127,1
17,1,477,1
6,0,128,1
17,1,589,1
7,0,36,0
9,0,273,0
6,0,162,1
11,1,386,1
13,1,240,0
9,0,137,0
7,0,40,0
3,0,1,0
11,1,199,1
11,1,152,1
9,0,145,1
10,0,81,0
6,0,5,0
11,1,23350,0
8,0,456,0
12,1,184,0
12,1,488,1
6,0,30,0
13,1,631,0
6,0,36,0
11,1,223,0
18,1,533,1
3,0,106,0
12,1,236,1
5,0,153,0
8,0,313,1
11,1,189,0
11,1,904,1
11,1,321,0
6,0,269,0
11,1,433,0
10,0,137,0
7,0,139,0
12,1,458,0
17,1,889,1
13,1,501,1
16,1,508,1
4,0,6,0
8,0,63,0
8,0,54,0
5,0,37,0
13,1,595,1
7,0,50,0
4,0,24,0
17,1,398,1
10,0,160,0
8,0,176,1
13,1,736,1
6,0,50,0
10,0,101,0
8,0,128,0
9,0,305,1
12,1,144,0
15,1,645,1
15,1,708,1
11,1,230,1
3,0,3,0
3,0,6,0
11,1,950,1
8,0,106,0
5,0,141,0
8,0,416,1
9,0,380,0
11,1,199,1
17,1,5047,1
14,1,1186,1
4,0,4,0
6,0,5,0
11,1,299,0
6,0,13,0
4,0,21,0
6,0,138,0
16,1,361,0
9,0,311,0
8,0,93,0
4,0,3,0
3,0,58,0
6,0,129,1
9,0,134,0
15,1,438,1
6,0,22,0
7,0,93,1
12,1,324,1
9,0,256,0
12,1,730,0
3,0,10,0
10,0,1272,1
12,1,174,0
5,0,71,0
6,0,80,1
4,0,48,1
17,1,1143,1
9,0,79,0
5,0,28,0
4,0,57,1
15,1,2533,0
4,0,5,0
7,0,288,0
11,1,173,0
4,0,5,0
5,0,55,0
15,1,1644,0
5,0,617,0
4,0,5,0
3,0,63,0
16,1,334,1
7,0,151,0
9,0,229,0
7,0,30,0
12,1,5223,0
13,1,300,1
4,0,111,0
4,0,218,0
8,0,206,0
2,0,16,0
5,0,4,0
5,0,127,0
5,0,49,0
15,1,687,1
11,1,280,0
7,0,38,0
5,0,47,0
4,0,55,1
7,0,111,0
10,0,204,0
7,0,28,0
7,0,77,0
8,0,155,1
3,0,59,0
11,1,171,0
6,0,251,0
10,0,271,0
8,0,63,0
5,0,34,0
5,0,19,0
6,0,28,0
7,0,301,0
4,0,55,0
2,0,6,0
14,1,981,1
14,1,210,1
14,1,4367,1
4,0,5,0
9,0,53,0
9,0,126,0
7,0,145,1
11,1,252,1
3,0,40,0
14,1,443,1
2,0,2,0
6,0,82,0
6,0,82,0
7,0,135,0
17,1,303,1
