"predictedValue","predictLabel","sloc","actualBugLabel"
6,0,213,0
7,0,27,1
5,0,82,0
10,1,198,0
12,1,224,1
5,0,52,0
7,0,71,0
4,0,22,1
9,0,18,0
10,1,100,0
8,0,66,0
7,0,44,1
15,1,175,1
12,1,143,0
17,1,537,1
9,0,23,1
12,1,42,1
9,0,140,1
5,0,22,0
13,1,153,1
4,0,32,1
14,1,174,0
6,0,50,0
11,1,237,1
4,0,24,0
10,1,59,0
5,0,12,0
16,1,216,1
1,0,0,0
12,1,183,0
5,0,14,1
6,0,33,1
1,0,0,0
5,0,17,0
10,1,81,0
13,1,352,0
11,1,242,1
8,0,21,1
7,0,50,0
7,0,121,1
9,0,122,0
10,1,57,1
4,0,44,0
4,0,10,1
4,0,3,0
14,1,99,0
10,1,120,0
5,0,12,0
10,1,85,0
10,1,83,0
15,1,240,1
3,0,9,0
8,0,182,1
3,0,28,1
2,0,22,0
17,1,401,1
5,0,63,0
9,0,75,1
10,1,41,0
6,0,5,1
4,0,25,0
16,1,335,1
2,0,18,0
10,1,33,0
15,1,303,1
11,1,107,0
12,1,118,1
9,0,105,1
2,0,27,0
11,1,103,0
4,0,1,0
10,1,101,1
11,1,382,0
14,1,189,0
1,0,0,0
3,0,6,0
4,0,31,0
6,0,25,0
13,1,218,0
6,0,70,0
4,0,33,1
12,1,417,0
15,1,212,1
11,1,167,0
1,0,0,0
15,1,146,0
9,0,88,0
12,1,66,0
4,0,1,1
4,0,2,1
12,1,154,1
9,0,25,1
14,1,161,1
7,0,75,0
4,0,6,0
3,0,1,0
4,0,1,0
14,1,118,0
11,1,102,1
8,0,301,1
9,0,651,0
3,0,8,0
5,0,45,0
5,0,12,0
4,0,1,1
4,0,27,1
5,0,125,0
3,0,1,0
9,0,104,0
6,0,41,0
12,1,86,0
10,1,31,1
2,0,21,1
13,1,82,1
16,1,993,1
12,1,88,0
12,1,343,0
9,0,185,0
16,1,85,0
9,0,84,1
2,0,32,1
3,0,26,0
2,0,9,1
12,1,157,0
10,1,126,1
6,0,33,0
11,1,89,0
5,0,13,0
4,0,37,0
4,0,2,0
9,0,42,0
13,1,523,1
4,0,1,1
5,0,12,1
5,0,33,1
1,0,0,0
8,0,81,0
6,0,34,0
5,0,22,0
12,1,388,1
5,0,54,1
5,0,2,0
14,1,435,0
14,1,121,0
3,0,12,0
15,1,90,1
11,1,236,0
9,0,62,0
15,1,116,1
8,0,230,0
1,0,0,0
3,0,2,0
6,0,5,1
12,1,100,0
13,1,125,0
6,0,69,1
12,1,85,0
14,1,461,1
8,0,65,0
3,0,32,0
12,1,248,0
5,0,12,0
6,0,38,1
