"predictedValue","predictLabel","sloc","actualBugLabel"
16,1,67,1
16,1,67,1
16,1,67,1
16,1,67,1
15,1,14,1
15,1,14,1
17,1,21,1
18,1,21,1
13,1,1,1
13,1,1,1
13,1,1,1
13,1,1,1
19,1,30,1
19,1,55,1
4,0,1,1
4,0,1,1
13,1,1,1
13,1,1,1
17,1,5,1
18,1,12,1
16,1,37,1
19,1,48,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
19,1,39,1
18,1,25,1
16,1,19,1
19,1,66,1
19,1,52,1
19,1,33,1
19,1,33,1
19,1,44,1
19,1,44,1
16,1,146,1
17,1,91,1
16,1,578,1
15,1,10,1
15,1,10,1
12,1,8,1
12,1,8,1
15,1,12,1
15,1,12,1
14,1,13,1
14,1,13,1
19,1,37,1
18,1,16,1
18,1,20,1
18,1,49,1
13,1,11,1
18,1,231,1
18,1,12,1
18,1,12,1
18,1,34,1
18,1,34,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,1,2,0
13,1,2,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
16,1,67,0
18,1,20,0
18,1,20,0
18,1,19,0
18,1,20,0
18,1,19,0
18,1,20,0
18,1,20,0
18,1,20,0
18,1,20,0
18,1,20,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
14,1,7,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
7,0,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
13,1,1,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
16,1,4,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,7,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
15,1,14,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
16,1,6,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
9,0,3,0
13,1,4,0
13,1,4,0
16,1,4,0
16,1,4,0
16,1,8,0
16,1,8,0
19,1,54,0
19,1,54,0
11,1,0,0
11,1,0,0
17,1,23,0
17,1,23,0
11,1,0,0
11,1,0,0
17,1,19,0
17,1,19,0
17,1,12,0
17,1,12,0
17,1,12,0
17,1,12,0
10,1,4,0
10,1,4,0
16,1,13,0
16,1,13,0
16,1,13,0
16,1,13,0
16,1,4,0
16,1,4,0
5,0,0,0
13,1,0,0
3,0,0,0
14,1,0,0
5,0,0,0
13,1,0,0
3,0,0,0
14,1,0,0
13,1,6,0
13,1,6,0
4,0,0,0
4,0,0,0
6,0,0,0
6,0,0,0
17,1,11,0
17,1,11,0
16,1,3,0
16,1,3,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
10,1,2,0
10,1,2,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,1,0
3,0,1,0
1,0,0,0
1,0,0,0
3,0,2,0
3,0,2,0
3,0,1,0
3,0,1,0
3,0,2,0
3,0,2,0
8,0,0,0
8,0,0,0
1,0,0,0
1,0,0,0
18,1,35,0
18,1,35,0
18,1,37,0
18,1,37,0
18,1,36,0
18,1,36,0
12,1,3,0
12,1,3,0
16,1,5,0
16,1,5,0
16,1,4,0
16,1,4,0
1,0,0,0
1,0,0,0
12,1,2,0
10,1,0,0
10,1,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
13,1,2,0
16,1,7,0
18,1,31,0
18,1,31,0
18,1,29,0
18,1,29,0
18,1,25,0
18,1,25,0
11,1,0,0
11,1,0,0
16,1,7,0
16,1,7,0
17,1,13,0
17,1,13,0
17,1,15,0
17,1,15,0
16,1,5,0
16,1,5,0
16,1,4,0
16,1,4,0
0,0,0,0
0,0,0,0
19,1,46,0
19,1,46,0
0,0,0,0
0,0,0,0
19,1,40,0
19,1,40,0
2,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
19,1,38,0
19,1,38,0
18,1,27,0
18,1,27,0
10,1,0,0
10,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,0,0,0
8,0,0,0
17,1,18,0
17,1,18,0
15,1,8,0
15,1,8,0
17,1,25,0
17,1,25,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
7,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
13,1,9,0
13,1,9,0
10,1,0,0
10,1,0,0
10,1,0,0
10,1,0,0
10,1,0,0
10,1,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
