"predictedValue","predictLabel","sloc","actualBugLabel"
8,0,98,1
12,1,1458,0
3,0,1,0
18,1,4705,1
8,0,25,0
5,0,19,1
13,1,130,0
9,0,471,0
1,0,0,1
2,0,2,1
6,0,213,0
6,0,16,1
13,1,184,0
12,1,756,1
20,1,223,1
9,0,583,0
13,1,2955,0
7,0,39,0
7,0,102,0
12,1,595,0
16,1,1044,1
13,1,179,1
14,1,1643,1
9,0,44,0
4,0,12,0
15,1,76,0
12,1,161,1
6,0,9,0
13,1,889,0
13,1,549,0
7,0,12,0
8,0,145,0
9,0,79,1
2,0,1,1
15,1,2421,1
5,0,426,0
5,0,75,1
6,0,9,0
13,1,135,1
8,0,107,0
4,0,17,0
5,0,34,1
2,0,25,1
6,0,9,0
10,0,1004,0
6,0,97,0
6,0,173,0
3,0,3,1
5,0,2119,0
13,1,154,0
11,1,77,0
4,0,5,1
5,0,247,0
10,0,186,0
6,0,9,0
3,0,3,1
13,1,6193,1
17,1,2970,1
13,1,156,0
3,0,1,0
9,0,20,0
7,0,23,1
1,0,0,1
2,0,2,1
7,0,150,1
5,0,30,1
7,0,33,0
12,1,109,0
3,0,3,1
11,1,60,0
10,0,24,0
17,1,624,1
18,1,97,0
5,0,9,1
1,0,0,1
10,0,1583,0
6,0,166,1
1,0,0,1
9,0,233,0
4,0,2,0
12,1,370,1
3,0,4,0
13,1,48,0
10,0,54,1
1,0,14,1
5,0,2,0
5,0,19,1
11,1,2103,0
5,0,6,1
8,0,74,0
13,1,252,0
7,0,59,1
8,0,221,0
2,0,2,1
5,0,208,0
6,0,395,0
5,0,64,1
6,0,6,0
4,0,5,0
5,0,286,1
11,1,135,0
3,0,5,1
11,1,377,0
9,0,205,0
7,0,62,1
5,0,9,1
4,0,5,1
4,0,7,1
6,0,12,1
15,1,7275,1
2,0,1,0
8,0,608,0
13,1,6081,1
5,0,6,1
10,0,75,1
13,1,3206,0
3,0,2,0
18,1,959,1
2,0,1,1
6,0,12,0
11,1,7825,0
15,1,2499,1
4,0,7,0
9,0,206,0
16,1,81,0
12,1,118,0
3,0,4,1
15,1,223,1
17,1,283,1
3,0,4,1
5,0,8,1
12,1,265,0
11,1,530,1
2,0,2,0
7,0,13,0
8,0,40,0
12,1,680,0
11,1,95,0
12,1,174,1
12,1,2149,1
14,1,3694,1
4,0,1,0
4,0,8,1
8,0,55,0
17,1,2223,1
4,0,13,1
18,1,159,1
9,0,20,0
12,1,610,1
5,0,3,0
12,1,5945,1
9,0,191,0
11,1,41,0
4,0,42,1
6,0,6,0
3,0,4,1
11,1,838,1
10,0,74,0
4,0,3,0
3,0,3,1
8,0,1102,0
2,0,1,1
