"predictedValue","predictLabel","sloc","actualBugLabel"
10,1,509,0
13,1,149,0
13,1,2089,1
16,1,743,0
3,0,1,0
5,0,9,0
14,1,166,1
11,1,177,0
4,0,8,0
7,0,129,0
2,0,32,0
11,1,300,0
9,0,155,1
7,0,632,0
2,0,7,0
5,0,15,0
16,1,1308,0
2,0,4,0
12,1,2321,0
5,0,8,0
9,0,353,0
15,1,242,0
8,0,229,0
5,0,4,0
12,1,615,1
5,0,8,0
9,0,74,0
9,0,273,0
14,1,251,1
3,0,188,0
11,1,343,0
2,0,8,0
10,1,596,0
6,0,179,0
10,1,123,0
8,0,217,0
6,0,40,0
13,1,225,0
7,0,183,0
6,0,14,0
9,0,248,0
3,0,38,0
10,1,139,0
7,0,74,0
12,1,88,0
12,1,499,0
5,0,30,0
6,0,28,0
15,1,426,1
6,0,47,0
4,0,19,0
6,0,34,0
4,0,6,0
6,0,6,1
11,1,55,0
12,1,462,0
10,1,212,0
14,1,2911,1
3,0,35,0
3,0,7,0
10,1,177,0
12,1,1600,0
8,0,24,0
7,0,475,0
10,1,498,0
10,1,70,0
5,0,12,0
4,0,90,0
9,0,152,0
6,0,9,0
11,1,167,0
2,0,1,0
5,0,4,0
10,1,92,0
4,0,5,0
10,1,121,0
11,1,157,0
18,1,1125,0
12,1,189,1
11,1,59,0
7,0,65,0
8,0,61,0
3,0,24,0
9,0,569,0
6,0,213,0
5,0,17,0
2,0,5,0
3,0,36,0
2,0,1,0
8,0,58,0
6,0,4,0
2,0,2,0
15,1,979,1
14,1,859,1
2,0,38,0
4,0,2,0
18,1,2275,1
4,0,25,0
14,1,1465,0
14,1,2724,1
7,0,93,0
5,0,26,0
6,0,5,0
9,0,56,0
13,1,416,0
4,0,65,0
14,1,468,1
6,0,154,0
12,1,505,1
13,1,276,0
10,1,113,0
15,1,452,0
4,0,13,0
8,0,34,0
7,0,115,1
10,1,127,0
3,0,32,0
4,0,141,1
11,1,94,0
9,0,31,0
6,0,10,0
4,0,1,0
12,1,97,0
4,0,19,0
7,0,101,0
5,0,15,0
5,0,41,0
11,1,476,0
17,1,230,1
9,0,394,0
2,0,1,0
7,0,40,0
8,0,91,1
5,0,599,0
4,0,6,0
13,1,149,0
5,0,26,0
7,0,28,0
14,1,264,0
4,0,136,0
9,0,43,1
7,0,183,0
9,0,169,0
10,1,86,1
14,1,171,0
10,1,50,0
4,0,25,0
6,0,152,0
7,0,44,0
14,1,193,1
15,1,160,0
7,0,583,0
8,0,72,0
13,1,144,0
11,1,477,1
14,1,1704,0
6,0,44,0
17,1,1095,0
1,0,0,0
14,1,110,0
11,1,164,0
15,1,290,0
8,0,54,0
8,0,30,0
9,0,328,0
5,0,67,0
12,1,135,0
6,0,37,0
7,0,37,0
3,0,1,0
7,0,43,0
7,0,65,0
5,0,391,0
11,1,424,0
12,1,201,0
7,0,261,0
14,1,282,0
17,1,600,1
4,0,6,0
17,1,2387,0
2,0,68,0
12,1,361,0
8,0,305,0
11,1,117,0
11,1,437,0
3,0,16,0
4,0,24,0
13,1,131,0
10,1,499,0
16,1,805,0
2,0,1,0
10,1,593,1
16,1,335,0
3,0,1,0
9,0,833,0
4,0,13,0
14,1,213,0
15,1,96,0
13,1,180,0
16,1,179,0
15,1,658,0
3,0,5,0
14,1,715,1
16,1,158,0
5,0,614,0
15,1,195,1
9,0,234,0
10,1,212,0
2,0,16,0
15,1,600,0
7,0,51,0
3,0,1,0
17,1,693,1
8,0,967,0
18,1,657,0
5,0,119,0
15,1,311,0
6,0,33,0
16,1,281,0
16,1,485,0
6,0,28,0
5,0,54,0
3,0,1,0
7,0,129,0
8,0,52,0
11,1,485,0
11,1,199,0
9,0,399,0
7,0,11,0
2,0,30,0
12,1,129,0
4,0,5,0
5,0,426,0
6,0,462,0
16,1,508,0
5,0,614,0
17,1,228,0
1,0,29,0
10,1,155,0
3,0,353,1
7,0,39,0
3,0,24,0
4,0,4,0
3,0,82,0
9,0,430,1
14,1,131,0
4,0,4,0
10,1,49,0
8,0,51,0
5,0,11,0
11,1,1086,0
4,0,25,0
10,1,79,0
13,1,409,1
10,1,258,1
14,1,143,0
7,0,50,0
13,1,217,0
12,1,127,0
15,1,123,0
12,1,99,1
17,1,561,1
11,1,360,0
13,1,247,1
6,0,27,0
10,1,271,0
8,0,79,0
5,0,575,0
5,0,12,0
10,1,152,0
14,1,257,0
7,0,182,0
12,1,134,0
8,0,107,0
5,0,80,0
5,0,84,0
9,0,56,0
11,1,119,0
15,1,124,0
8,0,207,0
13,1,943,0
6,0,34,0
6,0,59,0
11,1,119,0
7,0,99,0
7,0,186,0
7,0,45,0
14,1,807,1
8,0,120,0
16,1,333,0
12,1,419,1
5,0,42,0
8,0,69,0
14,1,1294,1
3,0,69,0
2,0,1,0
11,1,2654,1
10,1,349,0
15,1,302,0
9,0,176,0
7,0,97,0
8,0,37,0
6,0,127,0
18,1,336,1
12,1,242,0
9,0,44,0
11,1,261,0
13,1,1954,1
10,1,75,0
15,1,262,0
7,0,160,0
6,0,67,0
7,0,43,0
9,0,50,0
14,1,1204,0
8,0,357,0
6,0,61,0
11,1,559,0
9,0,61,0
3,0,16,0
4,0,13,0
10,1,1019,0
16,1,1914,1
4,0,25,0
10,1,115,0
12,1,210,0
2,0,10,0
11,1,914,0
12,1,321,0
8,0,40,0
10,1,331,1
13,1,531,1
14,1,831,0
6,0,28,0
6,0,19,0
6,0,31,0
12,1,253,0
12,1,706,1
2,0,12,0
14,1,141,0
8,0,64,0
7,0,28,0
4,0,4,0
6,0,158,0
7,0,44,0
