sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
932,16,2,30,103,48,2,12,0.866666667,0.833333333,0,0.464285714,0.2421875,56.5,33,4.0625,1
177,15,1,11,38,81,2,6,0.857142857,1,0,0,0.160714286,10.4,1,0.8667,1
1164,53,1,37,144,1172,9,47,0.941568047,0.961538462,4,0,0.134615385,20.47169811,39,1.8302,1
566,5,1,12,60,0,1,2,0.25,1,0,0,0.3125,112,39,8.2,1
468,8,1,11,56,20,1,4,0.714285714,1,1,0,0.261904762,57,31,5.125,1
394,12,1,29,64,38,1,11,0.818181818,1,2,0,0.238636364,31.33333333,11,2.0833,1
556,9,1,39,96,30,1,3,0.625,1,0,0,0.196428571,60.66666667,6,2.3333,1
372,5,1,15,37,2,1,3,0.625,1,0,0,0.375,73,22,5.4,1
81,2,1,11,6,1,8,1,1.969230769,0,0,0,1,7,0,0,1
594,30,2,14,74,299,2,28,0.898706897,1,2,0.317073171,0.172413793,18.26666667,22,2.0333,1
550,6,1,35,101,3,2,3,0.6,1,0,0,0.371428571,90.33333333,7,1.6667,1
552,8,1,14,65,20,1,3,0.571428571,1,1,0,0.244897959,67.75,26,5.875,1
199,16,1,4,29,58,1,15,0.858333333,1,0,0,0.277777778,10.9375,9,1.5625,1
35,3,4,4,13,1,0,3,2,0,0,0.964285714,0.555555556,10.66666667,1,0.6667,1
503,4,1,17,57,2,1,2,0.583333333,1,0,0,0.333333333,123.75,30,7.75,1
445,15,1,26,77,99,0,6,0.357142857,1,0,0,0.314285714,28.6,19,2.6,1
595,24,2,28,87,150,2,18,0.873517787,0.727272727,0,0.361111111,0.2,23.33333333,16,2.9167,1
18,3,5,6,6,3,2,3,2,0,0,0.99047619,0.5,5,1,0.3333,1
523,8,2,20,62,0,1,4,0.535714286,1,1,0.333333333,0.404761905,63.875,4,1.625,1
374,5,1,15,38,2,1,3,0.625,1,0,0,0.35,73.4,19,5.6,1
9,9,1,25,9,36,22,9,2,0,0,0,0.296296296,0,1,1,1
77,2,1,12,14,0,1,2,0,1,0,0,0.75,37,4,2,1
125,8,1,10,29,20,1,3,0.714285714,1,1,0,0.244897959,14.375,3,1.25,1
1,1,1,15,1,0,12,1,2,0,0,0,1,0,1,1,1
212,3,2,10,32,3,0,3,1.5,1,0,0.75,0.555555556,69,12,4.3333,1
152,8,1,13,35,20,1,3,0.714285714,1,1,0,0.244897959,17.75,5,1.5,1
244,6,1,17,32,11,1,2,1.044444444,0.777777778,1,0,0.333333333,38.16666667,13,2.8333,1
386,4,2,10,36,2,0,3,0.814814815,1,0,0.6,0.666666667,93.25,17,4.5,1
537,10,1,15,53,25,8,7,0.222222222,1,0,0,0.222222222,52.6,10,2.9,1
69,7,1,9,17,13,1,3,0.666666667,1,1,0,0.25,8.571428571,2,0.8571,1
933,47,1,42,105,589,23,45,0.860869565,0.9,1,0,0.144927536,18.63829787,8,2.0426,1
174,4,1,20,25,2,1,2,0.5,1,0,0,0.555555556,42,8,2.25,1
1,1,1,13,1,0,11,1,2,0,0,0,1,0,1,1,1
63,2,1,19,15,1,7,2,2,0,0,0,0.5,30.5,7,3.5,1
32,4,1,8,8,4,1,2,0.666666667,1,1,0,0.5,6.75,2,0.75,1
93,3,1,14,19,1,2,2,0.5,1,0,0,0.5,29,7,2.3333,1
147,4,1,13,26,2,2,2,0.5,1,0,0,0.333333333,35.25,12,3.5,1
56,3,2,10,16,3,0,3,2,0,0,0.75,0.555555556,17.66666667,4,1.6667,1
152,3,2,9,27,3,0,3,2,0,0,0.75,0.555555556,49.66666667,7,2.6667,1
281,8,1,26,63,20,0,6,0.785714286,1,1,0,0.333333333,33.875,3,1,1
446,17,2,15,58,100,2,11,0.90625,1,0,0.464285714,0.3,24.76470588,12,2.0588,1
564,9,2,9,49,4,2,8,0.625,1,0,0.619047619,0.377777778,61.33333333,11,3,1
359,17,2,14,53,78,4,13,0.8125,1,2,0.25,0.276785714,19.64705882,17,2.5882,1
21,3,1,5,8,1,0,2,0.5,1,0,0,0.5,5.666666667,1,0.3333,1
169,10,1,7,22,11,3,10,0.622222222,1,2,0,0.316666667,15.4,7,1.9,1
191,8,1,17,38,20,1,3,0.642857143,1,1,0,0.244897959,22.625,6,1.625,1
141,4,2,10,30,4,0,3,0.666666667,1,0,0.6,0.666666667,34,6,1.75,1
396,25,2,15,61,234,4,21,0.913194444,1,2,0.178571429,0.223958333,14.36,17,2.08,1
165,14,1,8,27,35,3,14,0.743589744,1,2,0,0.255102041,10.35714286,5,1.5714,1
42,2,1,11,8,0,1,2,0,1,0,0,0.75,19.5,3,1.5,1
260,18,1,16,46,87,4,15,0.845588235,1,3,0,0.227941176,13,7,1.5,1
61,4,2,8,13,2,0,3,0.666666667,1,0,0.6,0.666666667,13.75,3,1,1
280,14,1,12,38,27,3,11,0.791208791,1,2,0,0.4,18.5,7,2,1
247,9,1,25,44,32,0,3,0.875,1,0,0,0.270833333,26,7,1.8889,1
102,2,1,14,16,0,1,2,0,1,0,0,0.75,49.5,6,3,1
91,2,1,15,14,1,8,2,2,0,0,0,0.5,44.5,7,3.5,1
225,35,1,13,36,493,13,35,0.941176471,1,0,0,0.297142857,4.942857143,1,0.9714,1
