sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
427,32,2,12,44,264,9,32,0.936827957,0.541666667,0,0.151515152,0.255208333,11.59375,1,0.875,1
1400,16,7,5,93,72,2,15,0.911666667,0.725,0,0.967177243,0.53125,84,1,0.9375,1
1779,14,7,12,118,77,5,5,0.854166667,0.916666667,2,0.971428571,0.285714286,122.6428571,4,1.2857,1
68,10,2,9,15,39,7,10,0.861111111,0.75,0,0.384615385,0.28,5.4,1,0.8,1
414,12,2,17,53,12,7,12,0.454545455,0,1,0.214285714,1,33.41666667,3,1.25,1
104,7,2,6,25,21,1,7,2,0,0,0,0.571428571,13.85714286,1,0.8571,1
1375,9,7,7,73,12,4,4,0.775735294,0.735294118,0,0.9844098,0.34375,148,17,3.3333,1
326,14,2,9,44,29,5,14,0.661538462,1,0,0.3125,0.25,21.92857143,3,1,1
93,6,1,7,11,15,6,1,2,0,0,0,0.791666667,14.5,5,3.5,1
40,3,1,5,13,3,0,2,1,0,0,0,0.5,12,1,0.3333,0
63,4,3,24,15,0,24,4,0,1,0,0.8125,0.75,14.5,2,1.25,0
133,5,8,6,29,4,1,5,0.875,0.5,1,0.993478261,0.6,25.2,1,0.6,0
289,6,7,5,43,11,2,3,0.771428571,0.857142857,0,0.988814318,0.444444444,46,1,0.8333,0
123,4,2,7,25,6,1,4,2,0,0,0.625,0.75,29.75,1,0.75,0
117,4,2,5,26,0,1,4,0.333333333,0,1,0.5,1,28,1,0.75,0
12,2,3,1,3,1,1,1,2,0,0,0.978723404,0.75,5,2,1,0
101,3,2,5,23,0,1,3,0.5,0,1,0.6,1,32.33333333,1,0.6667,0
68,3,1,7,21,3,1,3,2,0,0,0,0.555555556,21.66666667,1,0.6667,0
136,5,2,8,24,10,2,5,2,0,0,0.555555556,0.4,26.2,1,0.8,0
73,11,6,16,18,53,16,11,0.9,0,1,0.977375566,0.363636364,5.545454545,2,1,0
82,4,1,16,20,4,16,4,0.333333333,1,1,0,0.4375,19.25,2,1,0
247,9,2,9,30,36,3,9,2,0,0,0.384615385,0.355555556,26.44444444,1,0.8889,0
61,3,1,10,12,0,1,3,0.5,1,0,0,0.666666667,18,1,0.6667,0
245,5,2,7,38,0,2,5,0.5,0,1,0.428571429,1,47.8,7,2,0
31,2,2,5,10,1,1,2,2,0,0,0,0.75,14.5,1,0.5,0
604,5,7,6,69,0,1,4,0.75,0.647058824,1,0.99103139,1,116.4,2,1,0
274,14,2,7,29,21,5,14,0.824175824,0.571428571,0,0.294117647,0.271428571,18.07142857,2,1,0
101,3,2,5,23,0,1,3,0.5,0,1,0.6,1,32.33333333,2,1,0
101,3,2,5,23,0,1,3,0.5,0,1,0.6,1,32.33333333,1,0.6667,0
123,3,2,7,29,0,1,3,0.5,0,1,0.6,1,39.66666667,1,0.6667,0
107,3,2,6,11,3,2,3,2,0,0,0,0.666666667,34.66666667,1,0.6667,0
34,6,1,2,7,3,1,6,0.6,1,1,0,0.555555556,4.333333333,1,0.6667,0
156,6,2,8,22,15,2,6,2,0,0,0.5,0.416666667,25,1,0.8333,0
6,2,1,2,3,1,1,2,2,0,0,0,0.75,2,1,0.5,0
13,2,1,1,5,1,0,2,2,0,0,0,0.5,5.5,1,0.5,0
75,7,1,11,20,9,5,2,0.388888889,1,0,0,0.666666667,9.285714286,2,0.8571,0
65,3,1,4,15,1,2,2,0.75,0.5,0,0,0.5,20,1,0.3333,0
4,1,1,5,2,0,5,1,2,0,0,0,1,3,0,0,0
86,11,2,5,20,29,2,11,0.8,1,0,0.333333333,0.290909091,6.454545455,1,0.9091,0
457,6,7,5,52,7,2,3,0.746666667,0.8,0,0.988814318,0.444444444,72.66666667,2,1.1667,0
49,9,2,5,12,30,2,9,0.833333333,1,1,0.384615385,0.361111111,4.111111111,1,0.8889,0
109,5,2,7,19,10,1,5,2,0,0,0.555555556,0.533333333,20.8,1,0.8,0
127,4,2,7,28,6,1,4,2,0,0,0,0.5,30.75,1,0.75,0
20,2,2,5,7,1,1,2,2,0,0,0,0.75,9,1,0.5,0
187,11,2,3,37,7,1,11,0.55,0.5,0,0.615384615,0.409090909,15.81818182,7,1.4545,0
