sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
205,23,1,7,32,183,7,22,0.890909091,1,0,0,0.405797101,7.47826087,6,1.1739,1
419,13,2,14,72,34,2,9,0.604166667,0.875,2,0.727272727,0.240384615,30.61538462,5,2.2308,1
97,4,1,3,19,0,1,4,0,1,0,0,0.4375,23,1,0.75,1
218,7,1,7,30,11,3,5,0.666666667,1,0,0,0.2,29.85714286,7,2.1429,1
156,5,4,7,28,0,0,5,0.666666667,1,0,0.951219512,0.533333333,29.6,1,0.8,1
74,3,1,1,21,0,0,2,0,1,0,0,0.555555556,23.33333333,2,1.3333,0
66,3,1,4,18,0,2,2,0,1,0,0,0.555555556,20.66666667,3,1.6667,0
24,2,1,4,8,0,2,2,0,1,0,0,0.625,10.5,1,0.5,0
209,11,2,21,40,0,1,8,0.55,1,2,0.947368421,0.173553719,17.63636364,5,1.9091,0
1,1,1,6,1,0,5,1,2,0,0,0,1,0,1,1,0
