sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
1232,49,1,9,87,650,8,44,0.851851852,1,1,0,0.243055556,23.7755102,19,1.8776,1
684,16,1,8,82,0,1,14,0.066666667,1,1,0,0.395833333,41.6875,3,1.6875,1
69,5,1,4,18,0,3,5,0.5,1,1,0,0.6,12.4,3,1,1
729,59,1,16,92,1541,13,59,0.948275862,1,12,0,0.107344633,10.83050847,12,1.4576,1
465,20,1,8,65,28,6,16,0.706766917,1,2,0,0.305263158,21.9,1,0.8,1
603,25,1,10,33,170,10,25,0.85,1,0,0,0.506666667,22.72,22,3.36,1
410,16,1,5,59,0,4,13,0.56,1,2,0,0.375,24.3125,2,0.875,1
283,6,2,5,40,0,1,5,0.2,1,1,0.862068966,0.444444444,46,1,0.6667,1
2509,36,1,7,49,238,4,36,0.853571429,0.125,1,0,0.513888889,68.47222222,38,10.4722,1
350,6,1,5,33,5,4,5,0.466666667,1,3,0,0.416666667,56.83333333,1,0.6667,1
456,8,2,8,53,0,1,5,0.428571429,0,1,0.5,0.285714286,55.875,3,1.5,1
383,14,1,10,57,0,1,14,0.076923077,1,1,0,0.535714286,26.28571429,3,1.2857,1
78,4,2,2,7,4,2,2,0.944444444,0.166666667,6,0.846153846,0.444444444,17,1,0.5,0
417,29,1,12,57,250,6,27,0.889880952,1,3,0,0.183673469,12.96551724,6,1.2414,0
78,9,4,0,13,18,0,9,0.75,1,0,0.901234568,0.518518519,7.222222222,2,1,0
82,1,1,3,18,0,2,1,2,0,0,0,1,81,0,0,0
442,6,2,0,31,15,0,3,2,0,0,0.583333333,0.566666667,72.66666667,11,2.5,0
162,8,1,5,13,0,4,6,0.5,1,1,0,0.5,19,5,1.75,0
137,8,1,5,28,0,4,8,0.5,0,1,0,0.416666667,15.875,4,1.5,0
33,5,1,4,10,0,4,4,0,1,0,0,0.7,5.4,1,0.8,0
