sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
1180,22,4,15,104,185,2,8,0.839285714,1,0,0.795918367,0.180272109,52.27272727,3,1.0455,1
198,6,3,10,33,0,3,5,0.466666667,1,1,0.880952381,0.333333333,31.5,2,1,1
502,17,1,19,73,112,13,5,0.84375,1,1,0,0.170454545,28.17647059,2,1,1
626,8,4,7,34,6,0,8,0.761904762,1,0,0.917647059,0.4375,76.5,3,1.625,1
257,14,1,8,32,49,4,12,0.835164835,1,0,0,0.307692308,16.85714286,6,1.6429,1
713,17,2,9,64,76,7,9,0.879166667,0.6,2,0.708333333,0.339285714,40.05882353,9,1.4118,1
658,27,3,11,83,291,2,20,0.889423077,1,2,0.587301587,0.185185185,23.07407407,11,1.9259,1
114,9,1,8,25,10,5,7,0.6875,1,0,0,0.25,11.22222222,1,0.8889,1
822,14,1,24,63,63,20,9,0.841346154,0.4375,0,0,0.333333333,56.57142857,24,2.7857,1
461,17,3,10,55,76,5,11,0.59375,1,0,0.652173913,0.285714286,25.88235294,6,2.6471,1
84,3,3,3,14,1,0,3,0.5,1,0,0.948717949,0.666666667,26.66666667,1,0.6667,1
675,22,4,16,72,165,1,16,0.904761905,1,1,0.787878788,0.227272727,29.04545455,4,1.2273,1
353,16,3,24,56,0,16,14,0.6,1,1,0.681818182,0.2265625,20.8125,4,1.75,1
1253,14,1,7,82,65,0,1,0.816568047,0.846153846,0,0,0.169642857,87.57142857,4,2.1429,1
566,21,1,25,77,162,10,14,0.7375,0.916666667,4,0,0.135,25.38095238,7,1.8095,1
2193,71,1,103,186,2247,99,55,0.97244898,0.571428571,0,0,0.127731092,29.49295775,18,1.5775,1
743,10,1,17,81,5,4,4,0.783625731,1,7,0,0.259259259,71.4,14,4.2,1
632,19,4,8,69,91,2,13,0.777777778,1,2,0.8125,0.368421053,31.89473684,5,1.2632,1
277,21,1,9,47,48,1,21,0.68,1,4,0,0.30952381,11.95238095,7,1.4286,1
273,19,1,18,47,97,16,16,0.833333333,1,1,0,0.305263158,13,3,1.4211,1
395,11,4,14,42,29,2,5,0.725,1,1,0.885057471,0.232323232,34.54545455,3,1.2727,0
58,3,2,1,9,0,0,1,0,1,1,0.714285714,0.666666667,17.33333333,1,0.6667,0
