sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
147,6,8,11,46,3,0,5,0.7,1,1,0.955357143,0.361111111,23.16666667,1,0.8333,1
72,5,8,10,21,4,0,4,0.75,1,1,0.963963964,0.366666667,13,1,0.8,1
91,7,8,11,24,9,0,7,0.777777778,1,2,0.946902655,0.285714286,11.57142857,1,0.8571,1
203,4,4,11,40,6,0,4,2,0,0,0.833333333,0.4,49.75,8,3.25,1
3,3,1,5,3,3,2,3,2,0,0,0,0.466666667,0,1,1,1
33,6,1,5,10,0,0,6,0.2,1,1,0,0.305555556,4.333333333,1,0.8333,1
3,3,1,8,3,3,5,3,2,0,0,0,0.466666667,0,1,1,1
158,3,1,3,15,3,0,3,2,0,0,0,0.5,51.66666667,17,6,1
35,3,1,7,11,1,0,3,0.75,1,1,0,0.5,10,1,0.6667,1
69,6,8,8,15,3,0,6,0.8,1,2,0.955357143,0.30952381,10,1,0.8333,1
301,7,4,12,49,19,0,7,0.833333333,1,0,0.714285714,0.371428571,41.85714286,12,3,1
24,5,1,5,6,6,5,5,0.75,1,0,0,0.7,3.4,1,0.8,1
78,4,8,13,23,0,0,4,0.666666667,1,1,0.972727273,0.375,18,1,0.75,1
52,4,8,7,13,0,0,4,0.666666667,1,1,0.972727273,0.416666667,11.5,1,0.75,1
6,6,1,4,6,15,2,6,2,0,0,0,0.4,0,1,1,0
44,9,1,5,10,28,5,9,0.875,1,0,0,0.722222222,3.444444444,1,0.8889,0
44,9,1,7,10,28,7,9,0.875,1,0,0,0.722222222,3.444444444,1,0.8889,0
82,9,1,5,30,0,0,9,0.625,1,1,0,0.26984127,7.888888889,1,0.8889,0
7,7,1,10,7,21,7,7,2,0,0,0,0.333333333,0,1,1,0
130,24,1,11,29,258,8,24,0.971014493,0.833333333,0,0,0.34375,3.916666667,1,0.9583,0
84,17,1,7,18,120,7,17,0.9375,1,0,0,0.367647059,3.470588235,1,0.9412,0
130,3,1,3,13,3,0,3,2,0,0,0,0.5,42.33333333,14,5,0
69,13,1,6,16,66,6,13,0.94047619,1,0,0,0.365384615,3.769230769,1,0.9231,0
29,4,1,7,7,0,0,4,0.333333333,1,1,0,0.5,6,1,0.75,0
16,2,1,4,6,1,0,2,1,1,0,0,0.666666667,6.5,1,0.5,0
