sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
114,4,1,10,9,2,9,2,0.666666667,0,0,0,0.5,25.75,1,0.25,1
2353,32,6,33,167,350,22,2,0.819979188,0.967741935,1,0.933045356,0.267857143,71.5625,2,1.1563,1
693,7,6,9,50,9,3,2,0.608333333,0.95,2,0.985882353,0.333333333,95.14285714,1,0.8571,1
88,5,1,11,9,0,10,4,0.5,0,1,0,0.8,14.8,3,1,1
30,3,2,7,7,0,1,3,0,0,1,0.666666667,0.555555556,8.666666667,2,1,1
509,8,6,9,52,24,4,3,0.6,1,1,0.985882353,0.291666667,60.75,2,0.875,1
430,5,1,5,26,10,1,5,2,0,0,0,0.6,85,2,1,1
590,7,6,6,51,11,3,1,0.635416667,1,2,0.985882353,0.333333333,81,8,1.8571,1
55,4,1,7,10,0,7,2,0.611111111,1,0,0,0.333333333,11.25,1,0.5,1
172,3,1,7,25,3,1,3,2,0,0,0,0.555555556,56.33333333,2,1,1
390,13,6,10,75,74,6,2,0.785714286,1,1,0.972157773,0.240384615,28.46153846,2,1,1
540,6,6,7,49,11,3,1,0.626666667,1,1,0.988207547,0.4,86.5,8,2,1
215,13,1,23,35,0,6,12,0,0,1,0,0.338461538,15.46153846,1,0.9231,1
230,3,1,6,26,3,1,3,2,0,0,0,0.666666667,75.66666667,2,1.3333,0
31,2,1,10,3,0,8,1,0.8,0.2,2,0,0.75,12,1,0.5,0
225,6,1,10,13,0,6,6,0,1,1,0,0.416666667,36.16666667,1,0.6667,0
1,1,1,3,1,0,3,1,2,0,0,0,1,0,1,1,0
184,6,2,13,26,0,1,6,0.8,0,1,0.444444444,0.433333333,29.5,1,0.8333,0
2,2,1,4,2,1,3,2,2,0,0,0,0.833333333,0,1,1,0
81,2,1,4,20,1,1,2,2,0,0,0,0.75,39.5,2,1,0
217,7,6,9,41,11,3,1,0.633333333,0.8,2,0.985882353,0.333333333,29.28571429,1,0.8571,0
48,4,1,11,7,4,10,2,1.233333333,0.1,0,0,0.625,8.5,1,0.5,0
167,5,2,12,22,0,1,5,0.75,1,1,0.5,0.44,32.2,1,0.8,0
51,2,1,3,3,0,3,1,0,0,0,0,1,21.5,7,3.5,0
116,6,2,7,9,7,7,4,0.857142857,0.285714286,6,0.733333333,0.4,17.16666667,3,1,0
2,2,1,5,2,1,3,2,2,0,0,0,0.75,0,1,1,0
64,5,1,10,11,0,6,5,0,1,1,0,0.6,11.6,1,0.8,0
16,2,3,10,3,0,10,1,0,1,0,0.928571429,0.666666667,6.5,1,0.5,0
4,4,1,4,4,6,3,4,2,0,0,0,0.666666667,0,1,1,0
34,7,1,18,14,21,6,6,2,0,0,0,0.142857143,3.857142857,1,0.8571,0
5,1,4,7,2,0,7,0,2,0,0,1,1,4,0,0,0
1,1,1,3,1,0,3,1,2,0,0,0,1,0,1,1,0
16,2,3,5,3,0,5,1,0,1,0,0.928571429,0.666666667,6.5,1,0.5,0
72,2,1,4,20,1,1,2,2,0,0,0,1,35,2,1,0
16,2,3,0,3,0,0,1,0,1,0,0.928571429,0.666666667,6.5,1,0.5,0
16,2,3,8,3,0,8,1,0,1,0,0.928571429,0.666666667,6.5,1,0.5,0
2,2,1,4,2,1,3,2,2,0,0,0,0.666666667,0,1,1,0
168,3,1,6,16,3,1,3,2,0,0,0,0.666666667,55,1,0.6667,0
151,4,1,12,10,0,7,4,0,1,1,0,0.75,36.25,1,0.75,0
8,1,2,3,2,0,1,1,2,0,0,1,1,7,0,0,0
40,1,1,2,2,0,2,1,2,0,0,0,1,30,0,0,0
92,6,2,7,9,7,7,4,0.8,0.4,4,0.733333333,0.4,13.5,3,1,0
