sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
512,11,5,8,56,0,1,7,0.6,0,2,0.979035639,0.285714286,45.27272727,7,2.6364,1
262,4,5,6,19,4,2,3,0.555555556,0,1,0.993617021,0.5625,63.75,2,1,1
347,8,1,1,37,22,1,7,0.69047619,0,0,0,0.35,41.625,1,0.875,1
123,4,1,4,21,6,4,2,2,0,0,0,0.25,29.75,6,3,1
247,7,1,5,28,1,1,4,0.5,1,2,0,0.476190476,34,7,2.5714,1
141,6,1,4,8,3,3,5,0.7,0,0,0,0.305555556,22.16666667,2,1.1667,1
630,3,1,2,28,0,1,3,0.45,0,0,0,1,205.6666667,1,0.6667,1
376,6,1,10,34,15,5,4,2,0,0,0,0.404761905,61.66666667,23,4.5,1
515,2,5,8,15,0,1,1,1,0.25,1,0.998095238,0.666666667,254.5,2,1,1
174,3,5,2,20,1,1,3,0.5,0,0,0.995735608,0.444444444,56.66666667,1,0.6667,1
25,2,2,1,7,1,1,1,2,0,0,0.666666667,0.75,11.5,2,1,0
176,11,1,9,25,0,5,8,0.766666667,0,0,0,0.5,14.72727273,4,2,0
5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
57,1,1,1,1,0,1,0,2,0,0,0,0,55,0,0,0
5,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
75,5,1,7,14,10,3,2,2,0,0,0,0.5,14,6,2.2,0
210,6,1,3,26,5,0,4,0.6,0.5,1,0,0.333333333,33,3,1.1667,0
50,2,2,2,13,1,1,1,2,0,0,0.666666667,0.75,24,3,1.5,0
155,6,1,3,12,0,2,6,0.7,0,0,0,0.416666667,24.5,2,1.1667,0
3,3,1,5,3,3,5,3,2,0,0,0,0.666666667,0,1,1,0
34,2,1,5,7,1,1,1,2,0,0,0,0.5,16,1,0.5,0
155,6,1,3,12,0,2,6,0.7,0,0,0,0.416666667,24.5,2,1.1667,0
99,8,2,3,14,10,2,8,0.785714286,0.25,1,0.695652174,0.4,10.875,3,1.375,0
30,2,2,2,9,1,1,1,2,0,0,0.666666667,0.75,14,1,0.5,0
29,2,2,2,8,1,1,1,2,0,0,0.666666667,0.75,13.5,1,0.5,0
68,2,2,3,16,1,0,2,2,0,0,0.909090909,0.5,33,3,1.5,0
251,10,1,7,28,9,6,9,0.87962963,0,1,0,0.3,22.9,6,2.4,0
