sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
1962,43,5,7,86,683,2,1,0.906692407,1,3,0.917485265,0.5,43.76744186,14,1.7209,1
204,16,6,47,46,120,36,15,1.066666667,1,0,0.966442953,0.2625,11.6875,1,0.9375,1
234,18,1,23,29,105,21,18,0.865546218,1,3,0,0.180555556,11.61111111,16,2,1
870,12,5,2,35,38,2,1,0.79144385,1,0,0.976987448,0.5,70.08333333,5,1.9167,1
2451,53,5,14,105,1058,5,3,0.916239316,1,6,0.899807322,0.211320755,44.39622642,14,1.6604,1
236,3,5,13,20,1,12,1,1,1,1,0.995951417,0.444444444,77,1,0.6667,1
68,14,1,13,15,75,12,14,0.91025641,1,1,0,0.285714286,3.428571429,1,0.9286,1
130,7,1,8,28,1,0,7,0.333333333,0,0,0,0.428571429,17.42857143,3,1.1429,1
4,4,1,10,4,6,8,4,2,0,0,0,0.583333333,0,1,1,1
5,5,1,7,5,10,6,5,2,0,0,0,0.6,0,1,1,0
43,6,1,3,14,0,0,6,0.2,0,0,0,0.555555556,6,1,0.8333,0
154,26,1,16,30,301,14,26,0.95,1,3,0,0.208791209,4.461538462,2,1,0
4,4,1,8,4,6,7,4,2,0,0,0,0.875,0,1,1,0
91,17,1,10,19,122,9,17,0.919642857,1,1,0,0.169934641,3.941176471,2,1,0
489,5,5,10,43,0,3,2,0.5,1,1,0.993617021,0.44,94.8,6,1.8,0
24,5,1,1,6,6,1,5,0.75,1,0,0,0.466666667,3.4,1,0.8,0
24,5,1,1,6,6,1,5,0.75,1,0,0,0.466666667,3.4,1,0.8,0
844,8,5,12,39,6,5,3,0.782312925,1,2,0.985232068,0.3125,101.875,2,1.25,0
43,5,2,3,9,0,2,5,0.75,1,1,0.636363636,0.4,7,1,0.8,0
57,4,2,5,7,4,5,2,0.888888889,0.333333333,3,0.846153846,0.444444444,12.5,1,0.5,0
454,7,5,1,22,9,1,1,0.783333333,1,0,0.987315011,1,62.42857143,2,1.5714,0
37,4,1,7,12,0,0,4,0.333333333,0,0,0,0.4375,8,1,0.75,0
51,5,1,7,15,0,0,5,0.25,0,0,0,0.4,9,3,1.2,0
34,7,1,1,8,15,1,7,0.833333333,1,1,0,0.357142857,3.428571429,1,0.8571,0
91,17,1,14,19,122,11,17,0.919642857,1,3,0,0.169934641,3.941176471,2,1,0
214,6,5,8,25,9,1,2,0.7,1,5,0.98940678,0.444444444,33.66666667,3,1.5,0
22,4,1,3,7,0,0,4,0.333333333,0,0,0,0.5,4.25,1,0.75,0
197,6,5,5,19,1,2,1,0.666666667,1,2,0.98940678,0.361111111,30.83333333,5,1.8333,0
69,10,1,21,12,0,13,9,0.611111111,1,1,0,0.5,5.7,2,1,0
28,2,1,4,10,1,0,2,2,0,0,0,0.5,13,1,0.5,0
94,19,1,16,20,153,12,19,0.944444444,1,4,0,0.184210526,3.473684211,1,0.9474,0
183,10,5,6,31,17,4,2,0.793650794,1,2,0.983157895,0.28,16.6,2,1,0
6,1,3,3,2,0,3,1,2,1,0,1,1,4,0,0,0
64,13,1,6,14,66,6,13,0.916666667,1,0,0,0.487179487,3.461538462,1,0.9231,0
64,5,2,4,13,0,1,5,0.75,1,0,0.8,0.533333333,11.2,2,1,0
2,2,1,7,2,1,6,2,2,0,0,0,0.75,0,1,1,0
