sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
778,50,1,46,90,637,38,43,0.814868805,0.5,5,0,0.149136578,14.28,6,2.08,1
714,18,2,28,78,135,14,9,0.93627451,0.25,1,0.413793103,0.277777778,38,10,2.5,1
174,11,1,31,14,15,31,9,0.792307692,0,5,0,0.35,13.63636364,7,2,1
320,16,2,10,48,34,1,16,0.883333333,0,3,0.545454545,0.25,18.5,5,1.4375,1
304,15,1,42,48,77,35,9,0.898496241,0.421052632,4,0,0.196428571,18,4,1.4,1
285,19,2,9,43,85,2,13,0.703703704,0.666666667,1,0.529411765,0.190789474,13.84210526,5,1.8947,1
193,22,1,20,35,175,11,21,0.904761905,0.875,5,0,0.201298701,7.409090909,4,1.3636,1
109,4,1,7,25,0,3,2,0.733333333,0,2,0,0.416666667,25,2,0.75,1
530,23,1,23,65,125,15,20,0.873737374,0.111111111,3,0,0.186868687,21.65217391,6,1.913,1
565,27,2,10,80,239,0,22,0.938034188,0.055555556,2,0.418604651,0.240740741,19.25925926,10,1.8519,1
145,5,1,7,31,10,0,2,0.875,0,0,0,0.3,27.6,3,1.4,1
757,15,1,20,63,103,17,12,0.910714286,0,0,0,0.154761905,48.93333333,11,3,1
306,16,3,8,40,0,1,13,0.666666667,0.6,0,0.755555556,0.322916667,17.8125,6,1.375,1
516,13,1,4,40,8,0,2,0.697916667,0,4,0,0.15,38.07692308,7,2.7692,1
386,10,1,7,49,13,1,6,0.694444444,0.5,0,0,0.35,37.2,11,2.9,1
275,12,1,12,41,0,10,9,0.666666667,0,0,0,0.090909091,21.66666667,6,2.25,1
43,4,1,2,10,0,1,3,0.666666667,1,1,0,0.666666667,9,2,0.75,1
853,16,2,5,41,74,0,13,0.916666667,0.375,0,0.363636364,0.244444444,51.8125,7,2,1
161,14,1,17,36,91,6,10,1.057692308,0,0,0,0.138461538,10.21428571,3,1,1
284,13,2,5,38,44,0,11,0.845238095,0,0,0.6,0.365384615,20.30769231,5,1.6923,1
188,14,2,9,33,53,1,11,0.876923077,0.4,1,0.796610169,0.442307692,12.07142857,3,1.6429,1
199,11,2,6,27,19,0,11,0.911111111,0.555555556,0,0.444444444,0.303030303,16.27272727,7,2,1
1,1,1,4,1,0,3,1,2,0,0,0,1,0,1,1,1
229,19,2,8,36,141,1,15,0.864197531,0.888888889,0,0.6,0.355555556,10.57894737,4,0.9474,1
