sloc,wmc,dit,cbo,rfc,lcom,ca,npm,lcom3,dam,moa,mfa,cam,amc,max_cc,avg_cc,bug
800,49,1,60,96,688,53,42,0.828947368,0.473684211,5,0,0.150641026,14.93877551,6,2.1429,1
174,12,2,9,39,14,0,12,0.863636364,0,3,0.620689655,0.375,13,4,1.3333,1
73,4,1,0,15,6,0,4,2,0,0,0,0.333333333,17.25,1,0.75,1
449,13,2,9,62,52,0,8,0.939814815,0,2,0.620689655,0.346153846,32.15384615,10,2.3846,1
1176,22,2,19,95,223,6,8,1.013605442,0,0,0.375,0.216450216,51.18181818,11,3.2273,1
537,13,1,22,54,76,20,10,0.861111111,0,0,0,0.183333333,39.84615385,11,3,1
531,12,2,10,35,24,0,11,0.994134897,0.064516129,2,0.666666667,0.366666667,40.66666667,23,5.0833,1
91,7,1,28,16,9,28,6,1,0.75,0,0,0.333333333,11.42857143,3,1.2857,1
151,9,1,53,27,20,50,6,0.894230769,0.076923077,2,0,0.232142857,14.33333333,3,1.3333,1
321,10,2,6,33,33,0,9,0.933333333,0.6,0,0.470588235,0.325,30.6,5,1.7,1
754,19,2,28,79,153,16,9,0.939814815,0.25,1,0.4,0.257309942,38.05263158,10,2.4211,1
95,5,2,5,17,2,4,2,0.625,0.333333333,0,0.938461538,0.466666667,16.8,3,1.4,1
346,12,1,21,43,24,15,9,0.704545455,0.25,3,0,0.272727273,27.5,6,2.1667,1
44,6,1,3,9,9,1,6,0.866666667,0,0,0,0.458333333,5.833333333,2,1.1667,1
247,14,1,20,42,91,9,9,1.051282051,0,0,0,0.134615385,16.42857143,3,1.2857,1
289,13,3,10,42,0,2,11,0.729166667,0.5,0,0.804878049,0.247863248,20.92307692,5,1.2308,1
275,12,1,12,41,0,10,9,0.666666667,0,0,0,0.090909091,21.66666667,6,2.25,1
169,10,1,40,13,15,40,8,0.811965812,0,5,0,0.333333333,14.6,7,2.1,1
274,6,1,7,21,0,5,5,0.9,0.2,0,0,0.466666667,43,5,2.8333,1
241,6,2,5,24,9,0,6,0.92,0.8,0,0.615384615,0.444444444,38.33333333,5,1.8333,1
179,7,1,5,35,15,0,2,0.75,0,1,0,0.25,24,2,1,1
413,20,2,17,46,58,9,15,0.649122807,0.666666667,2,0.545454545,0.2375,19.2,7,1.65,1
9,9,1,22,9,36,18,9,2,0,0,0,0.259259259,0,1,1,1
157,14,2,6,26,83,1,10,0.871794872,1,0,0.72,0.384615385,9.785714286,4,0.7143,1
145,10,2,7,27,29,1,8,0.911111111,0.2,1,0.854545455,0.777777778,13,3,1.4,1
13,5,1,8,6,10,6,5,1.25,0,1,0,0.466666667,0.8,1,0.8,1
359,14,2,8,43,41,3,10,0.846153846,0.153846154,1,0.620689655,0.244897959,23.71428571,6,1.6429,1
389,8,1,6,49,6,0,2,0.666666667,0,3,0,0.257142857,46.5,3,1.75,1
691,8,1,15,41,8,4,2,0.956043956,0.461538462,3,0,0.375,82.125,21,6.25,1
196,7,1,3,27,5,0,2,0.566666667,0,1,0,0.333333333,26.28571429,4,1.7143,1
236,7,1,4,13,0,3,7,0.366666667,0,1,0,0.523809524,32,6,2.5714,1
69,4,2,4,8,0,0,4,0.916666667,0,1,0.571428571,0.5,15.25,4,2,1
114,9,2,13,18,30,9,8,0.9375,0.625,1,0.533333333,0.518518519,10.77777778,3,1.2222,1
322,8,1,4,38,24,0,2,0.714285714,0,1,0,0.214285714,39,2,1,1
99,4,4,3,12,6,2,4,2,0,0,0.953488372,0.357142857,23.75,3,1,0
6,2,1,0,3,1,0,2,2,0,0,0,0.5,2,1,0.5,0
176,8,1,6,22,0,3,8,0.142857143,1,0,0,0.40625,20.875,5,3.125,0
179,8,2,7,24,12,1,8,0.936507937,0.555555556,0,0.533333333,0.333333333,20.25,7,2.25,0
28,10,1,34,13,45,32,9,1,0,0,0,0.407407407,1.6,1,0.8,0
10,2,1,4,4,1,1,1,2,0,0,0,0.75,4,1,0.5,0
45,5,1,1,14,8,0,2,0.875,0,1,0,0.333333333,7.6,1,0.6,0
67,2,2,4,11,0,1,1,0,0,2,0.983870968,0.666666667,31.5,5,2.5,0
133,3,1,0,14,3,0,2,2,0,0,0,0.333333333,43.33333333,4,1.6667,0
217,8,3,7,25,0,2,8,0.795918367,0.571428571,0,0.714285714,0.40625,25.25,5,1.625,0
38,4,1,2,12,4,0,2,0.833333333,0,1,0,0.333333333,8,1,0.5,0
3,3,1,8,3,3,8,3,2,0,0,0,0.666666667,0,1,1,0
106,4,1,7,25,0,3,2,0.733333333,0,2,0,0.416666667,24.25,2,0.75,0
202,6,1,3,25,13,0,2,0.7,0,0,0,0.277777778,32.33333333,2,1.3333,0
42,3,1,2,8,1,2,2,0.75,0,0,0,0.625,12.33333333,1,0.3333,0
167,9,1,3,34,34,0,2,0.875,0,1,0,0.175,17.33333333,3,1.4444,0
85,2,1,3,20,1,0,2,2,0,0,0,0.5,41.5,6,3,0
22,5,1,1,7,8,1,3,0.75,1,1,0,0.75,3.2,1,0.6,0
181,19,1,20,31,131,11,18,0.909722222,0.875,5,0,0.210526316,8.105263158,4,1.4211,0
144,7,1,6,30,17,0,2,0.75,0,1,0,0.277777778,19.28571429,2,0.8571,0
57,4,3,9,12,0,8,4,0,1,1,0.857142857,0.5,13,2,1,0
61,4,1,1,11,2,1,2,0.777777778,0,0,0,0.5,13.5,6,2,0
68,4,1,3,19,6,0,2,0.666666667,0,0,0,0.333333333,15.75,2,1.25,0
43,5,3,5,9,0,3,5,0,1,1,0.93442623,0.4,7.4,1,0.8,0
146,8,1,3,14,0,2,8,0.571428571,0,1,0,0.416666667,16.625,3,1.75,0
208,6,5,7,44,13,2,4,0.85,0,2,0.995139733,0.3,33,3,1,0
23,3,1,1,7,0,0,2,0,0,0,0,0.555555556,6.333333333,1,0.6667,0
25,3,2,4,6,3,2,3,2,0,0,0.959183673,0.833333333,7.333333333,2,1,0
32,4,4,3,11,4,1,2,0.666666667,0,0,0.968253968,0.5,6.75,1,0.5,0
675,19,2,10,69,129,2,13,0.885964912,0.105263158,2,0.514285714,0.233082707,33.52631579,11,2.1579,0
301,10,2,2,37,23,0,7,0.833333333,0,1,0.884057971,0.2,28.1,4,1.7,0
80,5,1,0,14,4,0,2,0.25,0,0,0,0.25,14.8,2,1,0
128,2,1,3,22,1,1,2,2,0,0,0,0.75,63,5,2.5,0
88,5,2,2,18,8,1,5,0.75,0.5,0,0.764705882,0.45,15.8,1,0.8,0
